N	2gram	Propp_Isto	Vvedenie
1	и т	39	45
2	т е	30	40
3	т д	35	39
4	в том	12	38
5	в этом	13	35
6	и в	40	35
7	том что	11	30
8	может быть	37	30
9	не только	28	26
10	того чтобы	3	22
11	таким образом	13	21
12	также и	3	20
13	не может	19	19
14	то что	17	19
15	потому что	12	18
16	со стороны	3	16
17	о том	12	16
18	только в	16	16
19	так как	20	15
20	представляет собой	7	14
21	и не	19	13
22	что в	19	13
23	в нем	8	13
24	и именно	2	13
25	в их	6	12
26	того что	6	12
27	что такое	3	12
28	в его	10	12
29	то же	21	11
30	по себе	4	11
31	в ее	2	11
32	как мы	3	11
33	ясно что	2	11
34	вопрос о	8	10
35	не в	11	10
36	прежде всего	15	10
37	но в	13	10
38	между тем	2	10
39	из этих	2	9
40	тем не	7	9
41	и как	3	9
42	все же	17	9
43	представляют собой	9	9
44	смысле этого	2	9
45	но не	7	9
46	не менее	7	9
47	дело с	2	9
48	в истории	2	9
49	это не	8	8
50	можно было	8	8
51	с другой	8	8
52	а только	3	8
53	именно в	5	8
54	в качестве	8	8
55	и то	3	7
56	самом деле	2	7
57	сих пор	12	7
58	как и	5	7
59	как бы	6	7
60	этот вопрос	7	7
61	но и	21	7
62	в разных	2	7
63	было бы	11	7
64	до сих	11	7
65	сказать что	7	6
66	его в	15	6
67	не могут	3	6
68	том чтобы	2	6
69	хотя бы	5	6
70	иное как	3	6
71	об этом	11	6
72	и даже	4	6
73	но если	4	6
74	тем что	7	6
75	как он	5	6
76	а именно	5	6
77	в какой	4	6
78	на вопрос	4	6
79	так например	7	6
80	на этот	2	6
81	с тем	13	6
82	и это	2	6
83	а в	15	6
84	уже не	3	6
85	в которых	2	6
86	могут быть	5	6
87	видеть что	2	6
88	в то	4	6
89	один из	10	6
90	в руки	4	6
91	и что	14	6
92	и его	5	6
93	все это	6	6
94	этом случае	3	6
95	вовсе не	3	6
96	вместе с	13	6
97	дело в	3	5
98	дело не	8	5
99	не что	3	5
100	есть и	2	5
101	в виду	2	5
102	и тем	2	5
103	а как	2	5
104	связь между	4	5
105	д но	2	5
106	одним из	2	5
107	что он	32	5
108	так что	9	5
109	что иное	3	5
110	что не	2	5
111	одно из	2	5
112	как уже	2	5
113	от этого	2	5
114	как это	6	5
115	есть не	2	5
116	не есть	2	5
117	другой стороны	7	5
118	в них	2	5
119	уже в	2	5
120	в целом	3	5
121	что и	9	5
122	не просто	5	5
123	а не	18	5
124	но с	3	5
125	свой материал	2	4
126	да и	3	4
127	еще и	2	4
128	должен был	6	4
129	само по	2	4
130	в результате	2	4
131	мы имеем	25	4
132	одной стороны	7	4
133	и ее	3	4
134	в области	2	4
135	по отношению	6	4
136	должен быть	3	4
137	к делу	2	4
138	связана с	7	4
139	в особенности	3	4
140	как о	2	4
141	еще не	14	4
142	по мере	4	4
143	отношению к	6	4
144	отличие от	3	4
145	в отличие	3	4
146	с одной	8	4
147	к тому	6	4
148	одной из	6	4
149	но все	9	4
150	чтобы понять	3	4
151	и для	5	4
152	только с	4	4
153	в котором	5	4
154	в виде	2	4
155	в более	2	4
156	не вполне	3	4
157	ответ на	3	4
158	тогда когда	2	4
159	в одном	8	4
160	из них	5	4
161	здесь нет	2	4
162	видит в	2	4
163	в себе	6	4
164	как она	3	4
165	в своей	2	4
166	как раз	2	4
167	однако не	2	4
168	никогда не	25	3
169	в каком	2	3
170	одна из	4	3
171	в очень	4	3
172	что это	12	3
173	только по	2	3
174	на нее	3	3
175	в своем	5	3
176	а также	2	3
177	с этим	5	3
178	так же	18	3
179	как оно	3	3
180	нисколько не	3	3
181	в начале	3	3
182	но дело	2	3
183	для этого	3	3
184	что она	10	3
185	к этому	2	3
186	не как	3	3
187	в другом	6	3
188	и здесь	15	3
189	если бы	8	3
190	зависимости от	3	3
191	при помощи	2	3
192	в сущности	2	3
193	и вот	2	3
194	конечном итоге	2	3
195	раньше чем	6	3
196	может оказаться	3	3
197	в этих	17	3
198	в силу	7	3
199	только на	2	3
200	в частности	3	3
201	как в	7	3
202	не с	3	3
203	мы видели	4	3
204	идет речь	2	3
205	можно говорить	2	3
206	к нему	3	3
207	на этой	2	3
208	и на	6	3
209	зависит от	3	3
210	за собой	3	3
211	в ней	10	3
212	в конечном	2	3
213	на этом	3	3
214	между ними	2	3
215	однако в	2	3
216	из которых	3	3
217	большей или	2	3
218	то это	9	3
219	но что	2	3
220	этому поводу	2	3
221	по этому	2	3
222	своего рода	2	3
223	или меньшей	2	3
224	что же	4	3
225	этим в	2	3
226	есть еще	3	3
227	спросить себя	3	3
228	здесь не	5	3
229	так чтобы	3	3
230	же как	7	3
231	вот почему	2	3
232	говорит о	2	3
233	при этом	6	3
234	в зависимости	3	3
235	наряду с	6	3
236	все эти	6	3
237	связи с	10	3
238	и тогда	3	3
239	и есть	5	3
240	как будто	7	3
241	же самое	3	3
242	в этой	9	3
243	в работе	3	3
244	того как	6	3
245	чем в	2	3
246	самое что	3	2
247	в таких	4	2
248	ничего не	6	2
249	и потому	3	2
250	мы должны	17	2
251	во всех	3	2
252	время в	2	2
253	но как	2	2
254	лежит в	2	2
255	с ней	2	2
256	другом месте	2	2
257	есть только	3	2
258	хотя в	3	2
259	д все	3	2
260	должно быть	2	2
261	бы в	2	2
262	не существует	2	2
263	в прошлом	2	2
264	в форме	3	2
265	что здесь	9	2
266	как явление	2	2
267	в связи	7	2
268	это делает	2	2
269	подобно тому	3	2
270	так называемая	3	2
271	а с	4	2
272	имеет свою	2	2
273	что если	2	2
274	у них	2	2
275	этого не	6	2
276	с изучением	2	2
277	и другие	7	2
278	после этого	5	2
279	когда мы	4	2
280	и со	2	2
281	это может	2	2
282	так и	13	2
283	ни к	3	2
284	меньшей мере	2	2
285	к своему	3	2
286	наших дней	2	2
287	с материалом	3	2
288	и др	11	2
289	после того	2	2
290	на котором	5	2
291	увидим что	8	2
292	и должно	3	2
293	и так	3	2
294	но уже	3	2
295	на то	6	2
296	если это	3	2
297	для объяснения	2	2
298	мог бы	3	2
299	а если	2	2
300	уже знаем	3	2
301	будто бы	4	2
302	пока не	5	2
303	и с	5	2
304	исторической действительности	7	2
305	соответствии с	2	2
306	но это	8	2
307	до наших	2	2
308	целое и	2	2
309	и из	2	2
310	он и	3	2
311	в основу	2	2
312	что мы	9	2
313	мы можем	7	2
314	тому как	3	2
315	точно так	8	2
316	себя в	2	2
317	влечет за	2	2
318	а затем	4	2
319	не было	3	2
320	только после	3	2
321	мы не	12	2
322	нечто целое	2	2
323	в тех	4	2
324	по его	3	2
325	только о	2	2
326	что они	13	2
327	стоит в	3	2
328	значение и	2	2
329	именно на	2	2
330	должна быть	5	2
331	не мог	4	2
332	из таких	2	2
333	например в	7	2
334	во всем	3	2
335	в дальнейшем	6	2
336	них не	2	2
337	по существу	7	2
338	мы уже	7	2
339	а так	2	2
340	к таким	2	2
341	этих случаях	11	2
