N	2gram	Vygotskiy_	TeoriaLi
1	в качестве	9	33
2	не только	36	24
3	и в	47	24
4	в частности	4	23
5	состоит в	3	22
6	может быть	20	22
7	в том	38	20
8	при этом	4	20
9	и не	27	17
10	а в	3	15
11	но и	19	14
12	так и	8	14
13	а не	7	14
14	в себе	14	14
15	но не	13	13
16	внутренней речи	78	13
17	представляет собой	23	13
18	в этом	47	12
19	то же	16	12
20	но в	9	12
21	в его	7	12
22	том что	28	11
23	точки зрения	39	11
24	и его	14	11
25	по отношению	10	10
26	лишь в	3	10
27	отношению к	9	10
28	как это	7	10
29	что в	23	10
30	в данном	7	9
31	не в	7	9
32	с другой	7	9
33	в то	10	9
34	только в	24	9
35	не может	23	8
36	по своей	12	8
37	как бы	13	8
38	в своей	4	8
39	или иной	2	7
40	в своем	3	7
41	мы имеем	3	7
42	отношение к	8	7
43	во второй	5	7
44	в области	5	7
45	отличие от	4	7
46	в самом	15	7
47	в отличие	4	7
48	в нем	6	7
49	тем самым	14	6
50	другой стороны	3	6
51	в первой	3	6
52	конечном счете	2	6
53	в конечном	2	6
54	не менее	6	6
55	еще не	5	6
56	то что	40	6
57	как и	19	6
58	с другими	5	6
59	приводит к	10	6
60	между ними	8	6
61	в ее	7	6
62	в основе	5	6
63	данном случае	5	5
64	а и	2	5
65	как в	7	5
66	как правило	2	5
67	как к	4	5
68	иначе говоря	3	5
69	ни в	3	5
70	в виду	5	5
71	и тем	10	5
72	в ходе	14	5
73	не является	4	5
74	для того	24	5
75	и о	4	5
76	в пределах	3	5
77	для него	6	5
78	между тем	2	5
79	могут быть	7	5
80	деятельности в	3	5
81	того чтобы	26	5
82	того что	27	5
83	он не	5	5
84	в себя	4	5
85	можно сказать	9	5
86	никогда не	7	4
87	сказать что	18	4
88	в отношении	9	4
89	его в	7	4
90	самим собой	2	4
91	это не	6	4
92	и ее	3	4
93	в другом	3	4
94	в силу	21	4
95	этого слова	5	4
96	и т.д	4	4
97	в их	4	4
98	одного и	3	4
99	в этих	2	4
100	что он	13	4
101	по своему	11	4
102	к тому	13	4
103	речи и	36	4
104	а только	2	4
105	того же	7	4
106	слова в	7	4
107	входит в	3	4
108	в свою	3	4
109	в целом	7	4
110	совпадает с	5	4
111	отношении к	4	4
112	и того	3	4
113	и что	14	4
114	языка в	2	4
115	с ее	2	4
116	отношения к	5	4
117	в нашем	6	4
118	не знает	3	4
119	в слове	11	4
120	хотя и	4	4
121	но он	3	4
122	даже в	2	3
123	и то	10	3
124	перед нами	3	3
125	и притом	4	3
126	между которыми	2	3
127	мышления и	16	3
128	и потому	3	3
129	во всех	9	3
130	из этих	6	3
131	одной стороны	7	3
132	о чем	8	3
133	в которой	16	3
134	и для	5	3
135	в иной	2	3
136	тем не	4	3
137	и как	7	3
138	в порядке	3	3
139	если бы	8	3
140	к которому	3	3
141	или в	2	3
142	подобно тому	2	3
143	свою очередь	3	3
144	как говорит	6	3
145	в таком	2	3
146	слова как	5	3
147	одним из	3	3
148	с этой	5	3
149	в момент	4	3
150	была бы	3	3
151	никто не	2	3
152	между собой	15	3
153	с одной	7	3
154	а с	3	3
155	не с	3	3
156	и составляет	2	3
157	есть в	5	3
158	для себя	24	3
159	это отношение	3	3
160	столь же	2	3
161	их в	2	3
162	именно в	9	3
163	потому что	26	3
164	сути дела	2	3
165	тому как	2	3
166	том числе	2	3
167	что можно	2	3
168	во втором	5	3
169	прежде всего	9	3
170	к его	3	3
171	к действительности	2	3
172	и к	11	3
173	этом смысле	2	3
174	отнюдь не	2	3
175	только не	14	3
176	из которого	3	3
177	мог бы	6	3
178	с точки	31	3
179	своей природе	8	3
180	для возникновения	2	3
181	все эти	7	3
182	той или	2	3
183	и по	6	3
184	в равной	2	3
185	связи с	4	3
186	таким образом	38	3
187	во всей	3	3
188	известной степени	2	3
189	принадлежит к	2	3
190	например в	5	3
191	в этой	7	3
192	имеет место	4	3
193	в одном	4	3
194	как раз	6	3
195	вовсе не	3	3
196	между двумя	5	3
197	одно и	3	2
198	в каком	2	2
199	ключ к	3	2
200	только и	5	2
201	не могли	5	2
202	видим в	3	2
203	речи а	5	2
204	имеет в	4	2
205	не могут	9	2
206	то в	4	2
207	идет о	3	2
208	для всех	2	2
209	так же	26	2
210	внешней речи	18	2
211	если в	6	2
212	но как	3	2
213	своей внутренней	2	2
214	одну из	2	2
215	что она	8	2
216	с их	2	2
217	за пределы	2	2
218	говорит что	3	2
219	до известной	2	2
220	включает в	2	2
221	о своем	2	2
222	это было	2	2
223	но напротив	3	2
224	отличается от	6	2
225	об этом	4	2
226	но на	3	2
227	и даже	3	2
228	в конце	5	2
229	к более	3	2
230	и здесь	5	2
231	на деле	2	2
232	это и	7	2
233	языка на	2	2
234	казалось бы	4	2
235	в значительной	3	2
236	у нас	3	2
237	только на	5	2
238	самом начале	5	2
239	никем не	2	2
240	у него	2	2
241	самом деле	6	2
242	и состоит	3	2
243	может и	3	2
244	известном смысле	2	2
245	на вопрос	6	2
246	в чем	5	2
247	вместе с	19	2
248	не могло	3	2
249	в какой	6	2
250	на фоне	3	2
251	на котором	4	2
252	здесь мы	2	2
253	в структуре	2	2
254	одной из	4	2
255	к нему	5	2
256	внутренней и	2	2
257	и является	5	2
258	числе и	2	2
259	и это	2	2
260	ее в	11	2
261	тому что	14	2
262	о том	5	2
263	речевой деятельности	7	2
264	в самой	3	2
265	что такое	2	2
266	могли бы	10	2
267	мы легко	2	2
268	если мы	6	2
269	оно не	3	2
270	и развитием	6	2
271	и на	4	2
272	этой точки	4	2
273	значения и	3	2
274	из тех	2	2
275	на этом	4	2
276	из которых	3	2
277	всякий раз	3	2
278	в известном	2	2
279	один из	3	2
280	в них	3	2
281	по себе	5	2
282	несмотря на	2	2
283	в той	7	2
284	мы в	3	2
285	что и	4	2
286	в случае	5	2
287	а затем	2	2
288	и больше	2	2
289	к другому	5	2
290	о его	3	2
291	во внутренней	4	2
292	рода и	2	2
293	себя и	2	2
294	заключается в	14	2
295	и особенно	2	2
296	у одного	2	2
297	все это	5	2
298	только о	3	2
299	что они	11	2
300	нашего внутреннего	2	2
301	в первом	6	2
302	в большинстве	2	2
303	случае не	2	2
304	жить и	2	2
305	этих двух	4	2
306	при котором	2	2
307	я не	3	2
308	имеем дело	2	2
309	на основе	5	2
310	тем же	8	2
311	чем это	5	2
312	в системе	3	2
