N	2gram	Ircho_Kome	Tvorches
1	и в	40	56
2	как бы	3	41
3	в его	8	37
4	в то	14	30
5	то же	7	25
6	не только	12	24
7	но в	6	24
8	в году	3	24
9	же время	5	24
10	и его	17	23
11	и не	19	23
12	а в	9	23
13	как и	12	23
14	и т	11	22
15	в этом	9	22
16	в том	19	21
17	что в	12	21
18	том что	19	19
19	он не	5	19
20	может быть	16	19
21	потому что	8	19
22	у него	6	18
23	то что	8	18
24	что он	11	17
25	все это	7	17
26	т д	4	17
27	и на	9	17
28	таким образом	13	17
29	прежде всего	8	16
30	как в	8	16
31	при этом	5	16
32	не может	3	16
33	но и	14	16
34	в этой	9	15
35	с его	4	15
36	но это	2	15
37	в мире	3	15
38	и с	8	15
39	это не	2	14
40	и даже	5	14
41	там же	4	13
42	времени в	2	13
43	о том	12	13
44	в целом	6	12
45	в котором	6	12
46	все же	7	11
47	в своей	3	11
48	отнюдь не	2	11
49	в конце	7	10
50	не в	8	10
51	так и	17	10
52	уже в	9	10
53	представление о	3	10
54	но не	3	10
55	в самом	5	10
56	только в	6	10
57	как будто	3	10
58	в свою	2	9
59	в нем	8	9
60	один из	9	9
61	а затем	4	9
62	и от	2	9
63	по мнению	2	9
64	человека в	2	9
65	в изображении	2	9
66	наряду с	7	9
67	в своих	2	9
68	даже в	3	8
69	так же	4	8
70	в себе	3	8
71	в духе	3	8
72	в их	6	8
73	одной из	6	8
74	не менее	6	8
75	это уже	2	8
76	на его	5	8
77	так как	6	8
78	вовсе не	3	8
79	в лице	2	8
80	к этому	8	8
81	об этом	2	8
82	в соответствии	2	8
83	еще не	7	8
84	одним из	3	8
85	именно в	5	8
86	соответствии с	2	8
87	хотя и	6	8
88	вместе с	8	8
89	казалось бы	3	7
90	за собой	3	7
91	в чем	3	7
92	что она	3	7
93	в которой	9	7
94	в этих	5	7
95	и сам	5	7
96	его в	6	6
97	ли не	8	6
98	так что	6	6
99	и все	4	6
100	место в	7	6
101	в принципе	3	6
102	и ее	5	6
103	одна из	4	6
104	хотя бы	2	6
105	и как	3	6
106	если бы	4	6
107	еще более	2	6
108	ничего не	4	5
109	из всех	2	5
110	до конца	3	5
111	по отношению	5	5
112	но если	4	5
113	и у	3	5
114	и других	7	5
115	как он	2	5
116	в виде	3	5
117	т п	7	5
118	в образе	4	5
119	в своем	6	5
120	в них	7	5
121	и это	3	5
122	больше не	2	5
123	что и	10	5
124	в ее	2	5
125	мы не	4	5
126	и по	6	5
127	что они	4	5
128	в истории	10	5
129	тот же	5	5
130	что это	5	5
131	все время	2	5
132	с этим	5	5
133	в первой	2	5
134	на него	4	5
135	между тем	9	5
136	и другие	3	5
137	отношению к	5	5
138	наше время	2	5
139	в литературе	2	5
140	что у	6	5
141	с другой	7	5
142	как правило	5	5
143	из них	16	5
144	в пользу	3	5
145	роль в	2	4
146	только на	2	4
147	в частности	7	4
148	как это	7	4
149	отличие от	4	4
150	самого начала	2	4
151	в в	8	4
152	к нему	5	4
153	аргументом в	2	4
154	точки зрения	7	4
155	ту же	2	4
156	так в	6	4
157	что на	4	4
158	могут быть	3	4
159	сих пор	3	4
160	однако в	4	4
161	же не	2	4
162	на землю	3	4
163	же как	3	4
164	с ними	2	4
165	о его	5	4
166	и я	2	4
167	который в	2	4
168	как известно	4	4
169	тут же	2	4
170	х годов	5	4
171	восходит к	4	4
172	в каждом	2	4
173	себя в	2	4
174	у нее	2	4
175	чуть ли	2	4
176	и одновременно	3	4
177	известно что	4	4
178	тем что	5	4
179	с этой	3	4
180	времени и	2	4
181	такой же	2	4
182	отказаться от	2	4
183	не означает	2	4
184	в отличие	3	4
185	с самого	3	4
186	и более	2	4
187	не мог	4	4
188	в действии	2	4
189	не вполне	2	4
190	с собой	2	4
191	еще в	9	4
192	между людьми	2	4
193	а у	3	4
194	говорить о	3	4
195	в финале	2	4
196	той же	3	4
197	но он	2	4
198	до сих	3	4
199	трагедии в	3	3
200	даже не	4	3
201	в другом	5	3
202	отношение к	3	3
203	едва ли	16	3
204	для себя	2	3
205	друг друга	2	3
206	к которому	4	3
207	г а	2	3
208	в виду	2	3
209	на все	3	3
210	и тем	2	3
211	со стороны	3	3
212	в области	3	3
213	в любви	2	3
214	е а	2	3
215	в один	2	3
216	мы знаем	5	3
