N	2gram	Vygotskiy_	Hudozhes
1	в качестве	9	31
2	и в	47	23
3	не только	36	20
4	состоит в	3	20
5	в том	38	20
6	может быть	20	19
7	при этом	4	19
8	в частности	4	18
9	и не	27	16
10	внутренней речи	78	14
11	но и	19	14
12	а в	3	13
13	в себе	14	13
14	но не	13	13
15	а не	7	13
16	то же	16	12
17	в этом	47	12
18	и его	14	12
19	так и	8	12
20	как бы	13	11
21	точки зрения	39	11
22	представляет собой	23	11
23	в его	7	11
24	но в	9	10
25	по отношению	10	10
26	отношению к	9	10
27	не в	7	9
28	или иной	2	9
29	том что	28	9
30	не может	23	9
31	с другой	7	9
32	в то	10	8
33	в области	5	8
34	в самом	15	7
35	по своей	12	7
36	отношение к	8	7
37	лишь в	3	7
38	в своей	4	7
39	только в	24	7
40	как это	7	7
41	что в	23	7
42	отличие от	4	7
43	в отличие	4	7
44	в основе	5	7
45	мы имеем	3	6
46	другой стороны	3	6
47	приводит к	10	6
48	в нем	6	6
49	с ее	2	6
50	можно сказать	9	6
51	в ее	7	6
52	тем самым	14	5
53	ни в	3	5
54	с другими	5	5
55	той или	2	5
56	самим собой	2	5
57	конечном счете	2	5
58	могут быть	7	5
59	в конечном	2	5
60	между ними	8	5
61	как к	4	5
62	иначе говоря	3	5
63	для того	24	5
64	того чтобы	26	5
65	в виду	5	5
66	в ходе	14	5
67	в их	4	5
68	не является	4	5
69	слова как	5	5
70	что он	13	5
71	то что	40	5
72	не менее	6	5
73	прежде всего	9	5
74	того что	27	5
75	для него	6	5
76	в слове	11	4
77	и то	10	4
78	сказать что	18	4
79	в отношении	9	4
80	его в	7	4
81	это не	6	4
82	для себя	24	4
83	а только	2	4
84	к тому	13	4
85	речи и	36	4
86	из которого	3	4
87	между тем	2	4
88	входит в	3	4
89	в данном	7	4
90	и т.д	4	4
91	во втором	5	4
92	в другом	3	4
93	деятельности в	3	4
94	не знает	3	4
95	в силу	21	4
96	и как	7	4
97	еще не	5	4
98	к которому	3	4
99	и тем	10	4
100	и что	14	4
101	языка в	2	4
102	в этих	2	4
103	он не	5	4
104	и о	4	4
105	отношения к	5	4
106	например в	5	4
107	в себя	4	4
108	в своем	3	4
109	хотя и	4	4
110	даже в	2	3
111	к нему	5	3
112	и для	5	3
113	по своему	11	3
114	одно и	3	3
115	и притом	4	3
116	в иной	2	3
117	и ее	3	3
118	это отношение	3	3
119	как и	19	3
120	того же	7	3
121	их в	2	3
122	потому что	26	3
123	о чем	8	3
124	одной стороны	7	3
125	слова в	7	3
126	том числе	2	3
127	что можно	2	3
128	в целом	7	3
129	к его	3	3
130	в свою	3	3
131	к действительности	2	3
132	и к	11	3
133	во всех	9	3
134	одного и	3	3
135	тем не	4	3
136	из этих	6	3
137	связи с	4	3
138	и на	4	3
139	мог бы	6	3
140	тому как	2	3
141	на деле	2	3
142	если бы	8	3
143	в той	7	3
144	как раз	6	3
145	с точки	31	3
146	сути дела	2	3
147	и того	3	3
148	подобно тому	2	3
149	себя и	2	3
150	как говорит	6	3
151	с этой	5	3
152	таким образом	38	3
153	в таком	2	3
154	есть в	5	3
155	в которой	16	3
156	никто не	2	3
157	в момент	4	3
158	во всей	3	3
159	и составляет	2	3
160	принадлежит к	2	3
161	была бы	3	3
162	как правило	2	3
163	этом смысле	2	3
164	отношении к	4	3
165	в пределах	3	3
166	в одном	4	3
167	с одной	7	3
168	известной степени	2	3
169	но он	3	3
170	имеет место	4	3
171	в структуре	2	3
172	и состоит	3	3
173	в системе	3	3
174	никогда не	7	2
175	о том	5	2
176	одной из	4	2
177	в каком	2	2
178	одна из	2	2
179	как в	7	2
180	наших глазах	4	2
181	внутренней и	2	2
182	между которыми	2	2
183	не могли	5	2
184	одно из	6	2
185	видим в	3	2
186	и это	2	2
187	еще один	2	2
188	ее в	11	2
189	тому что	14	2
190	и потому	3	2
191	то в	4	2
192	речевой деятельности	7	2
193	идет о	3	2
194	в самой	3	2
195	столь же	2	2
196	в чем	5	2
197	что такое	2	2
198	или в	2	2
199	именно в	9	2
200	но как	3	2
201	все эти	7	2
202	своей внутренней	2	2
203	мы легко	2	2
204	оно не	3	2
205	что она	8	2
206	с их	2	2
207	за пределы	2	2
208	и развитием	6	2
209	говорит что	3	2
210	до известной	2	2
211	включает в	2	2
212	совпадает с	5	2
213	этой точки	4	2
214	только и	5	2
215	значения и	3	2
216	так же	26	2
217	из тех	2	2
218	внешней речи	18	2
219	отличается от	6	2
220	об этом	4	2
221	этого термина	2	2
222	свою очередь	3	2
223	из которых	3	2
224	но на	3	2
225	другим и	3	2
226	и по	6	2
227	между собой	15	2
228	всякий раз	3	2
229	я не	3	2
230	в известном	2	2
231	отнюдь не	2	2
232	один из	3	2
233	втором случае	5	2
234	на котором	4	2
235	в них	3	2
236	по себе	5	2
237	мышления и	16	2
238	к более	3	2
239	в порядке	3	2
240	не могло	3	2
241	несмотря на	2	2
242	на этом	4	2
243	это и	7	2
244	слова и	10	2
245	и больше	2	2
246	языка на	2	2
247	все это	5	2
248	к другому	5	2
249	между двумя	5	2
250	своей природе	8	2
251	о его	3	2
