N	2gram	Vygotskiy_	DiskursI
1	в качестве	12	72
2	а не	5	60
3	может быть	19	56
4	не только	29	49
5	и в	37	49
6	как и	20	47
7	при этом	6	46
8	в том	47	44
9	и не	15	44
10	представляет собой	13	41
11	том что	42	40
12	в этом	32	38
13	в себе	8	37
14	состоит в	4	37
15	в частности	8	36
16	но и	23	35
17	и т.п	5	32
18	но не	6	31
19	со стороны	4	28
20	так и	12	28
21	отличие от	3	28
22	но в	9	28
23	не может	16	27
24	в отличие	3	27
25	по своей	9	26
26	как в	7	25
27	отнюдь не	2	23
28	все же	6	19
29	прежде всего	12	19
30	в нем	2	19
31	в своей	7	19
32	в основе	9	18
33	по отношению	12	17
34	в данном	5	17
35	то же	12	17
36	с другой	16	17
37	отношению к	11	17
38	точки зрения	49	16
39	только в	8	16
40	в его	16	15
41	то что	32	15
42	о том	14	15
43	это не	5	14
44	или иной	3	14
45	не в	9	14
46	одной стороны	15	14
47	можно сказать	6	14
48	не является	16	14
49	с одной	14	14
50	в целом	29	13
51	для него	5	13
52	как бы	16	13
53	данном случае	5	12
54	в своем	10	12
55	и все	7	12
56	в своих	6	12
57	и на	8	12
58	что в	25	11
59	с его	7	11
60	и как	7	11
61	столь же	8	11
62	для себя	7	10
63	а в	4	10
64	а с	8	10
65	не столько	4	10
66	той или	3	10
67	также и	2	10
68	и т.д	15	10
69	же время	2	10
70	тем самым	8	9
71	в то	7	9
72	в силу	8	9
73	между тем	10	9
74	в них	5	9
75	уже не	2	9
76	этом отношении	6	8
77	как уже	9	8
78	к тому	10	8
79	потому что	11	8
80	хотя и	2	8
81	в противоположность	3	8
82	и даже	5	8
83	в этих	3	8
84	не с	2	8
85	в себя	2	8
86	в котором	6	8
87	в одном	5	8
88	из них	4	8
89	он не	11	8
90	перед нами	7	7
91	о чем	2	7
92	могут быть	5	7
93	и ее	9	7
94	приводит к	8	7
95	в ходе	9	7
96	одной из	4	7
97	и для	3	7
98	в процессе	19	7
99	что и	3	7
100	в этой	13	7
101	другой стороны	10	7
102	к этому	7	7
103	иначе говоря	4	7
104	лишь в	9	7
105	ни в	6	7
106	той же	4	7
107	и его	10	7
108	таким образом	39	7
109	никогда не	8	6
110	к его	3	6
111	в одной	3	6
112	что он	16	6
113	одно из	3	6
114	именно в	8	6
115	тому как	3	6
116	одного из	4	6
117	что же	3	6
118	в сущности	13	6
119	в истории	7	6
120	в ее	3	6
121	и то	3	6
122	дело в	3	6
123	во всех	4	6
124	конечном счете	4	6
125	в конечном	4	6
126	в которых	6	6
127	с точки	34	6
128	в первую	3	5
129	ничего не	6	5
130	к себе	2	5
131	в другом	7	5
132	в виду	5	5
133	в их	5	5
134	свою очередь	3	5
135	и потому	3	5
136	того что	28	5
137	к ним	2	5
138	стороны и	3	5
139	мира и	2	5
140	несмотря на	6	5
141	один из	3	5
142	представляют собой	2	5
143	первую очередь	3	5
144	принадлежит к	2	5
145	того как	6	5
146	сказать что	16	5
147	значительной степени	2	5
148	из этих	6	5
149	подход к	2	5
150	для данного	2	5
151	за пределы	4	5
152	с ее	3	5
153	переход от	5	5
154	из двух	3	5
155	в значительной	2	5
156	на протяжении	3	5
157	в свою	4	5
158	внутренней речи	14	5
159	подобно тому	2	5
160	строго говоря	2	5
161	на этом	3	5
162	как раз	8	5
163	говорить о	4	5
164	же самое	4	5
165	не к	3	5
166	своей природе	3	5
167	в ней	2	5
168	тем что	7	5
169	между которыми	3	4
170	из того	7	4
171	одну из	4	4
172	который по	2	4
173	общения и	3	4
174	с той	3	4
175	и тем	8	4
176	одном из	3	4
177	и составляет	3	4
178	и др	5	4
179	как это	6	4
180	и это	3	4
181	более того	2	4
182	его на	3	4
183	мн др	2	4
184	и мн	2	4
185	что не	2	4
186	между двумя	2	4
187	можно назвать	2	4
188	и до	5	4
189	по выражению	2	4
190	что они	5	4
191	в первом	2	4
192	должны быть	2	4
193	во всяком	6	4
194	мы имеем	2	4
195	с ней	3	4
196	а к	2	4
197	в равной	2	4
198	в результате	7	4
199	по мере	5	4
200	я не	4	4
201	связи с	7	4
202	в какой	5	4
203	в жизни	2	4
204	в самом	16	4
205	и к	9	4
206	из виду	2	4
207	зависит от	2	4
208	по себе	9	4
209	на примере	3	4
210	точка зрения	3	4
211	или в	2	4
212	и само	2	4
213	и есть	2	4
214	с ним	3	4
215	самому себе	2	3
216	вопрос о	11	3
217	идет о	5	3
218	указывает на	4	3
219	понятие о	2	3
220	в полном	3	3
221	в тех	2	3
222	этого рода	2	3
223	речи как	11	3
224	к которому	4	3
225	оказывается в	2	3
226	в новом	3	3
227	роли в	2	3
228	это понятие	2	3
229	языка и	3	3
230	в области	4	3
231	на основании	6	3
232	как на	5	3
233	гораздо менее	3	3
234	о котором	3	3
235	значение для	3	3
236	она не	3	3
237	на том	2	3
238	он говорит	2	3
239	об этом	6	3
240	заметить что	3	3
241	которая в	2	3
242	что на	2	3
243	между собой	5	3
244	живет в	3	3
245	ней в	2	3
246	для этого	7	3
247	числе и	3	3
248	все эти	6	3
249	было бы	12	3
250	мы не	13	3
251	том числе	3	3
252	как мы	11	3
253	одно и	2	3
254	и от	4	3
255	с этим	8	3
256	в начале	2	3
257	с их	2	3
258	из важнейших	2	3
259	хотя бы	7	3
260	в которой	6	3
261	который не	2	3
262	и по	3	3
263	на первый	3	3
264	и наконец	3	3
265	заключается в	12	3
266	и более	6	3
267	имеет свою	2	3
268	но все	3	3
269	отношения к	3	3
270	не имеет	5	3
271	всей своей	2	3
272	речи в	17	3
273	их в	6	3
274	этом в	2	3
275	когда он	5	3
276	жизни сознания	2	3
277	уже в	8	3
278	ближе к	2	3
279	всяком случае	5	3
280	жизни и	2	3
281	научного мышления	2	3
282	слова в	2	3
283	или даже	2	3
284	и сам	2	3
285	слова и	5	3
286	и что	11	3
287	опираясь на	3	3
288	вместе с	14	3
289	и развития	2	2
290	в книге	3	2
291	от его	5	2
292	или во	2	2
293	в отношении	14	2
294	что является	3	2
295	очевидно что	4	2
296	о природе	5	2
297	от всего	2	2
298	его к	3	2
299	мы должны	11	2
300	для всех	8	2
301	остается в	2	2
302	вслед за	3	2
303	включает в	2	2
304	вопроса о	3	2
305	едва ли	5	2
306	также не	2	2
307	мышления и	50	2
308	друг друга	5	2
309	есть не	3	2
310	он как	4	2
311	ни чисто	2	2
312	при переходе	2	2
313	к мысли	3	2
314	и вся	2	2
315	и при	2	2
316	о которых	4	2
317	в современной	3	2
318	возникает в	2	2
319	к своему	2	2
320	самом деле	8	2
321	с таким	8	2
322	одной и	2	2
323	в чем	5	2
324	его не	3	2
325	всего в	3	2
326	что даже	2	2
327	по существу	8	2
328	мы видели	8	2
329	развития в	8	2
330	это обстоятельство	2	2
331	со всей	7	2
332	о мире	3	2
333	только с	2	2
334	с самого	9	2
335	те же	2	2
336	переходе от	2	2
337	тех случаях	2	2
338	ответ на	4	2
339	что может	5	2
340	на ее	2	2
341	не то	3	2
342	речь идет	4	2
343	не могло	5	2
344	мышления но	6	2
345	самого начала	9	2
346	что с	6	2
347	в собственном	8	2
348	как нечто	2	2
349	все это	9	2
350	который в	7	2
351	этого слова	7	2
352	же как	8	2
353	на язык	2	2
354	вовсе не	5	2
355	по поводу	5	2
356	представление о	7	2
357	и вообще	2	2
358	не могли	2	2
359	ключом к	2	2
360	могла бы	2	2
361	тех же	3	2
362	том чтобы	6	2
363	с другими	5	2
364	его с	2	2
365	только то	2	2
366	же это	2	2
367	тем более	7	2
368	вопросом о	3	2
369	в первой	3	2
370	на объект	3	2
371	должно быть	4	2
372	что она	6	2
373	мысли и	7	2
374	в теории	10	2
375	мы можем	11	2
376	направленность на	3	2
377	на него	3	2
378	целый ряд	6	2
379	на деле	5	2
380	если бы	10	2
381	связаны с	2	2
382	и той	2	2
383	что как	4	2
384	не удивительно	5	2
385	и делает	2	2
386	сознания в	3	2
387	для того	19	2
388	и их	5	2
389	с этой	7	2
390	как его	2	2
391	такой же	3	2
392	себе и	3	2
393	нас в	2	2
394	в научной	2	2
395	исследований и	3	2
396	речи и	41	2
397	на этот	7	2
398	у него	2	2
399	человека с	3	2
400	значение в	4	2
401	всей его	5	2
402	ее в	3	2
403	поэтому в	3	2
404	на то	11	2
405	в самой	4	2
406	различные формы	2	2
407	отношения между	3	2
408	и с	10	2
409	собой все	3	2
410	целом и	6	2
411	но для	2	2
412	но на	4	2
413	из которых	6	2
414	решающее значение	2	2
415	всякий раз	2	2
416	может не	4	2
417	в поведении	4	2
418	и теперь	2	2
419	как таковая	2	2
420	он сам	3	2
421	является не	2	2
422	по его	2	2
423	и только	2	2
424	речи это	2	2
425	во всем	4	2
426	в нашем	3	2
427	этих двух	4	2
428	на их	2	2
429	чем он	3	2
430	и фактической	2	2
431	на основе	7	2
432	с помощью	16	2
