N	2gram	Bakhtin_Pr	Problemy
1	и в	38	106
2	и не	42	90
3	как бы	22	70
4	может быть	26	66
5	в его	43	56
6	в этом	15	52
7	в нем	15	51
8	не может	27	49
9	что он	2	44
10	как и	7	44
11	но и	9	40
12	точки зрения	8	40
13	и его	16	39
14	а не	5	38
15	не только	9	36
16	то же	5	36
17	в пределах	6	35
18	то что	8	33
19	но в	4	33
20	прежде всего	13	32
21	в то	4	29
22	все это	3	29
23	он не	3	29
24	и все	3	28
25	не в	7	27
26	к себе	2	26
27	же время	3	26
28	к нему	10	25
29	с точки	6	25
30	и т	14	25
31	в самом	7	25
32	и с	17	25
33	самом деле	6	24
34	с самим	2	24
35	вовсе не	2	24
36	рядом с	5	23
37	слова и	3	23
38	и на	3	23
39	таким образом	10	22
40	в каждом	2	22
41	как мы	7	21
42	там где	6	21
43	никогда не	5	20
44	все же	6	20
45	только в	13	20
46	что в	7	19
47	с его	2	19
48	отношению к	19	19
49	слова в	7	19
50	на самом	4	18
51	в себе	4	18
52	по отношению	21	18
53	т п	13	18
54	все эти	5	18
55	еще не	7	18
56	но не	12	18
57	это не	5	17
58	в том	8	17
59	так и	5	17
60	а в	6	17
61	самим собою	2	17
62	и к	3	17
63	с ним	5	17
64	в другом	2	16
65	если бы	3	16
66	в своей	7	16
67	этом смысле	3	16
68	и наконец	6	15
69	и для	11	15
70	в своем	5	14
71	я не	2	14
72	лишь в	2	14
73	себя самого	4	14
74	а как	3	14
75	его в	9	13
76	в романе	4	13
77	и это	3	13
78	большинстве случаев	5	13
79	в целом	3	13
80	себя и	3	13
81	с другими	3	13
82	в мире	3	13
83	на него	3	13
84	в большинстве	5	13
85	точка зрения	3	13
86	том что	3	12
87	слово в	2	12
88	в плане	7	12
89	ничего не	6	12
90	между тем	7	12
91	не знает	3	12
92	что и	2	12
93	при этом	5	12
94	было бы	8	12
95	но это	3	12
96	за пределы	12	12
97	и даже	3	12
98	и как	8	12
99	как в	4	12
100	в котором	2	12
101	и что	2	12
102	не могут	2	11
103	в форме	4	11
104	слово и	2	11
105	она не	2	11
106	дело идет	2	11
107	должно быть	5	11
108	тем что	2	11
109	или как	3	11
110	с другой	7	11
111	более того	4	11
112	входит в	8	11
113	в произведении	4	10
114	отношение к	10	10
115	в него	2	10
116	что не	4	10
117	слова с	2	10
118	лишь как	4	10
119	далеко не	5	10
120	в самой	2	10
121	приводит к	3	10
122	в слове	3	10
123	и потому	4	9
124	в единстве	12	9
125	или в	2	9
126	могут быть	5	9
127	в них	5	9
128	ивана карамазова	2	9
129	в единство	2	9
130	раз и	2	9
131	хотя и	3	9
132	да и	3	9
133	другой стороны	4	9
134	хотя бы	4	9
135	человека в	2	9
136	ни в	11	9
137	мы должны	2	8
138	но как	2	8
139	его целом	5	8
140	как к	2	8
141	и о	5	8
142	того что	2	8
143	здесь не	4	8
144	несмотря на	3	8
145	с ними	4	8
146	не на	5	8
147	должна быть	4	8
148	и от	3	8
149	менее всего	3	8
150	что это	2	8
151	и он	2	8
152	мы увидим	3	8
153	ни было	3	8
154	о том	4	8
155	и у	2	8
156	переходим к	2	8
157	от него	3	7
158	в этих	2	7
159	в их	10	7
160	в виде	2	7
161	к своему	2	7
162	в виду	4	7
163	и др	8	7
164	тем как	5	7
165	не входит	10	7
166	между ними	4	7
167	себя как	5	7
168	что все	2	7
169	то ни	3	7
170	и ее	2	7
171	например в	3	7
172	бы то	3	7
173	сказать что	4	7
174	отличается от	2	7
175	нему и	2	7
176	во всех	11	7
177	на мир	2	7
178	не было	2	7
179	как его	3	7
