N	3gram	Voloshinov	Vladivir
1	в том что	9	29
2	о том что	2	22
3	тем не менее	3	18
4	во всяком случае	4	12
5	в связи с	12	12
6	более или менее	3	11
7	в конце концов	3	11
8	к тому же	2	11
9	в то же	7	10
10	с точки зрения	31	10
11	не может быть	23	10
12	то же время	7	9
13	в этом смысле	2	9
14	на то что	2	8
15	на первый план	2	7
16	том что он	3	6
17	как мы знаем	6	6
18	в отличие от	7	6
19	в настоящее время	6	6
20	как мы видели	4	6
21	с другой стороны	6	6
22	так или иначе	2	6
23	само по себе	2	6
24	бы то ни	11	5
25	не только в	2	5
26	можно сказать что	4	4
27	как мы уже	3	4
28	в этом отношении	4	4
29	можно было бы	2	4
30	себе отчет в	2	4
31	с одной стороны	2	4
32	для того чтобы	7	4
33	с самого начала	9	3
34	к этому нужно	3	3
35	ничего общего с	2	3
36	в том числе	3	3
37	в самом деле	13	3
38	а не к	2	3
39	к тому что	4	3
40	на самом же	5	3
41	самом же деле	5	3
42	в свою очередь	5	3
43	этому нужно прибавить	3	3
44	и прежде всего	4	2
45	и то же	3	2
46	мы уже знаем	2	2
47	и не в	3	2
48	тех пор пока	2	2
49	далеко за пределы	2	2
50	и тот же	3	2
51	так и в	2	2
52	может быть и	8	2
53	на почве философии	2	2
54	но в то	6	2
55	как мы сказали	4	2
56	так же как	2	2
57	есть прежде всего	2	2
58	мы не будем	3	2
59	сводится к тому	2	2
60	до сих пор	10	2
61	как мы увидим	2	2
62	одно и то	3	2
63	в таком случае	5	2
64	а следовательно и	2	2
65	в этом случае	3	2
66	то ни было	11	2
67	один и тот	3	2
68	до тех пор	2	2
69	это и есть	2	2
70	связи с этим	3	2
