N	2gram	Losev_Prob	Psycholo
1	то что	26	193
2	и в	48	190
3	в том	25	163
4	что в	12	123
5	потому что	21	114
6	том что	29	113
7	и что	9	108
8	может быть	11	107
9	таким образом	20	102
10	в этом	31	100
11	то есть	38	97
12	все время	5	86
13	в самом	7	82
14	как бы	10	80
15	для того	4	78
16	того чтобы	3	78
17	что он	12	76
18	не только	28	75
19	на то	2	73
20	и не	29	73
21	что она	2	71
22	самом деле	3	70
23	и т	2	69
24	точки зрения	17	69
25	не может	6	68
26	если мы	2	66
27	так как	10	63
28	так же	7	63
29	было бы	12	56
30	если бы	2	55
31	совершенно ясно	2	54
32	то же	6	54
33	о том	17	54
34	при этом	6	52
35	как и	10	51
36	что и	8	50
37	а не	7	50
38	что это	4	49
39	только в	21	46
40	сказать что	13	46
41	по себе	5	46
42	в искусстве	2	45
43	к тому	7	45
44	не в	16	45
45	в этой	14	43
46	ясно что	11	43
47	никогда не	7	42
48	и все	12	42
49	вместе с	15	41
50	как это	5	40
51	но и	21	40
52	при помощи	12	39
53	как раз	7	39
54	того что	8	39
55	же самое	2	38
56	и это	3	37
57	и как	10	36
58	с тем	7	35
59	вовсе не	18	34
60	и если	2	34
61	и его	11	34
62	когда он	3	33
63	все же	12	33
64	тому что	2	33
65	все это	8	32
66	в себе	7	32
67	в ней	4	31
68	мы не	7	31
69	в его	19	31
70	он не	4	31
71	для нас	14	31
72	никак не	10	30
73	как будто	9	30
74	как в	3	30
75	с одной	5	29
76	и для	11	29
77	искусства в	2	29
78	с точки	13	29
79	одной стороны	5	29
80	в нем	8	29
81	что мы	4	28
82	что они	4	28
83	и то	6	28
84	мы можем	5	28
85	с другой	8	27
86	в своих	3	27
87	а в	8	27
88	и на	9	27
89	в трагедии	9	26
90	так что	18	26
91	только что	2	25
92	жизни и	7	25
93	до конца	4	24
94	указывает на	4	24
95	и совершенно	2	24
96	до сих	3	24
97	тем что	2	24
98	в своем	16	23
99	сих пор	3	23
100	для этого	2	23
101	из этого	6	23
102	могут быть	2	23
103	что оно	2	23
104	один из	2	23
105	и даже	24	22
106	что у	6	22
107	с этим	3	22
108	между тем	2	22
109	из них	4	22
110	в своей	29	21
111	как мы	5	21
112	в конце	10	21
113	но только	5	21
114	том чтобы	3	21
115	ни в	17	21
116	в котором	5	21
117	что эта	3	21
118	и только	4	21
119	все эти	12	20
120	в то	6	20
121	тот же	6	20
122	это не	8	20
123	несмотря на	7	20
124	мы имеем	3	20
125	другой стороны	8	20
126	в ее	6	19
127	он говорит	2	19
128	в какой	5	19
129	у него	13	19
130	в одном	6	19
131	мы уже	2	19
132	на самом	2	18
133	перед нами	14	18
134	но в	17	18
135	был бы	2	18
136	но не	12	18
137	в которой	7	18
138	с этой	4	18
139	вслед за	2	18
140	можно было	4	18
141	и есть	4	18
142	в виду	3	17
143	что для	2	17
144	во всяком	7	17
145	у нас	17	17
146	из этих	2	17
147	но это	7	17
148	и о	9	17
149	время как	4	17
150	так и	15	16
151	самого начала	3	16
152	не имеет	3	16
153	говорит о	9	16
154	и к	9	16
155	и тем	4	16
156	из которых	2	16
157	к этому	2	16
158	с самого	3	16
159	в таком	4	16
160	и потому	4	15
161	могли бы	2	15
162	еще не	4	15
163	не могут	3	15
164	далеко не	6	15
165	о которых	2	15
166	что именно	2	15
167	только на	2	15
168	в частности	5	15
169	в них	5	15
170	во всех	2	15
171	в результате	11	15
172	для него	2	15
173	и так	3	15
174	о котором	4	15
175	не просто	12	15
176	факт что	2	14
177	не то	4	14
178	в художественном	2	14
179	хотя бы	11	14
180	по существу	2	14
181	с ним	4	14
182	есть только	4	14
183	это и	4	14
184	прежде всего	15	14
185	это есть	2	14
186	в области	3	14
187	того как	5	14
188	бы в	2	14
189	этом отношении	4	14
190	в жизни	4	14
191	всяком случае	6	14
192	то время	4	14
193	или в	7	14
194	но он	5	14
195	должен был	2	13
196	как он	2	13
197	а с	4	13
198	с такой	2	13
199	не могли	2	13
200	именно в	11	13
201	отнюдь не	14	13
202	едва ли	13	13
203	и он	5	13
204	в той	5	13
205	того же	7	12
206	что этот	6	12
207	в нашей	3	12
208	в этих	3	12
209	в рассказе	2	12
210	в самой	5	12
211	конце концов	7	12
212	сам по	3	12
213	в свою	4	12
214	ничего не	3	12
215	и очень	3	12
216	не менее	8	12
217	и другие	4	12
218	этой точки	2	12
219	тогда когда	4	12
220	что не	3	12
221	и до	2	12
222	я не	3	12
223	это в	2	12
224	и уже	2	12
225	об этом	11	12
226	и другое	6	12
227	что его	4	12
228	и с	10	12
229	и поэтому	2	11
230	он должен	2	11
231	и сейчас	2	11
232	не будет	4	11
233	его в	9	11
234	по поводу	2	11
235	мы видели	2	11
236	была бы	3	11
237	с его	3	11
238	на это	2	11
239	есть в	6	11
240	раз в	2	11
241	уже в	4	11
242	не было	4	11
243	конечно не	2	11
244	данном случае	5	10
245	в тех	2	10
246	искусства но	2	10
247	в другом	6	10
248	здесь мы	2	10
249	только тогда	3	10
250	не так	4	10
251	это было	2	10
252	не является	2	10
253	и их	7	10
254	во всем	5	10
255	трагедии и	4	10
256	но как	3	10
257	в одной	2	10
258	и у	8	10
259	в их	4	10
260	совсем не	4	10
261	с теми	3	10
262	в данном	6	10
263	по мнению	3	10
264	именно на	2	10
265	ее в	2	10
266	и от	7	10
267	тому же	5	10
268	бы не	4	9
269	вопрос о	2	9
270	тем самым	2	9
271	и ее	2	9
272	оказывается что	5	9
273	в силу	6	9
274	и говорит	2	9
275	на его	4	9
276	и дальше	2	9
277	и по	2	9
278	под влиянием	3	9
279	внимание на	4	9
280	на него	3	9
281	и наконец	4	9
282	но все	6	9
283	и другой	2	9
284	не есть	3	9
285	должен быть	2	9
286	мы будем	2	9
287	о чем	2	9
288	в виде	25	9
289	в чем	3	9
290	по своему	3	9
291	по этому	5	9
292	точно так	4	9
293	можно сказать	10	9
294	по его	2	9
295	не к	3	9
296	он все	3	8
297	из всех	2	8
298	при анализе	2	8
299	гораздо более	5	8
300	в трех	2	8
301	этому поводу	4	8
302	и во	2	8
303	в такой	3	8
304	наряду с	2	8
305	и более	3	8
306	которую мы	2	8
307	в сознании	3	8
308	художественного творчества	10	8
309	тем же	4	8
310	представление о	2	8
311	том как	2	8
312	он в	5	8
313	это значит	3	8
314	что поэт	2	8
315	больше чем	2	8
316	по преимуществу	2	8
317	то чтобы	2	8
318	в драме	2	8
319	со всей	2	8
320	уже давно	2	8
321	к нему	3	8
322	жизнь и	6	8
323	ни на	2	8
324	и вообще	11	8
325	будто бы	5	8
326	меньше всего	2	8
327	этом смысле	4	8
328	этой трагедии	6	7
329	приходит к	2	7
330	он видит	3	7
331	не как	3	7
332	что здесь	8	7
333	свою очередь	2	7
334	видит в	3	7
335	одно из	2	7
336	от этого	4	7
337	они не	3	7
338	для всех	2	7
339	или вернее	4	7
340	здесь в	7	7
341	связи с	11	7
342	только один	2	7
343	того или	3	7
344	время в	2	7
345	дело в	4	7
346	нас в	5	7
347	что только	3	7
348	которого мы	2	7
349	есть как	2	7
350	все что	2	7
351	если он	4	7
352	это можно	2	7
353	какой мере	3	7
354	же в	4	7
355	она в	2	7
356	в нашем	5	7
357	а как	2	7
358	во все	3	7
359	в глаза	3	7
360	и при	2	7
361	в качестве	9	7
362	к ним	3	7
363	и которая	3	7
364	со всеми	5	7
365	с которым	2	7
366	в каждом	2	7
367	в отношении	8	6
368	нисколько не	7	6
369	отношение к	3	6
370	еще более	4	6
371	людей и	13	6
372	смотреть на	2	6
373	тот кто	2	6
374	а только	5	6
375	и без	5	6
376	вот что	4	6
377	его с	2	6
378	не все	3	6
379	тем не	8	6
380	иное как	3	6
381	мы сейчас	3	6
382	что иное	3	6
383	остановиться на	2	6
384	у меня	2	6
385	без всякого	3	6
386	даже в	2	6
387	которые в	3	6
388	нуждается в	2	6
389	не что	3	6
390	или же	2	6
391	и ни	4	6
392	гораздо больше	2	6
393	в русской	4	6
394	и вместе	3	6
395	смысле слова	12	6
396	и просто	3	6
397	почти всегда	3	6
398	он был	5	6
399	да и	5	6
400	или иного	2	6
401	то и	7	6
402	значит что	3	6
403	всех этих	3	6
404	к ней	2	6
405	сама по	2	6
406	и которые	3	6
407	что касается	5	6
408	уже не	12	6
409	к его	5	6
410	либо в	2	6
411	это мы	2	6
412	еще и	6	5
413	нет никакой	6	5
414	на эту	2	5
415	человека и	4	5
416	мысли в	2	5
417	том же	2	5
418	в каждой	2	5
419	знает что	3	5
420	но так	2	5
421	в других	5	5
422	она и	2	5
423	в известном	2	5
424	к действию	2	5
425	значение и	2	5
426	если в	2	5
427	то в	4	5
428	идет речь	2	5
429	и является	6	5
430	только для	5	5
431	но даже	6	5
432	не мог	5	5
433	том смысле	2	5
434	и ясно	2	5
435	таком случае	2	5
436	бы то	4	5
437	его к	2	5
438	нас и	4	5
439	это все	2	5
440	нас не	3	5
441	тем как	2	5
442	он хочет	2	5
443	в романе	2	5
444	его не	3	5
445	нет никакого	6	5
446	мы находим	9	5
447	можно ли	2	5
448	хотя и	10	5
449	он как	2	5
450	на одном	2	5
451	но еще	2	5
452	человека в	3	5
453	нет ни	4	5
454	только о	3	5
455	и сам	5	5
456	силы и	2	5
457	нет и	3	5
458	а то	2	5
459	своей трагедии	3	5
460	в смысле	8	5
461	однако не	2	5
462	и тогда	4	5
463	и за	2	5
464	с теорией	2	4
465	вплоть до	2	4
466	этой жизни	2	4
467	понять как	2	4
468	само собой	3	4
469	заключается не	2	4
470	в поэме	3	4
471	начала и	2	4
472	также и	21	4
473	к своему	3	4
474	но по	3	4
475	к другому	5	4
476	всего того	2	4
477	любви и	4	4
478	стороны он	2	4
479	однако в	4	4
480	и под	2	4
481	обстоятельство что	2	4
482	ли он	2	4
483	который в	10	4
484	что от	3	4
485	себе а	3	4
486	никакой возможности	2	4
487	художественным произведением	2	4
488	после того	3	4
489	остановимся на	2	4
490	все еще	4	4
491	если не	6	4
492	но к	2	4
493	и никогда	3	4
494	если только	2	4
495	за то	4	4
496	и всякий	2	4
497	с помощью	2	4
498	в каких	3	4
499	ясно и	2	4
500	в настоящее	7	4
501	но для	2	4
502	по отношению	2	4
503	в это	3	4
504	ли не	2	4
505	и каждый	2	4
506	но эта	2	4
507	бы на	3	4
508	борьбу с	3	4
509	весь этот	3	4
510	настоящее время	7	4
511	здесь не	12	4
512	не для	2	4
513	мы читаем	8	4
514	и смерти	3	4
515	в связи	11	4
516	в первой	2	4
517	одной из	5	4
518	в противоположность	3	4
519	с ней	3	4
520	такого же	3	4
521	упоминания о	2	4
522	который как	2	4
523	человек и	2	4
524	где он	2	4
525	от одного	4	4
526	при всем	3	4
527	перейти к	3	4
528	форму и	2	4
529	в корне	2	4
530	мог бы	2	4
531	можно назвать	2	4
532	природы и	2	4
533	ничего общего	6	4
534	и хотя	2	4
535	свое собственное	2	4
536	не о	2	3
537	которого он	2	3
538	все прочие	2	3
539	его на	3	3
540	начала до	2	3
541	этого произведения	2	3
542	ни было	2	3
543	для себя	6	3
544	вообще и	3	3
545	доказать что	2	3
546	по словам	2	3
547	он с	2	3
548	из тех	3	3
549	и тут	4	3
550	людей а	2	3
551	в новой	3	3
552	общего с	2	3
553	бросается в	3	3
554	участие в	2	3
555	как именно	5	3
556	же не	4	3
557	в большей	2	3
558	по одному	2	3
559	уже и	4	3
560	можно найти	6	3
561	а также	8	3
562	его как	2	3
563	и нет	4	3
564	не хотел	2	3
565	только они	2	3
566	кроме того	5	3
567	в заключение	3	3
568	ни к	2	3
569	другому и	2	3
570	быть только	6	3
571	то он	2	3
572	очень много	3	3
573	говорит не	2	3
574	в искусство	2	3
575	еще в	6	3
576	ним в	2	3
577	для искусства	3	3
578	те времена	2	3
579	дело здесь	2	3
580	меня в	4	3
581	все в	3	3
582	мы и	2	3
583	на одну	2	3
584	бы с	2	3
585	и прежде	2	3
586	и об	2	3
587	такого рода	4	3
588	обратить внимание	4	3
589	здесь нет	4	3
590	во времена	2	3
591	мере в	4	3
592	не больше	2	3
593	жизнь в	3	3
594	человека то	2	3
595	равно как	2	3
596	нет ничего	3	3
597	мы его	3	3
598	мы хотели	2	3
599	том или	3	3
600	тем более	2	3
601	случае не	2	3
602	и можно	6	3
603	здесь как	5	3
604	которая является	3	3
605	он сам	3	3
606	к другой	2	3
607	в этот	4	3
608	в таких	2	3
609	и самое	2	3
610	на земле	11	3
611	каждый раз	2	3
612	отношению к	2	3
613	это конечно	2	3
614	он считает	2	3
615	но уже	3	3
616	или иначе	3	3
617	образом как	2	3
618	это время	3	3
619	там же	2	3
620	он и	5	3
621	и который	4	3
622	то ни	4	3
623	сознательно и	2	3
624	же и	2	3
625	находим в	4	2
626	другими словами	3	2
627	для человека	2	2
628	или к	4	2
629	жизни в	7	2
630	хотелось бы	5	2
631	а потом	4	2
632	другого как	2	2
633	у поэта	2	2
634	в стихотворении	28	2
635	всю свою	4	2
636	доказывает что	2	2
637	но именно	2	2
638	и направляет	2	2
639	к людям	5	2
640	разобраться в	2	2
641	и такое	2	2
642	рассказ о	2	2
643	этой драме	4	2
644	здесь вовсе	2	2
645	на этой	2	2
646	ли в	2	2
647	смысле как	2	2
648	а если	4	2
649	во втором	2	2
650	представляет собою	3	2
651	является для	3	2
652	слова то	2	2
653	для них	3	2
654	в борьбе	2	2
655	у того	2	2
656	в те	2	2
657	значительной мере	3	2
658	до того	3	2
659	развития и	2	2
660	художественный образ	4	2
661	и чувство	2	2
662	и никак	2	2
663	в значительной	3	2
664	а может	3	2
665	иной раз	4	2
666	что такой	2	2
667	дает ему	2	2
668	между собою	2	2
669	чем не	2	2
670	по крайней	8	2
671	этих образов	2	2
672	виде и	2	2
673	уже на	2	2
674	является и	2	2
675	точке зрения	2	2
676	который является	2	2
677	или иных	2	2
678	не вполне	2	2
679	говорится что	4	2
680	и хочет	3	2
681	которая была	2	2
682	в предисловии	2	2
683	это был	3	2
684	и делает	2	2
685	и жизни	2	2
686	все свои	2	2
687	указание на	2	2
688	или иной	4	2
689	крайней мере	8	2
690	не раз	4	2
691	по своей	3	2
692	понятия и	2	2
693	как показывает	2	2
694	тут же	7	2
695	не всегда	5	2
696	убедимся в	2	2
697	в науке	2	2
698	это произведение	3	2
699	они и	2	2
700	которые как	3	2
701	от нее	2	2
702	даже и	11	2
703	в отвлеченном	3	2
704	всегда и	2	2
705	воли и	2	2
706	той или	5	2
707	тех или	2	2
708	кто иной	2	2
709	мудрости и	2	2
710	не за	2	2
711	в россии	2	2
712	никому не	2	2
713	что хотя	2	2
714	от них	2	2
715	в начале	6	2
716	мере не	5	2
717	поэтому и	4	2
718	его за	2	2
719	о себе	3	2
720	как о	6	2
721	это просто	2	2
722	и каждое	2	2
723	здесь он	2	2
724	поэмы и	2	2
725	русской литературе	3	2
726	на тот	2	2
727	в литературе	5	2
728	говорится о	6	2
729	него не	2	2
730	иной как	2	2
731	выше в	2	2
732	стороны это	3	2
733	как с	2	2
734	это ясно	3	2
735	и всех	2	2
736	от жизни	2	2
737	так или	3	2
738	предисловии к	2	2
739	учение о	4	2
