N	2gram	Propp_Isto	StatiiOP
1	и в	44	103
2	в том	13	89
3	том что	12	77
4	в этом	20	76
5	что в	18	74
6	не только	17	60
7	и т	39	51
8	о том	11	47
9	но и	16	46
10	то что	16	44
11	что он	29	42
12	в его	16	42
13	и не	19	41
14	может быть	31	38
15	т е	27	33
16	было бы	2	32
17	т д	36	32
18	в этой	5	31
19	вовсе не	6	31
20	все это	4	29
21	тем что	12	29
22	таким образом	21	28
23	а в	9	27
24	а не	5	27
25	но в	7	26
26	что это	8	25
27	так и	9	25
28	и его	15	24
29	все же	17	23
30	не в	11	23
31	так что	2	23
32	точки зрения	3	23
33	потому что	18	23
34	того что	3	22
35	прежде всего	7	22
36	для того	3	22
37	в которой	4	22
38	как в	11	22
39	того чтобы	3	21
40	и пр	6	21
41	это не	8	20
42	до сих	7	20
43	в то	5	19
44	сих пор	7	19
45	в своей	3	19
46	только в	8	19
47	об этом	6	18
48	не может	10	18
49	с другой	11	18
50	в котором	2	18
51	он не	5	18
52	самом деле	2	17
53	между прочим	2	17
54	в данном	3	17
55	как на	3	17
56	как бы	4	17
57	в русской	8	17
58	с этим	7	16
59	сказать что	2	16
60	в ней	8	16
61	если бы	5	16
62	в этих	7	16
63	с тем	9	15
64	как и	12	15
65	для него	2	15
66	например в	11	15
67	другой стороны	10	15
68	из этих	5	15
69	также и	2	15
70	и на	11	15
71	у него	7	15
72	так например	3	14
73	то же	9	14
74	в течение	2	14
75	но все	8	14
76	и что	13	14
77	в своем	3	13
78	со стороны	6	13
79	а с	2	13
80	что касается	2	13
81	но это	10	13
82	в качестве	13	13
83	в нем	10	13
84	из них	4	13
85	жизни и	4	13
86	вместе с	26	13
87	не менее	6	12
88	что они	3	12
89	так как	19	12
90	хотя бы	2	12
91	что у	6	12
92	ни в	2	12
93	в своих	4	12
94	никогда не	5	11
95	вопрос о	5	11
96	и с	8	11
97	в другом	2	11
98	в них	3	11
99	все эти	11	11
100	и по	3	11
101	из его	2	11
102	того как	8	11
103	это было	2	11
104	на то	3	11
105	не было	2	11
106	ясно что	5	11
107	так же	14	10
108	а как	3	10
109	в частности	9	10
110	на вопрос	3	10
111	ничего не	4	10
112	связь с	20	10
113	в целом	4	10
114	что и	11	10
115	в истории	7	10
116	во всех	3	10
117	но не	8	10
118	но он	2	10
119	такого рода	2	9
120	несмотря на	3	9
121	там где	11	9
122	он был	2	9
123	во время	12	9
124	можно сказать	2	9
125	в одном	2	9
126	интересно что	6	9
127	с этой	4	9
128	и для	3	9
129	и к	3	9
130	для нас	6	9
131	что мы	4	9
132	говорит о	4	9
133	что эта	2	9
134	и тем	7	9
135	и это	5	9
136	при помощи	11	8
137	могут быть	9	8
138	отношение к	3	8
139	связано с	7	8
140	и др	6	8
141	той же	2	8
142	связи с	10	8
143	к этому	5	8
144	а также	5	8
145	мы имеем	22	8
146	что она	3	8
147	тем не	6	8
148	и даже	4	8
149	одним из	4	8
150	совершенно не	2	8
151	такой же	3	8
152	и о	2	8
153	и более	3	8
154	не имеет	4	8
155	в которых	4	8
156	по его	2	8
157	данном случае	2	7
158	том как	5	7
159	о чем	6	7
160	уже в	4	7
161	в это	3	7
162	что здесь	9	7
163	раньше чем	7	7
164	в виде	13	7
165	одной из	3	7
166	что все	4	7
167	и сейчас	3	7
168	того же	3	7
169	говорит об	2	7
170	что этот	5	7
171	как это	5	7
172	в ее	4	7
173	и то	5	7
174	то в	2	7
175	лишь в	2	7
176	еще не	16	7
177	отношению к	2	7
178	еще и	2	7
179	связан с	7	7
180	на этот	2	7
181	по себе	2	7
182	из этого	3	7
183	то время	3	7
184	представление о	22	7
185	не мог	3	7
186	даже в	4	6
187	о которых	4	6
188	в одной	5	6
189	по отношению	2	6
190	б в	2	6
191	должно было	3	6
192	должен быть	2	6
193	из которых	7	6
194	том смысле	2	6
195	его не	3	6
196	по существу	2	6
197	к нему	5	6
198	и все	4	6
199	же как	12	6
200	и вообще	3	6
201	с его	3	6
202	одно из	3	6
203	что с	2	6
204	мы не	6	6
205	и здесь	12	6
206	в особенности	6	6
207	и сам	2	6
208	время как	3	6
209	этот вопрос	2	6
210	что за	2	6
211	в некоторых	6	6
212	в очень	2	5
213	его в	17	5
214	возможно что	2	5
215	нас к	10	5
216	на себя	4	5
217	даже не	2	5
218	но если	2	5
219	это и	3	5
220	в свое	2	5
221	как он	6	5
222	и потому	2	5
223	одного из	3	5
224	одной стороны	7	5
225	что не	3	5
226	такое же	3	5
227	один из	6	5
228	при этом	4	5
229	думать что	2	5
230	в тех	4	5
231	в числе	2	5
232	никто не	4	5
233	должна быть	3	5
234	из таких	3	5
235	не потому	5	5
236	можно найти	4	5
237	утверждать что	2	5
238	то это	8	5
239	всех этих	2	5
240	не как	5	5
241	к ней	2	5
242	целый ряд	4	5
243	как говорит	3	5
244	как будто	2	5
245	не по	3	5
246	не могло	2	5
247	с одной	7	5
248	после того	4	5
249	на нее	3	5
250	том чтобы	3	5
251	за что	2	5
252	ее в	8	5
253	уже не	14	5
254	до него	4	5
255	если не	4	5
256	не совсем	6	5
257	очевидно что	3	4
258	не могут	2	4
259	одна из	6	4
260	в форме	5	4
261	на этом	5	4
262	что оно	4	4
263	и у	3	4
264	же можно	4	4
265	не всегда	9	4
266	как можно	2	4
267	как у	2	4
268	еще в	2	4
269	в развитии	2	4
270	но как	2	4
271	они не	5	4
272	что его	4	4
273	в образе	16	4
274	мы видим	12	4
275	и тогда	2	4
276	в связи	6	4
277	е в	6	4
278	должны быть	2	4
279	обращается к	2	4
280	как мы	9	4
281	очень часто	4	4
282	показывает что	7	4
283	относится к	3	4
284	если в	4	4
285	для этого	3	4
286	нет в	2	4
287	есть в	2	4
288	и он	9	4
289	которые не	2	4
290	не имели	3	4
291	на него	10	4
292	в свете	5	4
293	только что	3	4
294	известно что	3	4
295	из двух	2	4
296	и другие	5	4
297	а именно	8	4
298	в последнем	2	4
299	им в	2	4
300	все что	5	4
301	связанные с	5	4
302	но для	4	4
303	а по	3	4
304	это время	2	4
305	с которым	3	4
306	здесь нет	3	4
307	а на	2	4
308	значит что	2	4
309	уже после	2	4
310	или в	7	4
311	в таком	2	4
312	в основе	3	4
313	будто бы	2	4
314	в книге	3	3
315	перед нами	2	3
316	только у	2	3
317	от него	2	3
318	и наконец	2	3
319	в других	4	3
320	попадает в	5	3
321	с той	2	3
322	или же	6	3
323	такие выражения	2	3
324	тогда когда	3	3
325	и других	5	3
326	он должен	2	3
327	в одно	2	3
328	к своему	2	3
329	задний план	3	3
330	на котором	3	3
331	себе в	3	3
332	образом в	3	3
333	от них	2	3
334	к этим	3	3
335	она не	7	3
336	к этой	3	3
337	это уже	2	3
338	на том	5	3
339	и как	5	3
340	даже и	2	3
341	из нее	2	3
342	так в	5	3
343	на них	2	3
344	здесь не	3	3
345	он делает	2	3
346	а затем	7	3
347	но эта	2	3
348	представляют собой	6	3
349	что когда	3	3
350	а иногда	2	3
351	этом случае	13	3
352	том числе	3	3
353	совершенно так	3	3
354	к его	2	3
355	кто был	2	3
356	это еще	3	3
357	в наше	2	3
358	но эти	4	3
359	бы думать	2	3
360	в нашей	2	3
361	гораздо больше	2	3
362	считает что	2	3
363	от этого	6	3
364	особенно в	2	3
365	от которого	2	3
366	также в	2	3
367	и уже	2	3
368	борьбы с	3	3
369	иногда и	4	3
370	в чужую	2	3
371	является и	4	3
372	что во	2	3
373	их в	7	3
374	когда он	7	3
375	в свою	3	3
376	найти в	2	3
377	с большой	3	3
378	основана на	2	3
379	здесь совершенно	2	3
380	представляет собой	8	3
381	то или	2	3
382	или иное	2	3
383	это же	4	3
384	что при	5	3
385	сам в	2	3
386	не дает	2	3
387	за это	3	2
388	что от	3	2
389	в таких	3	2
390	тем самым	2	2
391	потому ли	2	2
392	его к	3	2
393	в нее	7	2
394	как человек	3	2
395	не имеют	2	2
396	уже выше	3	2
397	в связь	2	2
398	эти два	2	2
399	бы мы	4	2
400	без всяких	4	2
401	это явление	4	2
402	также не	2	2
403	но есть	4	2
404	и таким	2	2
405	и вместе	3	2
406	на пути	2	2
407	состоит из	4	2
408	от себя	2	2
