N	2gram	Tiupa_Hudo	Myshleni
1	в том	24	195
2	в этом	22	167
3	то что	13	166
4	и в	34	162
5	том что	31	161
6	точки зрения	7	143
7	что в	8	119
8	мышления и	3	117
9	не только	22	116
10	того что	5	109
11	так же	3	100
12	потому что	7	95
13	того чтобы	6	91
14	может быть	12	89
15	с точки	5	89
16	что он	14	86
17	не может	10	81
18	как и	16	79
19	так как	2	78
20	для того	3	78
21	и не	15	78
22	только в	8	75
23	в целом	2	74
24	как мы	5	72
25	но и	13	70
26	в его	17	67
27	сказать что	3	65
28	как бы	11	64
29	вместе с	2	62
30	в качестве	13	60
31	и что	3	60
32	было бы	8	60
33	то же	14	58
34	в основе	3	58
35	в силу	2	53
36	в самом	7	52
37	в сущности	2	51
38	к тому	11	49
39	что они	4	48
40	тем что	6	48
41	мы не	2	47
42	на основе	2	47
43	если бы	7	46
44	но не	7	45
45	с другой	4	45
46	по отношению	15	45
47	тем самым	2	43
48	же как	4	43
49	как это	8	42
50	тому что	8	42
51	отношению к	15	42
52	в ходе	4	41
53	по своей	5	40
54	одной стороны	4	40
55	о том	21	40
56	так и	19	39
57	никогда не	8	39
58	с одной	4	39
59	вопрос о	2	37
60	не в	16	37
61	в этой	11	37
62	и к	6	37
63	в своем	9	36
64	все эти	4	36
65	и его	8	36
66	как в	11	36
67	а не	23	36
68	можно было	6	35
69	он не	8	35
70	в которой	2	35
71	в себе	19	35
72	для себя	9	35
73	и т.д	3	35
74	связи с	4	34
75	приводит к	5	34
76	при этом	21	33
77	прежде всего	12	33
78	по себе	3	33
79	нас к	2	32
80	что и	3	32
81	именно в	9	32
82	по своему	3	32
83	же самое	4	32
84	но в	6	32
85	той же	3	32
86	и тем	2	32
87	и на	6	32
88	и то	2	31
89	все же	5	31
90	мысли и	2	30
91	этом отношении	4	30
92	на то	4	30
93	между тем	14	29
94	с этим	3	28
95	самом деле	6	28
96	что все	3	27
97	в своей	15	27
98	только что	4	27
99	с этой	3	27
100	в результате	2	27
101	в то	12	27
102	перед нами	13	27
103	и с	10	27
104	мысли в	2	26
105	в их	2	26
106	в частности	10	26
107	что это	2	26
108	для него	15	26
109	все это	2	25
110	еще не	10	25
111	уже в	2	25
112	что она	10	25
113	это не	12	25
114	только не	3	25
115	можно сказать	9	25
116	мы уже	7	25
117	так что	3	24
118	мы знаем	4	24
119	в нем	5	24
120	как уже	3	24
121	в сфере	2	24
122	как он	4	23
123	состоит в	8	23
124	друг друга	5	23
125	бы в	2	23
126	слова в	2	23
127	ни в	5	23
128	высшей степени	2	22
129	отношения между	2	22
130	столь же	6	22
131	отношение к	3	21
132	все время	2	21
133	и более	2	21
134	в нашем	2	21
135	его в	5	21
136	там где	2	21
137	и все	10	21
138	между ними	2	21
139	и ее	3	21
140	не имеет	2	21
141	мышления как	2	20
142	в такой	2	20
143	в котором	5	20
144	а в	11	20
145	должно быть	2	20
146	из них	5	20
147	как раз	7	20
148	в другом	3	20
149	на вопрос	2	20
150	едва ли	6	20
151	на этом	5	20
152	не менее	9	20
153	из этих	3	20
154	но мы	2	19
155	речь в	2	19
156	для других	5	19
157	в данном	3	19
158	в себя	3	19
159	с ним	6	19
160	как на	2	19
161	а с	5	19
162	и по	3	19
163	в речи	2	19
164	во всех	2	19
165	один из	6	19
166	в связи	3	19
167	приходит к	3	18
168	и другое	2	18
169	но это	2	18
170	сих пор	3	17
171	и для	5	17
172	все что	4	17
173	в своих	4	17
174	в одном	3	17
175	и от	6	17
176	казалось бы	12	17
177	то и	5	17
178	и только	2	17
179	о природе	3	17
180	в этих	7	17
181	их в	2	17
182	до конца	3	17
183	я не	8	17
184	у него	13	17
185	до сих	3	17
186	своей природе	2	16
