N	2gram	Bakhtin_Fr	Stilisti
1	и в	68	42
2	как бы	7	30
3	не только	21	28
4	и т.п	17	25
5	прежде всего	23	22
6	хотя бы	2	18
7	то же	14	16
8	но и	17	16
9	и не	25	14
10	не может	5	13
11	может быть	10	13
12	как и	17	12
13	точки зрения	8	11
14	мы уже	19	11
15	в себе	5	10
16	и как	5	10
17	в этом	28	10
18	как мы	18	10
19	в то	14	9
20	для того	5	9
21	все же	6	9
22	то что	11	9
23	язык и	2	9
24	при этом	5	9
25	мы не	3	9
26	ничего не	4	8
27	так как	7	8
28	и это	5	8
29	в ней	6	8
30	таким образом	22	8
31	с его	6	8
32	никогда не	2	7
33	другими словами	4	7
34	и от	4	7
35	в которой	6	7
36	и той	2	7
37	же время	13	7
38	так и	8	7
39	потому что	3	7
40	слов и	4	7
41	только в	9	7
42	а не	6	7
43	и на	16	7
44	того чтобы	6	7
45	было бы	4	7
46	и его	26	7
47	той же	9	7
48	или иной	2	6
49	и так	5	6
50	во всех	8	6
51	не в	2	6
52	но ведь	3	6
53	в области	5	6
54	в конце	8	6
55	речи и	2	6
56	в нем	12	6
57	в свою	3	6
58	на его	4	6
59	в его	21	6
60	в форме	3	6
61	слова в	3	6
62	в этой	15	6
63	с помощью	5	6
64	и то	2	5
65	все время	3	5
66	и следовательно	3	5
67	в нашем	5	5
68	то есть	31	5
69	мы увидим	3	5
70	слова и	3	5
71	и наконец	5	5
72	и их	5	5
73	своей жизни	3	5
74	самом деле	5	5
75	мы видели	6	5
76	но все	5	5
77	а в	3	5
78	но в	20	5
79	те же	6	5
80	в самом	6	5
81	и с	15	5
82	уже в	4	5
83	в той	7	5
84	с точки	4	5
85	вместе с	4	5
86	да и	2	4
87	что это	4	4
88	в одном	7	4
89	так же	3	4
90	так сказать	7	4
91	его в	7	4
92	если бы	3	4
93	лишь в	3	4
94	свою очередь	2	4
95	у нас	4	4
96	влияние на	2	4
97	того что	3	4
98	так называемые	2	4
99	можно было	3	4
100	всех своих	2	4
101	один из	9	4
102	одной и	2	4
103	и все	16	4
104	о том	5	4
105	уже не	2	4
106	и к	4	4
107	в целом	3	4
108	мы видим	9	4
109	той или	2	4
110	было в	2	4
111	связаны с	6	4
112	все это	6	4
113	в качестве	2	4
114	себя в	2	4
115	тех или	2	4
116	можно сказать	2	4
117	не к	2	4
118	в слове	2	4
119	тем же	2	4
120	сказать что	3	3
121	на самом	7	3
122	связь и	2	3
123	это не	5	3
124	том что	6	3
125	нуждается в	4	3
126	в начале	5	3
127	перед нами	4	3
128	о своем	2	3
129	об этом	3	3
130	и слово	2	3
131	и даже	7	3
132	этого слова	3	3
133	и здесь	5	3
134	или иных	2	3
135	роль в	7	3
136	конце концов	3	3
137	во второй	2	3
138	в виду	8	3
139	в том	12	3
140	в частности	4	3
141	еще не	3	3
142	только на	4	3
143	вследствие этого	2	3
144	как в	4	3
145	и вот	4	3
146	в разных	3	3
147	для него	7	3
148	по своему	3	3
149	не так	3	3
150	и для	6	3
151	что у	2	3
152	в котором	3	3
153	их в	7	3
154	быть может	2	3
155	выражение в	2	3
156	между ними	4	3
157	главным образом	3	3
158	из них	8	3
159	хотя и	2	3
160	общества и	2	3
161	жизни и	6	3
162	что и	3	3
163	в ее	5	3
164	все эти	16	3
165	конечно не	4	3
166	связи с	8	3
167	что было	3	3
168	до того	2	3
169	отношения к	2	3
170	между тем	3	3
171	связь между	3	3
172	вряд ли	3	3
173	в основе	7	3
174	здесь мы	3	3
175	еще и	6	2
176	до конца	10	2
177	в отношении	3	2
178	для этого	3	2
179	и вообще	3	2
180	все то	2	2
181	и потому	6	2
182	значительной степени	2	2
183	которые в	2	2
184	с этим	2	2
185	относится к	2	2
186	в нашей	2	2
187	мы имеем	2	2
188	из этих	2	2
189	но как	5	2
190	на эту	2	2
191	в первой	3	2
192	но даже	2	2
193	времени и	5	2
194	каждый из	2	2
195	к этому	6	2
196	эти три	2	2
197	по отношению	3	2
198	за ними	2	2
199	отношение к	11	2
200	друг друга	2	2
201	к которому	2	2
202	слово в	3	2
203	кроме того	5	2
204	тем что	6	2
205	в языке	2	2
206	этом отношении	4	2
207	в их	6	2
208	том же	4	2
209	в значительной	3	2
210	и при	2	2
211	в этих	8	2
212	что он	7	2
213	по своей	4	2
214	в наших	2	2
215	и сам	5	2
216	отношению к	2	2
217	сих пор	6	2
218	точном смысле	2	2
219	понимание и	2	2
220	одной из	3	2
221	в мире	6	2
222	но не	4	2
223	и этот	2	2
224	также и	6	2
225	и всего	2	2
226	к нему	4	2
227	видим что	2	2
228	прежде чем	2	2
229	он говорит	6	2
230	это выражение	2	2
231	связанные с	4	2
232	равно как	2	2
233	в своих	7	2
234	еще более	5	2
235	связь с	6	2
236	даже и	3	2
237	и он	2	2
238	о чем	3	2
239	трав и	3	2
240	не было	7	2
241	смысле этого	2	2
242	здесь не	5	2
243	и несколько	2	2
244	но это	5	2
245	в своей	11	2
246	как нечто	3	2
247	или в	3	2
248	в связи	7	2
249	он не	11	2
250	в дальнейшем	4	2
251	с ним	3	2
252	от лица	2	2
253	мы говорили	2	2
254	тот же	4	2
255	вовсе не	18	2
256	этот процесс	4	2
