N	2gram	Tiupa_Hudo	KulturaY
1	и т	15	143
2	т е	6	102
3	т п	10	93
4	и в	34	84
5	в том	24	74
6	потому что	7	68
7	не только	22	60
8	точки зрения	7	59
9	в этом	22	57
10	было бы	8	53
11	и не	15	52
12	может быть	12	47
13	том что	31	44
14	того чтобы	6	44
15	что в	8	44
16	т д	5	42
17	для того	3	41
18	в самом	7	41
19	самом деле	6	37
20	хотя бы	2	37
21	так как	2	36
22	с точки	5	36
23	а не	23	33
24	можно было	6	32
25	если бы	7	32
26	не в	16	30
27	прежде всего	12	30
28	в его	17	30
29	все же	5	29
30	того что	5	28
31	не менее	9	28
32	все эти	4	28
33	в силу	2	26
34	уже не	12	26
35	не может	10	25
36	то что	13	25
37	вовсе не	2	25
38	вопрос о	2	24
39	еще не	10	24
40	с другой	4	24
41	так и	19	23
42	то же	14	23
43	только в	8	23
44	тем не	7	21
45	но и	13	20
46	по себе	3	20
47	и что	3	20
48	что он	14	19
49	но в	6	19
50	тем что	6	19
51	о том	21	19
52	что же	4	19
53	между тем	14	18
54	связи с	4	18
55	все это	2	18
56	в качестве	13	18
57	к тому	11	18
58	в сущности	2	18
59	как бы	11	18
60	и с	10	18
61	вместе с	2	18
62	это не	12	17
63	как раз	7	17
64	как это	8	17
65	что это	2	17
66	ничего не	11	16
67	что не	4	16
68	что и	3	16
69	но не	7	16
70	по отношению	15	15
71	и тем	2	15
72	один из	6	15
73	только потому	2	15
74	а в	11	15
75	при этом	21	15
76	в данном	3	15
77	должно быть	2	15
78	лишь в	5	15
79	ни к	2	15
80	том чтобы	2	15
81	именно в	9	15
82	не было	8	15
83	как на	2	15
84	в нашем	2	15
85	в них	3	14
86	в связи	3	14
87	хотя и	3	14
88	я не	8	14
89	как мы	5	14
90	сказать что	3	14
91	отношению к	15	14
92	сих пор	3	14
93	и на	6	14
94	в ней	6	14
95	до сих	3	14
96	это и	2	13
97	что она	10	13
98	в пределах	4	13
99	не случайно	14	13
100	в этой	11	13
101	для нас	4	13
102	там где	2	13
103	и его	8	13
104	той же	3	13
105	с этой	3	12
106	как в	11	12
107	а только	4	12
108	в рамках	2	12
109	в результате	2	12
110	речь в	2	12
111	говорить о	4	12
112	ясно что	2	12
113	еще и	2	11
114	или иной	2	11
115	в их	2	11
116	в своем	9	11
117	на себе	3	11
118	из этих	3	11
119	в нем	5	11
120	этом отношении	4	11
121	и то	2	11
122	слова в	2	11
123	уже в	2	11
124	он не	8	11
125	тем самым	2	10
126	так же	3	10
127	в то	12	10
128	со стороны	6	10
129	они не	2	10
130	как и	16	10
131	речь идет	3	10
132	бы и	2	10
133	тех же	2	10
134	того или	4	10
135	с этим	3	10
136	бы в	2	10
137	несмотря на	7	10
138	в речи	2	10
139	в первом	2	10
140	на фоне	5	10
141	в целом	2	9
142	здесь не	2	9
143	что все	3	9
144	и для	5	9
145	в своей	15	9
146	можно сказать	9	9
147	рядом с	5	9
148	или иного	4	9
149	а также	4	9
150	но это	2	9
151	в которой	2	9
152	слова как	2	9
153	не имеет	2	9
154	на то	4	9
155	ни в	5	9
156	на самом	2	8
157	в первую	2	8
158	в частности	10	8
159	в своих	4	8
160	состоит в	8	8
161	что на	4	8
162	с одной	4	8
163	и о	8	8
164	что они	4	8
165	с его	9	8
166	своего рода	19	8
167	да и	5	8
168	то и	5	8
169	по преимуществу	6	8
170	об этом	8	8
171	в этих	7	8
172	тому что	8	8
173	но все	2	8
174	что я	4	8
175	отнюдь не	4	8
176	в таком	3	8
177	же в	3	8
178	до конца	3	7
179	идет о	3	7
180	казалось бы	12	7
181	как он	4	7
182	и потому	3	7
183	была бы	3	7
184	не знает	2	7
185	а с	5	7
186	как например	2	7
187	она не	6	7
188	на том	3	7
189	одной стороны	4	7
190	с ними	3	7
191	например в	3	7
192	никак не	3	7
193	когда мы	2	7
194	так сказать	3	7
195	не все	2	7
196	том случае	2	7
197	как о	3	7
198	же и	3	7
199	все равно	2	7
200	не следует	2	7
201	и более	2	7
202	в г	3	7
203	в самой	2	7
204	столь же	6	7
205	в котором	5	7
206	когда он	2	7
207	с ним	6	7
208	в одном	3	7
209	внимание на	3	7
210	сводится к	7	7
211	даже в	4	6
212	свое время	2	6
213	перед нами	13	6
214	данном случае	3	6
215	о них	4	6
216	в себе	19	6
217	нуждается в	2	6
218	как к	4	6
219	говоря о	2	6
220	роль в	2	6
221	на этом	5	6
222	мы знаем	4	6
223	от этого	2	6
224	на себя	3	6
225	не столько	4	6
226	в ее	16	6
227	когда в	4	6
228	разумеется не	2	6
229	первую очередь	2	6
230	как будто	7	6
231	по поводу	3	6
232	же это	2	6
233	дело не	2	6
234	мы не	2	6
235	прежде чем	2	6
236	или в	3	6
237	только для	4	6
238	же время	11	6
239	не с	2	6
240	романа в	3	6
241	я в	2	6
242	только что	4	6
243	соответствии с	2	6
244	приводит к	5	6
245	чтобы не	3	6
246	в сфере	2	6
247	на основе	2	6
248	никогда не	8	5
249	в конечном	5	5
250	и к	6	5
251	в духе	6	5
252	в форме	2	5
253	к себе	8	5
254	в другом	3	5
255	в конце	5	5
256	и у	3	5
257	же касается	2	5
258	так что	3	5
259	по своему	3	5
260	о нем	4	5
261	бы на	2	5
262	что можно	2	5
263	на вопрос	2	5
264	так в	2	5
265	всего лишь	7	5
266	но как	3	5
267	и тогда	2	5
268	в двух	2	5
269	интерес к	5	5
270	нельзя было	2	5
271	и от	6	5
272	и он	6	5
273	если можно	3	5
274	не как	3	5
275	и даже	4	5
276	я и	7	5
277	превращается в	6	5
278	у него	13	5
279	нас в	2	5
280	отношение к	3	5
281	о котором	2	5
282	или иначе	3	5
283	это так	3	5
284	только не	3	5
285	на примере	2	5
286	только о	2	5
287	и только	2	5
288	но с	3	5
289	не о	3	4
290	все они	2	4
291	его в	5	4
292	о которых	2	4
293	не имеют	3	4
294	о чем	9	4
295	еще раз	2	4
296	собственно и	2	4
297	именно так	2	4
298	сразу же	2	4
299	первом случае	2	4
300	в виде	2	4
301	в такой	2	4
302	характер и	3	4
303	одно из	4	4
304	на месте	2	4
305	говорить об	2	4
306	и все	10	4
307	к нему	2	4
308	к этой	4	4
309	это уже	2	4
310	и было	2	4
311	себе и	3	4
312	во втором	2	4
313	а а	2	4
314	а вот	2	4
315	между ними	2	4
316	однако в	4	4
317	же как	4	4
318	что даже	2	4
319	ответить на	2	4
320	что когда	2	4
321	иначе говоря	2	4
322	эти слова	3	4
323	могла бы	2	4
324	то в	6	4
325	это в	4	4
326	однако и	5	4
327	на это	2	4
328	конечном счете	4	4
329	в данной	2	4
330	и по	3	4
331	бы не	3	4
332	но ведь	2	4
333	такой же	3	4
334	ли в	2	4
335	ни на	2	4
336	не должно	2	4
337	а то	2	4
338	будто бы	6	4
339	отношения между	2	4
340	и это	7	4
341	зрения на	2	4
342	из них	5	4
343	в ряду	3	4
344	не более	3	4
345	но еще	3	4
346	так или	3	4
347	как только	3	4
348	именно на	2	4
349	но он	3	4
350	он все	2	3
351	но мы	2	3
352	том как	5	3
353	этот смысл	2	3
354	в это	4	3
355	не раз	2	3
356	с той	2	3
357	наряду с	4	3
358	который в	2	3
359	тех кто	2	3
360	вместо того	2	3
361	а как	2	3
362	роли в	2	3
363	и другие	5	3
364	от себя	3	3
365	тем как	2	3
366	себе в	2	3
367	все время	2	3
368	его и	2	3
369	в него	2	3
370	и тех	3	3
371	в контексте	2	3
372	на него	3	3
373	в сторону	2	3
374	с того	4	3
375	своей собственной	2	3
376	потребность в	2	3
377	на них	2	3
378	на его	2	3
379	в начале	3	3
380	о его	2	3
381	и дело	3	3
382	в дальнейшем	2	3
383	признать что	2	3
384	отсюда и	2	3
385	их как	2	3
386	если в	4	3
387	тогда как	10	3
388	нет и	2	3
389	не нужно	3	3
390	случае если	2	3
391	мысли и	2	3
392	согласно которому	2	3
393	также в	2	3
394	в первый	2	3
395	по своим	2	3
396	та же	5	3
397	в других	4	3
398	как у	2	3
399	более чем	2	3
400	одних и	2	3
401	не по	2	3
402	она может	2	3
403	быть только	2	3
404	не могло	2	3
405	для него	15	3
406	что у	4	3
407	отказ от	2	3
408	он в	2	3
409	знаем что	2	3
410	все что	4	3
411	мы с	3	3
412	заметить что	2	3
413	жизнь в	3	3
414	в следующем	3	3
415	по адресу	2	3
416	со своей	3	3
417	давно уже	3	3
418	раз и	2	3
419	к жизни	6	3
420	и уже	3	3
421	то ни	2	3
422	или даже	2	3
423	в противовес	2	3
424	при котором	2	3
425	в системе	2	3
426	в ходе	4	2
427	не стал	2	2
428	в действительности	5	2
429	характерное для	2	2
430	о природе	3	2
431	путь к	2	2
432	он уже	4	2
433	и об	3	2
434	от него	3	2
435	в одной	3	2
436	для нее	6	2
437	для всего	3	2
438	приходит к	3	2
439	такая же	2	2
440	в состоянии	3	2
441	наше внимание	3	2
442	такова что	2	2
443	нам о	2	2
444	вместе со	2	2
445	есть и	3	2
446	нас к	2	2
447	друг от	2	2
448	к своему	2	2
449	же из	2	2
450	ничем не	3	2
451	в москве	2	2
452	и составляет	2	2
453	может и	3	2
454	своего времени	3	2
455	одной из	5	2
456	любви к	2	2
457	не могла	4	2
458	же не	3	2
459	не умеет	3	2
460	и говорит	2	2
461	к другому	5	2
462	жизни и	10	2
463	деле не	2	2
464	с такой	3	2
465	и когда	4	2
466	тогда в	2	2
467	приходит в	2	2
468	вслед за	3	2
469	одна из	4	2
470	на тех	3	2
471	было известно	2	2
472	с такими	2	2
