N	2gram	Trubetskoy	formyVre
1	и в	26	148
2	в этом	15	73
3	то есть	4	70
4	в нем	4	51
5	прежде всего	2	46
6	и не	8	37
7	в его	5	36
8	но и	9	33
9	то же	4	32
10	не только	10	32
11	но в	7	31
12	жизни и	2	31
13	так и	6	29
14	может быть	10	27
15	не в	2	26
16	как бы	12	25
17	точки зрения	13	24
18	в то	4	23
19	только в	4	23
20	то что	7	22
21	в том	11	22
22	все эти	6	21
23	связи с	9	21
24	во всех	2	21
25	же время	2	21
26	в своем	3	19
27	и для	5	19
28	и на	2	19
29	и все	2	18
30	по существу	2	18
31	еще не	2	18
32	таким образом	22	18
33	те же	2	17
34	при этом	3	17
35	так как	9	17
36	все же	6	16
37	того же	6	16
38	в связи	3	16
39	не может	4	16
40	никогда не	5	15
41	в разных	2	15
42	в них	2	15
43	лишь в	5	15
44	в одном	3	15
45	с точки	6	15
46	с его	2	15
47	вместе с	15	15
48	так же	5	14
49	все это	6	14
50	и как	3	14
51	в конце	6	14
52	и с	10	14
53	а не	5	14
54	а в	4	13
55	с другом	5	13
56	того чтобы	5	13
57	во время	4	13
58	друг с	5	13
59	для того	5	13
60	в котором	4	13
61	в самом	4	13
62	не было	2	12
63	конечно не	2	12
64	и наконец	2	12
65	но не	8	12
66	потому что	7	12
67	он не	4	12
68	что в	9	12
69	и у	8	11
70	в образе	2	11
71	из них	7	11
72	уже в	2	11
73	и проч	2	10
74	тот же	2	10
75	и другие	3	10
76	сих пор	5	10
77	уже не	3	10
78	до сих	5	10
79	в других	3	9
80	том что	7	9
81	и даже	3	9
82	и это	2	9
83	с другой	8	9
84	для него	3	9
85	но все	7	9
86	в самой	2	9
87	или иной	2	8
88	и потому	6	8
89	к тому	6	8
90	отношение к	5	8
91	том числе	5	8
92	один из	2	8
93	что и	6	8
94	во всяком	6	8
95	а также	2	8
96	в результате	3	8
97	и по	4	8
98	если бы	3	8
99	в этих	4	8
100	со всеми	2	8
101	отношению к	3	8
102	с одной	7	8
103	в мире	5	8
104	связанные с	7	8
105	и к	5	8
106	в виду	2	8
107	для всех	2	7
108	в процессе	2	7
109	в себе	6	7
110	не как	2	7
111	связанных с	2	7
112	у них	3	7
113	того что	3	7
114	к этому	3	7
115	из этих	10	7
116	в которой	3	7
117	этом отношении	2	7
118	героев и	2	7
119	не могло	2	7
120	к ним	3	7
121	в отношении	6	6
122	не могут	2	6
123	одной из	5	6
124	с тем	18	6
125	одной стороны	7	6
126	в качестве	3	6
127	сказать что	2	6
128	в начале	2	6
129	особенно в	2	6
130	мы можем	2	6
131	только для	2	6
132	о том	6	6
133	именно в	2	6
134	все что	2	6
135	в эпоху	7	6
136	в которых	4	6
137	в таком	3	6
138	по своей	2	5
139	так что	3	5
140	ничем не	4	5
141	одно из	2	5
142	с другими	4	5
143	что все	4	5
144	той или	2	5
145	в этой	4	5
146	и от	4	5
147	числе и	4	5
148	хотя бы	3	5
149	мы имеем	2	5
150	с этой	3	5
151	не имеет	5	5
152	и является	2	5
153	далеко не	4	5
154	в смысле	4	5
155	и только	4	5
156	мы должны	6	4
157	и т.д	6	4
158	и при	3	4
159	что он	4	4
160	и о	3	4
161	между этими	2	4
162	в одно	2	4
163	на друга	2	4
164	людей и	2	4
165	его от	2	4
166	и те	3	4
167	быть и	2	4
168	к концу	3	4
169	только что	2	4
170	друг на	2	4
171	стадии развития	2	4
172	связан с	2	4
173	несмотря на	6	4
174	всяком случае	6	4
175	к жизни	5	4
176	же самое	2	4
177	совершенно иной	2	4
178	которые в	2	3
179	вплоть до	2	3
180	наконец в	2	3
181	в новом	2	3
182	иной характер	2	3
183	самого начала	2	3
184	надо было	2	3
185	по сравнению	2	3
186	не могла	2	3
187	ему в	2	3
188	же как	3	3
189	из всех	3	3
190	с самого	3	3
191	пор еще	2	3
192	но при	2	3
193	этими двумя	2	3
194	в значительной	3	3
195	и здесь	2	3
196	целый ряд	4	3
197	к другу	2	3
198	как на	8	3
199	в течение	4	3
200	по своему	2	3
201	явлений природы	2	3
202	друг за	3	3
203	можно сказать	3	3
204	ни один	2	3
205	похож на	2	3
206	в свою	2	3
207	связь с	2	3
208	если не	2	3
209	главным образом	8	3
210	что мы	2	3
211	у всех	2	3
212	сравнению с	2	3
213	не к	2	3
214	начиная с	2	2
215	с идеей	2	2
216	если в	3	2
217	оказывается что	3	2
218	попадает в	4	2
219	бога и	4	2
220	связанный с	2	2
221	богов и	5	2
222	но по	3	2
223	и вместе	4	2
224	его не	2	2
225	образом в	5	2
226	от них	2	2
227	к нему	7	2
228	выход из	2	2
229	в русском	2	2
230	можно назвать	2	2
231	жизни по	2	2
232	значительной мере	2	2
233	исторического развития	2	2
234	на небе	2	2
235	мы видели	2	2
236	и нет	3	2
237	перестает быть	2	2
238	можно только	2	2
239	и тогда	4	2
240	о котором	2	2
241	отличается от	2	2
242	иной раз	2	2
243	с телом	2	2
244	но если	2	2
245	культуры и	3	2
246	из себя	2	2
247	тогда когда	2	2
248	в так	4	2
249	но когда	2	2
250	и особенно	2	2
251	тому же	5	2
252	и после	2	2
253	них не	2	2
254	в другое	2	2
255	представление о	6	2
256	и сами	2	2
257	ясно что	3	2
