N	2gram	Bakhtin_Pr	Istorich
1	и в	59	181
2	может быть	38	115
3	не только	26	114
4	что он	16	111
5	мы имеем	2	102
6	что в	14	90
7	но и	22	85
8	в этом	40	81
9	так как	11	75
10	то что	21	73
11	таким образом	22	72
12	вместе с	2	71
13	и не	66	67
14	все же	9	65
15	мы видим	5	65
16	в этих	5	64
17	еще не	11	63
18	не может	31	61
19	так же	10	57
20	то же	15	56
21	никогда не	19	56
22	в том	17	53
23	том что	15	53
24	с другой	3	52
25	а в	9	52
26	потому что	20	52
27	что и	10	51
28	и что	2	51
29	и здесь	5	51
30	мы видели	3	49
31	о том	5	48
32	а не	30	48
33	его в	6	47
34	не в	10	47
35	другой стороны	3	46
36	превращается в	4	45
37	мы должны	6	44
38	но в	7	44
39	и пр	3	44
40	это не	13	43
41	и его	21	43
42	в нем	38	42
43	только в	15	42
44	как в	10	42
45	или в	2	39
46	в его	44	38
47	для нас	3	38
48	тем что	5	38
49	что герой	3	38
50	и на	15	38
51	так и	13	37
52	он не	11	37
53	уже не	14	37
54	как и	21	37
55	мы уже	4	37
56	мы можем	3	36
57	здесь мы	3	35
58	что они	3	35
59	все эти	12	35
60	мы не	3	35
61	но не	13	34
62	а именно	4	34
63	видим что	2	34
64	у него	9	34
65	там где	12	33
66	же как	5	33
67	об этом	4	33
68	сих пор	3	32
69	ничего не	8	31
70	прежде всего	17	31
71	один из	4	31
72	с этим	2	30
73	в русской	3	30
74	до сих	3	30
75	к нему	13	30
76	но все	8	29
77	как мы	10	29
78	но это	7	29
79	например в	5	28
80	что она	6	28
81	и другие	4	28
82	и с	10	28
83	как он	5	27
84	так что	3	27
85	в образе	4	27
86	героя в	9	27
87	того что	4	27
88	могут быть	5	27
89	в ней	8	26
90	как это	2	26
91	на него	4	26
92	вопрос о	4	25
93	в дальнейшем	2	25
94	и он	3	25
95	было бы	10	24
96	если бы	12	24
97	что мы	2	24
98	к этому	6	24
99	не менее	3	24
100	все это	12	23
101	в частности	2	23
102	точно так	2	23
103	в этой	5	23
104	их в	8	23
105	имеем в	2	23
106	и это	5	23
107	как бы	40	23
108	при этом	5	22
109	и по	4	22
110	с ним	13	22
111	в одном	14	21
112	сказать что	9	21
113	ее в	2	21
114	они не	5	21
115	здесь не	2	21
116	другими словами	2	20
117	она не	9	20
118	одна из	4	20
119	в свете	4	20
120	из них	8	20
121	из этих	2	20
122	и как	10	19
123	что у	5	19
124	все еще	2	19
125	в другой	4	19
126	не совсем	2	19
127	есть и	2	19
128	но он	3	19
129	не все	2	18
130	в данном	3	18
131	вовсе не	13	18
132	в то	15	18
133	по существу	5	17
134	то и	2	17
135	и только	2	17
136	и этим	2	17
137	в них	5	17
138	можно найти	3	17
139	всех этих	3	16
140	со стороны	6	16
141	перед нами	8	16
142	и все	4	16
143	в котором	6	16
144	этот вопрос	3	16
145	во всех	8	16
146	данном случае	3	15
147	в целом	8	15
148	на его	7	15
149	в своей	17	15
150	даже в	7	15
151	в особенности	2	15
152	его и	4	15
153	в пределах	13	15
154	друг друга	10	15
155	и даже	4	15
156	в которых	2	15
157	как будто	4	15
158	в одной	9	15
159	но есть	2	15
160	и тем	2	15
161	он в	3	15
162	от него	3	14
163	отношение к	4	14
164	у нас	2	14
165	должна быть	4	14
166	на вопрос	2	14
167	можно было	5	14
168	отношению к	17	14
169	из которых	3	14
170	и есть	6	14
171	его на	2	14
172	и ее	5	14
173	по отношению	17	14
174	и наконец	5	14
175	но они	4	14
176	находится в	2	14
177	на себя	3	14
178	и для	5	13
179	все что	6	13
180	и от	3	13
181	его не	2	13
182	на котором	3	13
183	в книге	4	13
184	в своем	12	13
185	время как	2	13
186	и у	6	13
187	не имеет	2	13
188	в себе	9	13
189	с ними	3	13
190	в форме	8	13
191	по себе	13	13
192	то время	3	13
193	таким же	4	13
194	кроме того	3	12
195	в их	5	12
196	ответ на	2	12
197	и герой	2	12
198	как только	2	12
199	и их	7	12
200	одним из	11	12
201	хотя бы	5	12
202	за ним	2	12
203	ни один	5	12
204	к себе	2	12
205	в основном	2	12
206	о нем	16	12
207	не знает	5	12
208	что не	6	12
209	и вот	4	11
210	же мы	2	11
211	от этого	2	11
212	и более	2	11
213	относится к	2	11
214	в большом	3	11
215	только с	2	11
216	точки зрения	36	11
217	в этот	2	11
218	уже в	9	11
219	человека в	8	11
220	далеко не	3	11
221	же в	3	11
222	у меня	4	11
223	на которой	2	11
224	я не	7	11
225	что же	5	10
226	в ее	4	10
227	эта форма	4	10
228	он может	4	10
229	вступает в	5	10
230	но как	4	10
231	есть только	5	10
232	за собой	3	10
233	если не	2	10
234	к ним	3	10
235	он и	9	10
236	не как	15	10
237	и других	8	10
238	а с	4	10
239	ли он	2	10
240	в которой	6	10
241	ни в	5	10
242	его к	4	10
243	от них	3	10
244	не было	5	10
245	себя в	5	10
246	друг с	4	10
247	и к	5	10
248	социальной жизни	2	9
249	а как	8	9
250	в истории	3	9
251	тот же	4	9
252	в основе	6	9
253	в себя	3	9
254	не могут	6	9
255	это и	10	9
256	здесь нет	3	9
257	тогда когда	2	9
258	по этому	2	9
259	но эти	2	9
260	зависимости от	5	9
261	на этот	2	9
262	но для	2	9
263	жизни и	21	9
264	героя и	11	9
265	с другом	4	9
266	или же	2	9
267	совершенно так	2	9
268	герой не	2	9
269	в чем	2	9
270	но здесь	2	9
271	вот почему	3	9
272	с его	14	9
273	также не	2	9
274	приводит к	4	9
275	тем самым	3	8
276	роль в	2	8
277	одно из	2	8
278	здесь в	3	8
279	кажется что	4	8
280	для этого	4	8
281	только что	3	8
282	именно в	8	8
283	входит в	11	8
284	тому как	5	8
285	во всяком	5	8
286	или даже	2	8
287	именно на	2	8
288	не дает	4	8
289	он говорит	3	8
290	смысле этого	2	8
291	из своего	3	8
292	на своем	2	8
293	из его	4	8
294	на это	2	8
295	в жизни	7	8
296	подобно тому	5	8
297	большинстве случаев	3	8
298	и потому	9	8
299	ни одной	3	8
300	не так	3	8
301	в зависимости	5	8
302	но с	4	8
303	которые в	2	8
304	от того	4	8
305	его с	2	8
306	и эта	3	8
307	и сам	5	8
308	можно сказать	3	8
309	с другими	11	8
310	она и	3	8
311	конечно не	7	8
312	на самом	5	7
313	в конце	9	7
314	и о	5	7
315	с самого	3	7
316	а только	3	7
317	однако в	2	7
318	того чтобы	5	7
319	как у	4	7
320	себе и	3	7
321	героя но	2	7
322	он бросает	2	7
323	только у	4	7
324	есть не	3	7
325	но эта	4	7
326	тому что	3	7
327	как она	2	7
328	в начале	3	7
329	в какой	2	7
330	что я	2	7
331	со своим	4	7
332	всяком случае	3	7
333	как на	4	7
334	между тем	5	7
335	ее и	2	7
336	он живет	2	7
337	совершенно не	2	7
338	те же	3	7
339	был бы	6	7
340	этого слова	3	7
341	уже и	2	7
342	то он	3	7
343	им в	4	7
344	не есть	2	7
345	в области	3	7
346	самом деле	9	7
347	образом в	2	7
348	что оно	2	7
349	не столько	3	7
350	здесь и	2	7
351	не по	3	7
352	для него	23	7
353	со своими	6	7
354	в большинстве	3	7
355	он все	2	6
356	для того	3	6
357	отличие от	3	6
358	нам кажется	4	6
359	вступают в	3	6
360	героя а	5	6
361	как можно	3	6
362	нам важно	3	6
363	же что	5	6
364	были бы	5	6
365	не потому	4	6
366	отсюда же	2	6
367	ничем не	2	6
368	характерно что	2	6
369	в другое	3	6
370	этой точки	3	6
371	между ними	4	6
372	что все	5	6
373	с миром	2	6
374	и уже	3	6
375	от себя	2	6
376	самого начала	4	6
377	той же	7	6
378	заметить что	2	6
379	с героем	2	6
380	из которого	2	6
381	сам он	5	6
382	его как	6	6
383	не на	6	6
384	или как	5	6
385	и становится	2	6
386	из всего	2	6
387	не знают	2	6
388	они и	3	6
389	и оно	2	6
390	со всех	2	6
391	героем и	2	6
392	оно может	2	6
393	все его	4	6
394	с одним	2	6
395	же и	2	6
396	отношения к	4	6
397	его но	2	5
398	в каком	2	5
399	тоже не	2	5
400	тут и	2	5
401	героя с	3	5
402	проникнуть в	2	5
403	никак не	3	5
404	или не	2	5
405	бы быть	3	5
406	это было	3	5
407	формы его	2	5
408	только для	2	5
409	в своих	5	5
410	как таковой	2	5
411	что образ	2	5
412	с образом	3	5
413	друг другу	3	5
414	художественного творчества	3	5
415	всего что	2	5
416	что из	3	5
417	говорит он	9	5
418	мира и	8	5
419	для них	3	5
420	ее как	3	5
421	что если	4	5
422	это в	3	5
423	бы в	7	5
424	с ее	5	5
425	ее с	3	5
426	чтобы быть	2	5
427	их и	3	5
428	несмотря на	7	5
429	в совершенно	2	5
430	в виду	2	5
431	в один	2	5
432	переходит в	2	5
433	ним и	4	5
434	лежит в	3	5
435	отличается от	3	5
436	это делает	2	5
437	самый факт	2	5
438	оно не	2	5
439	них не	2	5
440	мы и	2	5
441	во все	5	5
442	например у	2	5
