N	2gram	Propp_Isto	Hudozhes
1	в качестве	13	31
2	и в	44	23
3	не только	17	20
4	в том	13	20
5	может быть	31	19
6	при этом	4	19
7	в частности	9	18
8	и не	19	16
9	но и	16	14
10	а в	9	13
11	но не	8	13
12	а не	5	13
13	то же	9	12
14	такого рода	2	12
15	в этом	20	12
16	и его	15	12
17	так и	9	12
18	как бы	4	11
19	точки зрения	3	11
20	представляет собой	8	11
21	в его	16	11
22	но в	7	10
23	по отношению	2	10
24	отношению к	2	10
25	не в	11	9
26	том что	12	9
27	не может	10	9
28	с другой	11	9
29	в то	5	8
30	себя в	6	8
31	отношение к	3	7
32	лишь в	2	7
33	в своей	3	7
34	только в	8	7
35	как это	5	7
36	что в	18	7
37	в основе	3	7
38	мы имеем	22	6
39	уже не	14	6
40	другой стороны	10	6
41	приводит к	2	6
42	а также	5	6
43	в нем	10	6
44	можно сказать	2	6
45	в ее	4	6
46	с его	3	6
47	тем самым	2	5
48	ни в	2	5
49	с другими	4	5
50	могут быть	9	5
51	между ними	2	5
52	для того	3	5
53	того чтобы	3	5
54	а на	2	5
55	со стороны	6	5
56	героя и	3	5
57	что он	29	5
58	то что	16	5
59	не менее	6	5
60	прежде всего	7	5
61	того что	3	5
62	для него	2	5
63	и то	5	4
64	сказать что	2	4
65	его в	17	4
66	это не	8	4
67	так в	5	4
68	входит в	5	4
69	в данном	3	4
70	в форме	5	4
71	в другом	2	4
72	однако в	2	4
73	в силу	7	4
74	и как	5	4
75	еще не	16	4
76	и тем	7	4
77	и что	13	4
78	в этих	7	4
79	на смену	4	4
80	он не	5	4
81	и о	2	4
82	например в	11	4
83	в себя	3	4
84	в своем	3	4
85	даже в	4	3
86	от себя	2	3
87	к нему	5	3
88	и для	3	3
89	одно и	2	3
90	в иной	12	3
91	герой не	3	3
92	в роли	4	3
93	как и	12	3
94	того же	3	3
95	их в	7	3
96	потому что	18	3
97	о чем	6	3
98	одной стороны	7	3
99	в русской	8	3
100	том числе	3	3
101	в целом	4	3
102	имеем в	2	3
103	к его	2	3
104	в свою	3	3
105	и к	3	3
106	во всех	3	3
107	человека с	2	3
108	тем не	6	3
109	а именно	8	3
110	из этих	5	3
111	связи с	10	3
112	и на	11	3
113	мог бы	2	3
114	тому как	2	3
115	если бы	5	3
116	он должен	2	3
117	подобно тому	2	3
118	не обязательно	2	3
119	как говорит	3	3
120	с этой	4	3
121	в связи	6	3
122	таким образом	21	3
123	в таком	2	3
124	и сам	2	3
125	есть в	2	3
126	в которой	4	3
127	никто не	4	3
128	как правило	2	3
129	в пределах	5	3
130	в одном	2	3
131	с одной	7	3
132	но он	2	3
133	никогда не	5	2
134	о том	11	2
135	одной из	3	2
136	одна из	6	2
137	как в	11	2
138	и др	6	2
139	тот кто	7	2
140	одно из	3	2
141	право на	2	2
142	видим в	2	2
143	и это	5	2
144	еще один	3	2
145	ее в	8	2
146	и потому	2	2
147	то в	2	2
148	еще и	2	2
149	или в	7	2
150	но как	2	2
151	все эти	11	2
152	таких случаях	2	2
153	не всегда	9	2
154	человека и	2	2
155	мира и	2	2
156	мы легко	2	2
157	что она	3	2
158	должен быть	2	2
159	этой точки	2	2
160	не как	5	2
161	так же	14	2
162	об этом	6	2
163	из которых	7	2
164	и по	3	2
165	один из	6	2
166	на котором	3	2
167	в них	3	2
168	на свою	2	2
169	по себе	2	2
170	не могло	2	2
171	несмотря на	3	2
172	роль в	3	2
173	на этом	5	2
174	это и	3	2
175	все это	4	2
176	с ними	4	2
177	между двумя	7	2
178	из этого	3	2
179	числе и	2	2
180	что и	11	2
181	в одно	2	2
182	одним из	4	2
183	и может	2	2
184	к своему	2	2
185	и другие	5	2
186	в формах	2	2
187	а затем	7	2
188	самом деле	2	2
189	и более	3	2
190	в этой	5	2
191	а с	2	2
192	с ним	9	2
193	превращается в	10	2
194	вовсе не	6	2
195	у него	7	2
196	с человеком	2	2
197	здесь не	3	2
