N	2gram	Losev_Dial	Vladivir
1	и в	34	116
2	то что	25	71
3	и не	50	67
4	не только	35	65
5	у него	2	65
6	в этом	14	53
7	в том	17	52
8	том что	18	51
9	что в	12	48
10	но и	14	47
11	в конце	2	41
12	в его	6	40
13	и с	10	39
14	сказать что	7	36
15	и даже	21	36
16	также и	6	36
17	так что	11	35
18	учение о	11	35
19	потому что	21	33
20	еще и	2	32
21	что он	18	32
22	не может	29	31
23	о том	11	30
24	только в	10	30
25	никогда не	9	29
26	как мы	4	29
27	для него	4	29
28	вовсе не	18	27
29	а в	3	27
30	не было	6	26
31	в то	9	25
32	но в	3	25
33	в себе	8	25
34	и то	7	25
35	и его	8	25
36	даже и	9	24
37	точки зрения	43	23
38	может быть	30	23
39	он не	8	23
40	что же	12	23
41	в виде	11	22
42	так как	12	22
43	кроме того	8	22
44	об этом	8	22
45	ни в	20	22
46	в своей	4	21
47	вместе с	3	21
48	а именно	7	20
49	в своем	7	20
50	прежде всего	20	20
51	для нас	2	20
52	и что	21	20
53	и потому	6	19
54	и вообще	7	19
55	так и	11	19
56	не менее	11	19
57	как раз	11	19
58	таким образом	14	19
59	в течение	4	19
60	тем не	10	19
61	не в	11	18
62	как это	8	18
63	как и	14	18
64	хотя и	9	18
65	с его	7	18
66	не мог	3	18
67	едва ли	2	17
68	что и	8	17
69	в этой	3	17
70	то это	9	17
71	у нас	7	17
72	а не	39	17
73	и если	5	17
74	уже не	9	16
75	все же	4	16
76	того что	22	16
77	было бы	13	16
78	к тому	4	16
79	и все	17	16
80	для себя	2	16
81	в котором	2	16
82	не есть	95	16
83	разного рода	2	15
84	в связи	3	15
85	но это	10	15
86	к этому	3	15
87	это было	5	15
88	несмотря на	2	15
89	иной раз	3	15
90	то же	9	15
91	в своих	3	15
92	и к	5	15
93	тут же	3	14
94	все эти	4	14
95	и как	13	14
96	и на	6	14
97	раз и	3	14
98	мы уже	6	14
99	так же	7	13
100	с тем	4	13
101	можно сказать	5	13
102	да и	4	13
103	и от	4	13
104	что это	20	13
105	в результате	7	13
106	не просто	20	13
107	жизни и	8	13
108	то время	6	13
109	во всем	5	13
110	есть только	13	12
111	и у	3	12
112	только на	8	12
113	ничего не	29	12
114	в нем	7	12
115	и по	2	12
116	связи с	3	12
117	во всяком	5	12
118	содержит в	2	12
119	то в	5	12
120	и это	12	12
121	учения о	2	12
122	если не	3	12
123	по себе	31	12
124	всяком случае	3	12
125	и о	9	11
126	я не	11	11
127	при этом	7	11
128	все это	13	11
129	это есть	19	11
130	никак не	3	11
131	в данном	6	11
132	хотя бы	9	11
133	и здесь	3	11
134	на то	5	11
135	но что	11	11
136	тому же	2	11
137	о нем	6	10
138	собственно говоря	5	10
139	к нему	4	10
140	в ней	4	10
141	что его	5	10
142	что все	16	10
143	в истории	7	10
144	еще не	7	10
145	но не	3	10
146	что для	5	10
147	в самом	9	10
148	отнюдь не	16	10
149	он и	3	10
150	с точки	25	10
151	здесь не	2	10
152	с ним	3	10
153	это не	13	9
154	для меня	2	9
155	но как	3	9
156	о чем	2	9
157	и притом	10	9
158	оно есть	4	9
159	мы знаем	3	9
160	а только	2	9
161	и можно	5	9
162	по существу	2	9
163	что если	5	9
164	с этим	4	9
165	ни с	4	9
166	с другой	5	9
167	не будет	5	9
168	именно в	5	9
169	что мы	10	9
170	из этого	3	9
171	же время	5	9
172	отношения к	4	9
173	но он	3	9
174	никакого отношения	5	8
175	только и	3	8
176	тоже не	2	8
177	в чем	11	8
178	себя в	3	8
179	как бы	19	8
180	это учение	3	8
181	из этих	5	8
182	и он	3	8
183	должно быть	7	8
184	в этот	3	8
185	тем что	5	8
186	и я	3	8
187	это значит	29	8
188	с этой	7	8
189	в этих	3	8
190	как в	2	8
191	и для	5	8
192	когда он	3	8
193	со стороны	5	8
194	в это	4	8
195	значит что	29	8
196	конечно не	6	8
197	в смысле	4	8
198	в каком	9	7
199	другими словами	8	7
200	но даже	4	7
201	как он	4	7
202	при помощи	6	7
203	и ни	3	7
204	не имеет	18	7
205	к этой	2	7
206	нисколько не	4	7
207	точно так	3	7
208	же в	2	7
209	е в	4	7
210	но вот	3	7
211	бы и	2	7
212	и мы	6	7
213	то и	5	7
214	за пределы	3	7
215	даже не	8	7
216	если бы	10	7
217	и вот	13	7
218	ничего общего	2	7
219	или как	3	7
220	но если	11	7
221	в одном	3	7
222	что этот	3	7
223	на первый	4	7
224	в таком	15	7
225	и есть	24	7
226	первый план	4	7
227	в них	6	7
228	мы и	4	7
229	данном случае	3	6
230	его в	2	6
231	на себя	3	6
232	что здесь	3	6
233	а это	2	6
234	от того	9	6
235	есть и	14	6
236	есть не	11	6
237	и тут	5	6
238	на основании	3	6
239	в виду	12	6
240	само по	8	6
241	отличие от	2	6
242	что на	3	6
243	тому что	5	6
244	так или	2	6
245	не говоря	6	6
246	его на	3	6
247	жизнь и	9	6
248	можно говорить	2	6
249	то как	5	6
250	по своему	2	6
251	время как	6	6
252	другой стороны	4	6
253	тем более	5	6
254	что она	13	6
255	в сравнении	6	6
256	и наконец	2	6
257	для того	4	6
258	же и	2	6
259	но только	7	6
260	мы не	11	6
261	и из	2	6
262	она была	3	6
263	в жизни	4	6
