N	2gram	Voloshinov	VeschiIm
1	не есть	6	79
2	и не	42	57
3	не только	18	48
4	то что	12	48
5	не может	40	46
6	и в	32	45
7	и есть	3	40
8	это –	12	40
9	может быть	50	39
10	а не	15	37
11	потому что	2	25
12	было бы	8	24
13	не просто	2	24
14	в себе	5	23
15	по себе	5	23
16	только в	14	23
17	сказать что	7	22
18	и что	2	22
19	в смысле	11	22
20	и следовательно	8	20
21	что такое	3	20
22	как бы	31	20
23	и ее	4	19
24	что это	3	19
25	но и	17	19
26	что же	5	19
27	все же	13	18
28	в этом	27	18
29	и это	6	17
30	прежде всего	19	17
31	так как	5	17
32	того что	5	16
33	таким образом	29	16
34	как раз	5	16
35	в том	13	15
36	как и	19	15
37	в ней	5	15
38	уже не	2	15
39	не в	13	14
40	– в	13	14
41	и то	4	14
42	том что	12	13
43	это и	3	13
44	не будет	7	13
45	и для	15	13
46	в самом	14	13
47	то ни	12	13
48	ничего не	9	12
49	иное как	2	12
50	но если	2	12
51	совершенно не	6	12
52	что в	5	12
53	точки зрения	48	12
54	что и	5	12
55	и как	8	12
56	не что	2	12
57	то же	19	12
58	ни было	15	12
59	еще не	7	12
60	и даже	4	12
61	о том	4	12
62	если мы	17	12
63	и с	4	12
64	не значит	2	12
65	бы то	11	12
66	еще и	2	11
67	в то	7	11
68	не менее	5	11
69	что не	4	11
70	вовсе не	15	11
71	себя в	2	11
72	тем не	3	11
73	– не	11	11
74	и их	2	11
75	и пр	31	11
76	ни в	7	11
77	и только	2	11
78	в чем	2	10
79	что оно	3	10
80	с ее	2	10
81	ясно что	6	10
82	это не	5	9
83	со стороны	2	9
84	так что	2	9
85	в своем	3	9
86	она не	2	9
87	другими словами	4	9
88	как вещь	2	9
89	бы и	2	9
90	должно быть	4	9
91	хотя бы	8	9
92	бы в	4	9
93	в результате	9	9
94	если оно	2	9
95	у нас	4	9
96	на то	4	9
97	но не	2	9
98	но что	2	9
99	говорить о	2	9
100	и его	33	9
101	в отношении	7	8
102	его в	7	8
103	и потому	7	8
104	что он	5	8
105	– как	6	8
106	но в	13	8
107	в ее	9	8
108	мы не	6	8
109	себя и	2	8
110	все это	4	8
111	должна быть	6	8
112	можно сказать	4	8
113	с другими	6	8
114	если бы	12	8
115	в философии	2	8
116	для него	18	8
117	не с	2	8
118	с другой	6	8
119	как с	2	8
120	отнюдь не	14	8
121	в действительности	3	7
122	от того	4	7
123	и тем	4	7
124	из них	3	7
125	самом деле	18	7
126	а в	5	7
127	необходимо чтобы	5	7
128	все эти	8	7
129	в сущности	17	7
130	относится к	4	7
131	можно только	2	7
132	сама по	2	7
133	есть вещь	2	7
134	слова и	8	7
135	тем что	3	7
136	вообще не	2	7
137	с этой	2	7
138	мог бы	2	7
139	и тогда	2	7
140	никогда не	7	6
141	в каком	6	6
142	вопрос о	6	6
143	как же	5	6
144	независимо от	3	6
145	для себя	4	6
146	и все	8	6
147	так или	2	6
148	в нем	17	6
149	между ними	6	6
150	в разных	2	6
151	должны быть	4	6
152	и до	4	6
153	в своей	5	6
154	как мы	26	6
155	одно и	3	6
156	одна из	6	6
157	и вообще	3	6
158	в данном	8	6
159	можно было	2	6
160	оно –	2	6
161	на почве	14	6
162	или иначе	3	6
163	этот вопрос	5	6
164	в той	6	6
165	жизни и	4	6
166	с точки	31	6
167	момент в	3	6
168	в одном	2	6
169	и если	2	5
170	мы должны	4	5
171	как к	2	5
172	должен быть	2	5
173	свою очередь	5	5
174	действительности и	3	5
175	вместе с	2	5
176	внутреннего и	4	5
177	как это	2	5
178	того же	11	5
179	точка зрения	8	5
180	даже и	2	5
181	тогда когда	2	5
182	мы видим	2	5
183	в его	10	5
184	быть и	9	5
185	во всех	13	5
186	в которой	4	5
187	мысли и	7	5
188	и здесь	9	5
189	себя с	2	5
190	кроме того	7	5
191	как о	2	5
192	или как	3	5
193	понять и	2	5
194	в жизни	2	5
195	нет и	4	5
196	в свою	6	5
197	как она	2	5
198	– это	11	5
199	быть не	2	5
200	если же	2	5
201	чем же	7	5
202	– совершенно	2	4
203	оно и	2	4
204	нет никакой	3	4
205	так же	10	4
206	и сама	2	4
207	она может	3	4
208	– а	3	4
209	в конце	5	4
210	в их	5	4
211	так и	21	4
212	что все	3	4
213	в этой	3	4
214	более или	3	4
215	это будет	2	4
216	же не	2	4
217	того чтобы	9	4
218	то как	2	4
219	в качестве	4	4
220	не было	6	4
221	тот же	4	4
222	во всяком	8	4
223	с ними	5	4
224	в основе	10	4
225	и от	6	4
226	слово и	4	4
227	само по	2	4
228	то в	3	4
229	с этим	6	4
230	как оно	2	4
231	и эта	5	4
232	мы можем	6	4
233	себя самого	2	4
234	и вот	2	4
235	его и	3	4
236	отношении к	8	4
237	и более	6	4
238	она является	4	4
239	в котором	6	4
240	это так	2	4
241	точке зрения	2	4
242	не существует	6	4
243	главным образом	2	4
244	или менее	3	4
245	сводится к	5	4
246	есть прежде	2	4
247	же время	7	4
248	он не	5	4
249	собственном смысле	2	4
250	однако не	3	4
251	а следовательно	2	4
252	от его	2	3
253	к одному	5	3
254	этого вопроса	2	3
255	но как	3	3
256	не является	11	3
257	слово –	9	3
258	мы возьмем	3	3
259	в другом	5	3
260	то мы	4	3
261	но именно	4	3
262	ни о	2	3
263	только на	7	3
264	в частности	2	3
265	и ни	2	3
266	субъективизма и	3	3
267	если он	2	3
268	они –	3	3
269	мы видели	5	3
270	бы на	2	3
271	к нему	5	3
272	только с	3	3
273	к тому	8	3
274	а только	2	3
275	и реального	2	3
276	одной стороны	2	3
277	другой стороны	7	3
278	различие между	5	3
279	понимания и	4	3
280	же –	3	3
281	в целом	2	3
282	– то	5	3
