N	2gram	Voloshinov	Myshleni
1	в том	13	195
2	внутренней речи	13	191
3	в этом	27	167
4	то что	12	166
5	и в	32	162
6	том что	12	161
7	таким образом	29	147
8	точки зрения	48	143
9	с помощью	11	131
10	что в	5	119
11	мышления и	2	117
12	не только	18	116
13	того что	5	109
14	в процессе	31	101
15	так же	10	100
16	речи и	6	99
17	и речи	4	96
18	потому что	2	95
19	того чтобы	9	91
20	может быть	50	89
21	с точки	31	89
22	что он	5	86
23	не может	40	81
24	как и	19	79
25	так как	5	78
26	для того	8	78
27	и не	42	78
28	только в	14	75
29	в целом	2	74
30	как мы	26	72
31	но и	17	70
32	речи в	4	70
33	в его	10	67
34	сказать что	7	65
35	как бы	31	64
36	вместе с	2	62
37	в качестве	4	60
38	и что	2	60
39	было бы	8	60
40	то же	19	58
41	в основе	10	58
42	в отношении	7	55
43	могли бы	2	54
44	между собой	3	53
45	в самом	14	52
46	в сущности	17	51
47	мы должны	4	50
48	к тому	8	49
49	мы можем	6	48
50	тем что	3	48
51	мы не	6	47
52	тогда когда	2	47
53	внутренняя речь	9	47
54	на основе	4	47
55	если бы	12	46
56	но не	2	45
57	с другой	6	45
58	по отношению	10	45
59	же как	2	43
60	как это	2	42
61	тому что	6	42
62	отношению к	9	42
63	не является	11	41
64	одной стороны	2	40
65	о том	4	40
66	так и	21	39
67	говорит он	2	39
68	никогда не	7	39
69	с одной	2	39
70	в области	3	38
71	мы видели	5	38
72	вопрос о	6	37
73	не в	13	37
74	если мы	17	37
75	в этой	3	37
76	и к	3	37
77	мы видим	2	37
78	речи как	2	36
79	в своем	3	36
80	с самого	9	36
81	все эти	8	36
82	и его	33	36
83	самого начала	9	36
84	как в	5	36
85	а не	15	36
86	того же	11	35
87	друг с	2	35
88	с другом	2	35
89	можно было	2	35
90	он не	5	35
91	в которой	4	35
92	в себе	5	35
93	для себя	4	35
94	и т.д	6	35
95	во внутренней	3	34
96	и как	8	34
97	связи с	22	34
98	приводит к	3	34
99	при этом	13	33
100	прежде всего	19	33
101	по себе	5	33
102	что и	5	32
103	именно в	6	32
104	же самое	9	32
105	но в	13	32
106	слова и	8	32
107	той же	5	32
108	и тем	4	32
109	что оно	3	32
110	и на	8	32
111	и то	4	31
112	все же	13	31
113	мысли и	7	30
114	этом отношении	4	30
115	на то	4	30
116	между тем	8	29
117	родного языка	3	29
118	могут быть	4	29
119	этого слова	7	29
120	от того	4	29
121	переход от	4	28
122	с этим	6	28
123	самом деле	18	28
124	что все	3	27
125	в своей	5	27
126	только что	2	27
127	с этой	2	27
128	в результате	9	27
129	в то	7	27
130	этом случае	3	27
131	другой стороны	7	27
132	и с	4	27
133	мысли в	3	26
134	в их	5	26
135	в частности	2	26
136	что это	3	26
137	для него	18	26
138	в собственном	2	26
139	собственном смысле	2	26
140	все это	4	25
141	по мере	6	25
142	еще не	7	25
143	уже в	3	25
144	это не	5	25
145	в чем	2	25
146	значения слова	7	25
147	можно сказать	4	25
148	мы уже	7	25
149	так что	2	24
150	мы знаем	7	24
151	тот же	4	24
152	целый ряд	3	24
153	в какой	5	24
154	в нем	17	24
155	зависимости от	4	24
156	на этот	3	24
157	в слове	13	24
158	в высшей	5	24
159	в смысле	11	24
160	как он	3	23
161	друг друга	10	23
162	бы в	4	23
163	слова в	8	23
164	ни в	7	23
165	этот вопрос	5	23
166	связи между	5	23
167	смысле этого	7	22
168	высшей степени	5	22
169	во всяком	8	22
170	в зависимости	2	22
171	не могут	4	22
172	столь же	2	22
173	в истории	5	21
174	и более	6	21
175	в нашем	4	21
176	его в	7	21
177	там где	4	21
178	к этому	10	21
179	и все	8	21
180	ее в	2	21
181	между ними	6	21
182	и следовательно	8	21
183	и ее	4	21
184	не имеет	6	21
185	в сознании	2	21
186	в котором	6	20
187	в виду	2	20
188	и других	3	20
189	речь и	2	20
190	а в	5	20
191	должно быть	4	20
192	из них	3	20
193	как раз	5	20
194	в другом	5	20
195	и их	2	20
196	не менее	5	20
197	из этих	3	20
198	для других	5	19
199	мы говорили	3	19
200	в данном	8	19
201	словом и	2	19
202	из которых	2	19
203	в той	6	19
204	как на	2	19
205	но если	2	19
206	во всех	13	19
207	в связи	12	19
208	независимо от	3	19
209	отличие от	7	18
210	во всей	2	18
211	слов и	3	18
212	одного и	9	18
213	всяком случае	4	18
214	в отличие	7	18
215	этом смысле	2	18
216	сих пор	10	17
217	и для	15	17
218	в своих	2	17
219	в свою	6	17
220	и того	11	17
221	в одном	2	17
222	и от	6	17
223	совпадает с	3	17
224	это положение	2	17
225	и есть	3	17
226	и только	2	17
227	ту же	2	17
228	не есть	6	17
229	в этих	2	17
230	тем же	4	17
231	до конца	6	17
232	и той	2	17
233	нами в	4	17
234	в совершенно	2	17
235	у него	2	17
236	до сих	10	17
237	на этой	6	16
238	языка и	28	16
239	вовсе не	15	16
240	значение в	5	16
241	одной и	2	16
242	и другие	2	16
243	из основных	3	16
244	к одному	5	16
245	между двумя	4	16
246	слово и	4	16
247	то в	3	16
248	и даже	4	16
249	и мышление	2	15
250	тем более	3	15
251	те же	5	15
252	но как	3	15
253	является в	5	15
254	между этими	2	15
255	в начале	7	15
256	от этого	3	15
257	хотя бы	8	15
258	вообще не	2	15
259	как она	2	15
260	является не	9	15
261	ничего не	9	15
262	на все	2	15
263	и это	6	15
264	и является	4	15
265	точку зрения	4	14
266	в учении	2	14
267	точка зрения	8	14
268	и во	2	14
269	из этого	2	14
270	одной из	5	14
271	но что	2	14
272	один и	3	14
273	одно и	3	14
274	свою очередь	5	14
275	с его	6	14
276	одним из	4	14
277	к которым	3	14
278	и здесь	9	14
279	все более	2	13
280	совершается в	5	13
281	она не	2	13
282	благодаря этому	2	13
283	но все	4	13
284	и тот	4	13
285	лишь в	17	13
286	значения и	4	13
287	имеет место	2	13
288	связана с	4	13
289	как они	2	13
290	мышление в	2	13
291	слова как	9	13
292	они не	2	13
293	отнюдь не	14	13
294	к его	4	13
295	в действительности	3	13
296	его к	4	13
297	для всех	2	13
298	в основном	10	13
299	стороны и	2	13
300	этой проблемы	4	13
301	смысле слова	4	13
302	с другими	6	13
303	были бы	2	12
304	и потому	7	12
305	в ее	9	12
306	в первом	3	12
307	тем не	3	12
308	входит в	5	12
309	первый план	2	12
310	выражение в	8	12
311	это и	3	12
312	что слово	5	12
313	в ней	5	12
314	от его	2	12
315	нашей работы	5	12
316	с их	2	12
317	свое выражение	2	12
318	на первый	2	12
319	ясно что	6	12
320	в одной	4	12
321	только на	7	12
322	к нему	5	12
323	все основные	3	12
324	к другому	7	12
325	за пределы	8	12
326	и между	5	12
327	мог бы	2	12
328	тому же	2	12
329	на самом	10	11
330	в каком	6	11
331	в конце	5	11
332	а только	2	11
333	к пониманию	4	11
334	друг другу	2	11
335	и при	3	11
336	ответ на	3	11
337	например в	2	11
338	они являются	3	11
339	в пределах	7	11
340	этом вопросе	2	11
341	с ее	2	11
342	мы увидим	3	11
343	и значением	6	11
344	нуждается в	4	11
345	лежит в	2	11
346	или менее	3	11
347	слово в	5	11
348	не знает	4	11
349	не столько	5	11
350	ничего общего	5	11
351	эта проблема	3	11
352	отношения к	2	11
353	не совпадает	2	10
354	здесь мы	7	10
355	относится к	4	10
356	у нас	4	10
357	что такое	3	10
358	или иной	8	10
359	том числе	3	10
360	одного из	3	10
361	опирается на	2	10
362	как с	2	10
363	но для	4	10
364	является для	3	10
365	мысль и	2	10
366	и т.п	17	10
367	числе и	3	10
368	к жизни	2	10
369	этот процесс	4	10
370	не могло	3	10
371	и значение	6	10
372	учение о	3	10
373	к этим	3	9
374	само по	2	9
375	он может	3	9
376	еще в	2	9
377	связано с	3	9
378	к этой	2	9
379	и он	4	9
380	как оно	2	9
381	сама по	2	9
382	совершенно не	6	9
383	зависит от	2	9
384	оно является	2	9
385	в системе	3	9
386	более или	3	9
387	должны быть	4	9
388	то как	2	9
389	понятно что	4	9
390	этого вопроса	2	9
391	место в	5	9
392	и до	4	9
393	той или	5	9
394	что же	5	9
395	в первой	2	9
396	не с	2	9
397	должен быть	2	9
398	говорить о	2	9
399	или в	4	9
400	различие между	5	8
401	всех остальных	2	8
402	форм и	5	8
403	действительности и	3	8
404	связь с	4	8
405	что не	4	8
406	к проблеме	4	8
407	речи а	2	8
408	во время	2	8
409	себе и	2	8
410	одним и	2	8
411	со стороны	2	8
412	главным образом	2	8
413	мы его	2	8
414	и др	3	8
415	все остальные	3	8
416	более и	2	8
417	поэтому в	2	8
418	в направлении	11	8
419	не как	5	8
420	в более	3	8
421	какой степени	2	8
422	не на	2	8
423	от нее	2	8
424	остается в	2	8
425	где они	2	8
426	и те	7	8
427	к другой	3	8
428	и тогда	2	8
429	отношении к	8	8
430	не имеют	5	7
431	для всего	3	7
432	у них	2	7
433	и непосредственно	2	7
434	здесь в	5	7
435	одну из	2	7
436	должна быть	6	7
437	с ними	5	7
438	первом случае	3	7
439	находятся в	2	7
440	в живом	2	7
441	в разных	2	7
442	психологии в	4	7
443	для решения	2	7
444	всех этих	2	7
445	и особенно	2	7
446	его и	3	7
447	не существует	6	7
448	возможно только	2	7
449	к целому	4	7
450	в таком	8	7
451	как процесс	3	7
452	но по	2	7
453	общего с	3	7
454	следующим образом	2	7
455	имеет свою	4	7
456	для одного	2	7
457	во втором	2	7
458	связаны с	3	7
459	которой мы	2	7
460	принадлежит к	2	7
461	в жизни	2	7
462	сознания и	6	7
463	в значительной	3	7
464	но они	2	7
465	родной язык	2	7
466	из важнейших	4	7
467	в каждом	8	6
468	по законам	3	6
469	значение и	3	6
470	является как	3	6
471	и вообще	3	6
472	это было	2	6
473	его значение	4	6
474	в тот	2	6
475	речевого общения	11	6
476	различие в	2	6
477	родном языке	2	6
478	на язык	3	6
479	это же	2	6
480	социальной среды	4	6
481	которой она	2	6
482	и самый	2	6
483	в двух	4	6
484	бы и	2	6
485	или даже	2	6
486	в живой	2	6
487	уже не	2	6
488	еще и	2	6
489	между которыми	2	6
490	как чисто	2	6
491	иное как	2	6
492	как к	2	6
493	слова мы	2	6
494	в условиях	5	6
495	ли не	2	6
496	этот момент	2	6
497	одна из	6	6
498	мы постараемся	3	6
499	не остается	2	6
500	нет и	4	6
501	может стать	7	6
502	что было	2	6
503	для данного	2	6
504	действительности в	2	6
505	не что	2	6
506	от одного	5	6
507	этими двумя	2	6
508	оно может	6	6
509	распадается на	2	6
510	и второй	2	5
511	от него	4	5
512	противоречие между	2	5
513	то мы	4	5
514	слова но	3	5
515	к самому	2	5
516	совершенно иначе	2	5
517	бы он	3	5
518	по аналогии	2	5
519	формы в	3	5
520	это так	2	5
521	социальной среде	4	5
522	не дает	4	5
523	эти два	2	5
524	ситуации и	3	5
525	так называемая	4	5
526	мы только	3	5
527	в контексте	12	5
528	только с	3	5
529	к единству	3	5
530	для них	2	5
531	разрыв между	3	5
532	себя в	2	5
533	менее всего	5	5
534	о языке	9	5
535	как если	6	5
536	социальная среда	2	5
537	он является	4	5
538	это отношение	2	5
539	есть прежде	2	5
540	в данной	5	5
541	что во	2	5
542	другими словами	4	5
543	слово как	6	5
544	конце концов	3	5
545	в процессах	2	5
546	быть в	2	5
547	об одном	2	5
548	более того	7	5
549	всего сказанного	2	5
550	речи о	3	5
551	направлении к	8	5
552	которые он	2	5
553	связь и	2	5
554	из всего	3	5
555	поэтому с	2	5
556	и ту	3	5
557	всегда и	3	5
558	его значением	2	5
559	почти исключительно	2	5
560	значительной степени	3	5
561	является необходимым	2	5
562	это значение	2	5
563	на протяжении	2	5
564	действительности но	3	5
565	язык и	2	5
566	не просто	2	5
567	а следовательно	2	5
568	в форме	3	5
569	кроме того	7	5
570	однако не	3	5
571	все те	4	5
572	и вот	2	4
573	для которого	2	4
574	к более	2	4
575	эта мысль	2	4
576	а как	7	4
577	же слово	2	4
578	так например	2	4
579	только при	4	4
580	почти не	2	4
581	и та	2	4
582	как слово	5	4
583	эти формы	3	4
584	в дальнейшем	3	4
585	рядом с	7	4
586	из виду	2	4
587	на нее	2	4
588	так сказать	19	4
589	к двум	2	4
590	исходит из	4	4
591	если оно	2	4
592	целом ряде	2	4
593	по которым	2	4
594	значения в	5	4
595	вступает в	2	4
596	если он	2	4
597	из него	4	4
598	не идет	3	4
599	от общего	2	4
600	же слова	3	4
601	к одной	2	4
602	и если	2	4
603	его не	2	4
604	речи являются	2	4
605	совсем не	2	4
606	чтобы понять	3	4
607	бы то	11	4
608	но при	3	4
609	конкретной ситуации	2	4
610	одни и	5	4
611	может существовать	2	4
612	но ведь	4	4
613	его значения	2	4
614	ни было	15	4
615	психической жизни	4	4
616	с объективной	3	4
617	мы как	2	4
618	выражения в	3	4
619	далеко за	2	4
620	и значения	3	4
621	не к	3	4
622	деле если	2	4
623	выражения и	4	4
624	или к	2	4
625	и сама	2	4
626	она может	3	4
627	как о	2	4
628	знака в	6	4
629	значения для	2	4
630	связи со	2	4
631	формы и	4	4
632	себя и	2	4
633	от значения	2	4
634	того или	2	4
635	является конечно	2	4
636	и эта	5	4
637	в объяснении	2	4
638	мы полагаем	2	4
639	превращается в	2	4
640	или как	3	4
641	в целях	3	4
642	к данному	2	4
643	в следующей	3	4
644	имеет дело	2	4
645	в общей	3	4
646	это одно	2	4
647	во все	2	4
648	бы они	2	4
649	одним словом	2	4
650	общения и	5	4
651	речевое общение	6	4
652	и вся	2	4
653	нас не	3	4
654	опираться на	5	4
655	в корне	6	4
656	одно только	2	4
657	что делает	3	4
