N	2gram	Propp_Isto	Komedia
1	и в	43	77
2	и не	16	47
3	в том	13	44
4	том что	12	42
5	т е	36	33
6	о том	4	33
7	но и	24	32
8	может быть	22	30
9	таким образом	15	29
10	из них	7	29
11	в то	2	28
12	и его	10	28
13	в этом	25	27
14	потому что	8	27
15	что он	17	26
16	к тому	9	26
17	не только	28	25
18	тому же	4	25
19	вместе с	12	25
20	так как	13	24
21	как и	9	23
22	в доме	14	23
23	в дом	13	23
24	ни в	2	23
25	что в	29	23
26	что и	17	22
27	если бы	7	22
28	так и	6	21
29	а в	13	21
30	то же	11	21
31	ясно что	2	21
32	в его	7	20
33	со стороны	3	19
34	во время	8	19
35	к этому	10	19
36	в этой	7	18
37	и т	33	17
38	тем что	8	17
39	еще не	15	17
40	и здесь	8	17
41	в нем	11	17
42	все же	13	16
43	у него	4	16
44	не менее	6	16
45	при этом	4	16
46	тот же	2	16
47	сих пор	7	16
48	он не	11	16
49	до сих	7	16
50	его в	7	15
51	в своем	2	15
52	не в	9	15
53	точки зрения	3	15
54	между тем	2	15
55	прежде всего	3	15
56	один из	7	15
57	на себя	5	15
58	было бы	5	15
59	и на	7	15
60	к нему	12	14
61	все это	4	14
62	об этом	8	14
63	в свою	5	14
64	и с	10	14
65	то что	20	13
66	так что	8	13
67	но в	15	13
68	в них	6	13
69	что она	8	13
70	мы можем	10	13
71	только что	3	13
72	в одном	9	13
73	так же	16	12
74	с другой	10	12
75	как это	5	12
76	в качестве	4	12
77	хотя и	4	12
78	в начале	2	12
79	не может	8	12
80	как в	6	12
81	но не	10	12
82	в котором	5	12
83	по отношению	2	11
84	должны были	4	11
85	наряду с	4	11
86	в частности	6	11
87	с тем	3	11
88	одного из	2	11
89	что его	2	11
90	из дому	4	11
91	как мы	11	11
92	то время	2	11
93	к ней	4	11
94	и даже	4	11
95	и для	3	11
96	в целом	4	10
97	к себе	3	10
98	отношение к	4	10
99	ничего не	12	10
100	и все	4	10
101	в чем	4	10
102	из дома	3	10
103	на его	5	10
104	мы не	3	10
105	же в	6	10
106	тут же	4	10
107	с этим	13	10
108	на него	4	10
109	с одной	2	10
110	как бы	5	10
111	и что	6	10
112	в тех	3	9
113	одной стороны	2	9
114	в образе	2	9
115	о его	2	9
116	и по	6	9
117	даже не	2	9
118	из его	2	9
119	в своей	4	9
120	того как	3	9
121	а также	5	9
122	независимо от	3	9
123	отношению к	2	9
124	что отец	2	9
