N	2gram	Losev_Prob	Marksizm
1	точки зрения	5	69
2	может быть	29	64
3	и в	64	63
4	и не	63	55
5	как бы	18	53
6	не может	18	47
7	с точки	3	46
8	и пр	4	42
9	и его	3	41
10	в этом	30	39
11	таким образом	9	38
12	как мы	10	32
13	языка и	5	31
14	в пределах	2	31
15	лишь в	4	30
16	не только	37	29
17	в нем	14	28
18	то же	10	28
19	языка как	2	27
20	но и	23	27
21	в языке	13	26
22	самом деле	10	25
23	связи с	8	25
24	прежде всего	17	24
25	как и	7	24
26	в самом	10	24
27	так и	17	23
28	только в	19	23
29	в том	19	22
30	то что	72	22
31	а не	21	22
32	при этом	8	20
33	для него	2	20
34	если мы	16	20
35	том что	26	19
36	не в	6	19
37	в его	12	19
38	если бы	8	19
39	на почве	2	19
40	но в	19	18
41	в ее	3	18
42	и для	10	18
43	языка в	3	18
44	вовсе не	60	18
45	все же	7	17
46	в сущности	2	17
47	в то	7	16
48	и как	10	16
49	слова и	5	16
50	что он	11	15
51	в связи	7	15
52	русском языке	2	15
53	во всех	9	15
54	отнюдь не	15	15
55	в данном	16	14
56	хотя бы	15	14
57	язык как	3	14
58	в смысле	2	14
59	ничего не	20	13
60	так же	12	13
61	мы не	6	13
62	того чтобы	10	13
63	было бы	16	13
64	в своей	8	13
65	не является	12	13
66	и здесь	8	13
67	то ни	3	13
68	что в	21	13
69	в результате	6	12
70	а в	7	12
71	того же	3	12
72	в основе	4	12
73	бы то	2	12
74	для того	10	12
75	является не	4	12
76	он не	5	12
77	между тем	3	12
78	на самом	9	11
79	слова как	2	11
80	как в	5	11
81	и все	9	11
82	к нему	5	11
83	и на	11	11
84	сих пор	6	11
85	все эти	15	11
86	и от	3	11
87	так как	16	11
88	еще не	18	11
89	и того	5	11
90	и что	21	11
91	мы уже	8	11
92	до сих	6	11
93	никогда не	8	10
94	его в	9	10
95	и потому	3	10
96	самого начала	2	10
97	с самого	3	10
98	здесь в	4	10
99	во всяком	18	10
100	с его	3	10
101	сказать что	33	10
102	одна из	4	10
103	в своем	7	10
104	совершенно не	7	10
105	с другой	8	10
106	именно в	5	10
107	конечно не	3	10
108	в таком	18	10
109	и следовательно	6	9
110	в себе	16	9
111	одного и	2	9
112	о языке	3	9
113	это не	7	9
114	только на	13	9
115	и это	13	9
116	к тому	5	9
117	в истории	6	9
118	в нашем	3	9
119	что это	4	9
120	не имеет	8	9
121	и более	4	9
122	ни в	13	9
123	же самое	9	9
124	быть и	5	9
125	в каком	7	8
126	в отношении	7	8
127	перед нами	7	8
128	или иной	8	8
129	и ее	9	8
130	в науке	4	8
131	не как	2	8
132	в их	7	8
133	с этим	7	8
134	тому что	6	8
135	на этой	4	8
136	настоящее время	17	8
137	что не	8	8
138	не будет	11	8
139	что и	2	8
140	в настоящее	17	8
141	другой стороны	7	8
142	за пределы	6	8
143	мысли и	2	8
144	и даже	19	8
145	мы можем	8	8
146	кроме того	7	8
147	в данной	2	8
148	и их	4	8
149	у нас	31	8
150	на то	12	8
151	и с	12	8
152	но что	3	8
153	не было	7	8
154	сводится к	3	8
155	чем же	2	8
156	ясно что	7	8
157	бы он	2	7
158	того что	18	7
159	по себе	20	7
160	настоящего времени	3	7
161	место в	2	7
162	и те	2	7
163	могут быть	2	7
164	в качестве	3	7
165	в этой	14	7
166	конечно в	2	7
167	бы в	3	7
168	в этих	7	7
169	и значение	4	7
170	далеко не	9	7
171	о том	25	7
172	в котором	5	7
173	не существует	12	7
174	той же	2	7
175	значения слова	3	7
176	он сам	2	7
177	как раз	20	7
178	как ее	2	6
179	не есть	49	6
180	вопрос о	4	6
181	для понимания	2	6
182	мы должны	5	6
183	не имеют	6	6
184	для всего	2	6
185	то есть	61	6
186	в другом	2	6
187	знака в	5	6
188	является в	3	6
189	для нашей	3	6
190	слово в	2	6
191	он и	8	6
192	одной стороны	4	6
193	что же	18	6
194	должны быть	2	6
195	все это	11	6
196	должна быть	2	6
197	тот же	4	6
198	слово и	3	6
199	с другими	6	6
200	из этих	5	6
201	как оно	3	6
202	сознания и	4	6
203	же в	5	6
204	зависимости от	2	6
205	точном смысле	2	6
206	с одной	4	6
207	смысле слова	11	6
208	входит в	4	6
209	уже не	9	6
210	этот вопрос	2	6
211	в корне	2	6
212	всяком случае	11	6
213	в той	2	6
214	ничего общего	14	6
215	тем же	2	6
216	этом отношении	2	5
217	как же	6	5
218	в конкретном	2	5
219	но как	11	5
220	о чем	11	5
221	в конце	13	5
222	от того	2	5
223	то мы	2	5
224	знак не	3	5
225	в виду	10	5
226	и тем	16	5
227	то в	6	5
228	от этого	2	5
229	не менее	26	5
230	или в	5	5
231	ведь если	5	5
232	той или	10	5
233	был бы	6	5
234	в первом	2	5
235	этом случае	6	5
236	что слово	2	5
237	хотя и	8	5
238	да и	11	5
239	гуманитарных наук	3	5
240	все время	3	5
241	необходимо чтобы	4	5
242	тем более	13	5
243	должно быть	3	5
244	языка а	2	5
245	ее в	2	5
246	по преимуществу	4	5
247	знака и	15	5
248	и всякое	2	5
249	в условиях	2	5
250	нами в	3	5
251	в целях	2	5
252	она не	5	5
253	она является	3	5
254	знак и	15	5
255	но не	13	5
256	значение в	4	5
257	и является	9	5
258	для себя	9	5
259	что такое	23	5
260	мы ни	3	5
261	на язык	2	5
262	таком случае	14	5
263	как на	3	5
264	знака к	7	5
265	вместе с	4	5
266	другими словами	8	4
267	следовательно и	3	4
268	язык не	2	4
269	не могут	6	4
270	или даже	3	4
271	как он	4	4
272	в тех	2	4
273	что здесь	4	4
274	едва ли	10	4
275	но именно	5	4
276	в области	8	4
277	к своему	2	4
278	так что	12	4
279	нас не	5	4
280	и к	2	4
281	что все	9	4
282	можно сказать	9	4
283	эта последняя	3	4
284	одного из	2	4
285	в них	8	4
286	в зависимости	2	4
287	и до	3	4
288	и самого	5	4
289	он был	2	4
290	войти в	3	4
291	что они	5	4
292	нет и	5	4
293	не будем	5	4
294	во всей	4	4
295	мы сказали	2	4
296	бы и	5	4
297	относится к	6	4
298	и то	15	4
299	к его	2	4
300	но при	2	4
301	независимо от	2	4
302	стороны и	3	4
303	нет ничего	12	4
304	в которой	2	4
305	что она	8	4
306	только с	3	4
307	и тот	2	4
308	только что	2	4
309	но ведь	6	4
310	знаком и	8	4
311	одним из	2	4
312	же и	4	4
313	со всеми	2	4
314	не знает	4	4
315	не хватает	2	4
316	он является	2	4
317	но все	5	4
318	но для	3	4
319	значения и	11	4
320	допустим что	2	4
321	из них	3	4
322	уже в	6	4
323	несмотря на	6	4
324	в других	5	4
325	из этого	2	4
326	и особенно	4	4
327	именно на	3	4
328	если же	4	4
329	и речи	3	4
330	тем что	10	4
331	даже в	2	3
332	не о	7	3
333	еще и	9	3
334	находятся в	2	3
335	были бы	2	3
336	в действительности	5	3
337	всякий знак	11	3
338	и сама	2	3
339	между этими	2	3
340	как знак	4	3
341	само собой	3	3
342	к нашему	2	3
343	только и	5	3
344	не все	4	3
345	действительности к	2	3
346	но если	6	3
347	роль в	2	3
348	или хотя	2	3
349	в значительной	2	3
350	конце концов	11	3
351	ведь это	4	3
352	тогда когда	4	3
353	и при	4	3
354	в виде	20	3
355	этот последний	2	3
356	и та	2	3
357	в какой-то	3	3
358	или менее	7	3
359	мы говорили	5	3
360	с тем	6	3
361	действительности и	5	3
362	как это	7	3
363	общего с	10	3
364	говорить об	2	3
365	более или	7	3
366	потому что	24	3
367	каждый раз	3	3
368	том числе	2	3
369	даже и	18	3
370	что оно	4	3
371	между собой	5	3
372	или вернее	3	3
373	и др	2	3
374	мы видим	2	3
375	и по	3	3
376	и тогда	2	3
377	имеет значение	3	3
378	не на	4	3
379	делает его	2	3
380	есть только	16	3
381	значение и	7	3
382	но вот	2	3
383	является только	3	3
384	и вообще	13	3
385	числе и	2	3
386	того или	8	3
387	языке и	4	3
388	ли это	2	3
389	в нашей	3	3
390	здесь не	9	3
391	но это	11	3
392	можно было	8	3
393	однако и	4	3
394	и этот	4	3
395	поэтому и	2	3
396	тем не	25	3
397	мы увидим	3	3
398	и той	4	3
399	на первый	5	3
400	к знаку	2	3
401	значение не	2	3
402	не приходится	2	3
403	нет никакой	3	3
404	и о	11	3
405	или как	4	3
406	всем этим	3	3
407	на нее	2	3
408	на этот	3	3
409	то он	3	3
410	действительности но	4	3
411	чтобы понять	3	3
412	для каждого	2	3
413	в дальнейшем	5	3
414	также и	22	3
415	прежде чем	3	3
416	мы возьмем	2	3
417	знаков в	2	3
418	знак в	4	3
419	со стороны	2	3
420	является для	3	3
421	в своих	3	3
422	или иначе	7	3
423	в общей	2	3
424	в которых	4	3
425	из которых	2	3
426	еще в	2	3
427	здесь нет	3	3
428	совпадает с	2	3
429	или точнее	4	3
430	однако не	3	3
431	учение о	5	3
432	свидетельствует о	5	3
433	находится в	2	3
434	и значения	7	3
435	что эта	2	3
436	говорить о	14	3
437	что было	2	3
438	и есть	7	3
439	и только	7	3
440	а следовательно	2	3
441	первый план	3	3
442	с ним	4	3
443	момент в	2	3
444	этих двух	2	3
445	одним и	3	3
446	того как	3	3
447	в системе	3	3
448	от знака	5	2
449	или может	4	2
450	в нее	2	2
451	он должен	2	2
452	тем самым	11	2
453	между которыми	2	2
454	оно и	3	2
455	они все	3	2
456	но можно	2	2
457	ни о	8	2
458	значением и	2	2
459	указывает на	16	2
460	так например	2	2
461	не совпадает	2	2
462	в голове	2	2
463	крайней мере	8	2
464	после этого	4	2
465	это будет	2	2
466	в состоянии	2	2
467	и поэтому	2	2
468	каждый из	3	2
469	вот в	2	2
470	в понимании	2	2
471	для которого	4	2
472	и притом	6	2
473	иное как	5	2
474	и нельзя	2	2
475	есть и	4	2
476	мы никогда	3	2
477	сами по	5	2
478	уже с	4	2
479	отношение знака	4	2
480	и всегда	3	2
481	здесь как	3	2
482	мы здесь	4	2
483	в частности	5	2
484	но по	2	2
485	что значение	6	2
486	была бы	2	2
487	же мы	4	2
488	не столь	2	2
489	собой но	2	2
490	о нем	3	2
491	без всякой	7	2
492	и ни	7	2
493	к этой	2	2
494	так или	7	2
495	в общем	5	2
496	гораздо более	6	2
497	а только	9	2
498	тех пор	4	2
499	для всех	3	2
500	мы наблюдаем	2	2
501	могли бы	2	2
502	к самому	2	2
503	а потому	2	2
504	пока не	3	2
505	мы это	3	2
506	и вы	2	2
507	возможно только	2	2
508	между прочим	3	2
509	каждого данного	2	2
510	же касается	3	2
511	мы скажем	3	2
512	не то	4	2
513	на его	2	2
514	или вообще	6	2
515	совсем не	9	2
516	для них	5	2
517	же как	2	2
518	что с	2	2
519	и во	4	2
520	и часто	2	2
521	различие в	3	2
522	то не	2	2
523	и самый	3	2
