N	3gram	Vygotskiy_	Myslijsy
1	в том что	30	47
2	по отношению к	2	26
3	не может быть	4	19
4	заключает в себе	6	19
5	и т д	6	15
6	сам по себе	4	14
7	само по себе	3	14
8	с другой стороны	8	12
9	до сих пор	9	12
10	и в этом	2	12
11	и т п	5	11
12	сами по себе	2	11
13	для того чтобы	41	11
14	в то время	4	10
15	с одной стороны	15	10
16	мы не можем	2	9
17	одного и того	2	9
18	о том что	15	9
19	на то что	25	9
20	и того же	2	9
21	потому что в	4	9
22	до тех пор	2	9
23	на самом деле	8	8
24	с тем что	3	8
25	вместе с тем	4	8
26	в этом случае	2	8
27	и то же	4	7
28	можно сказать что	3	7
29	одной и той	4	7
30	одно и то	3	7
31	не только не	4	7
32	и той же	4	7
33	не только в	5	7
34	с точки зрения	5	7
35	не в состоянии	3	7
36	и в том	2	7
37	сама по себе	3	7
38	в этом смысле	3	7
39	то же самое	8	6
40	и как бы	4	6
41	с самого начала	5	6
42	и может быть	2	6
43	друг от друга	2	6
44	то что мы	2	6
45	таким образом в	2	5
46	по себе не	2	5
47	таким образом что	6	5
48	к тому что	8	5
49	то что в	4	5
50	и таким образом	3	5
51	не то что	3	5
52	и то что	4	5
53	по его мнению	4	4
54	все то что	6	4
55	и тот же	2	4
56	вопрос о том	3	4
57	в том и	3	4
58	в данном случае	3	4
59	одним и тем	3	4
60	обратить внимание на	2	4
61	и в самом	3	4
62	именно в том	3	4
63	не что иное	2	4
64	с этой точки	3	4
65	и тем же	3	4
66	в этом отношении	3	4
67	то время как	4	4
68	в собственном смысле	2	4
69	и что в	5	4
70	на этот вопрос	5	4
71	что иное как	2	4
72	с таким образом	2	4
73	дело в том	2	4
74	в том чтобы	6	4
75	из того что	3	3
76	это не так	3	3
77	тех пор пока	2	3
78	этой точки зрения	3	3
79	таким образом мы	2	3
80	если бы мы	5	3
81	том что он	4	3
82	что он не	3	3
83	нам кажется что	2	3
84	можно было бы	4	3
85	потому что он	3	3
86	заключается в том	9	3
87	мы увидим что	7	3
88	именно то что	5	3
89	равно как и	2	3
90	мы должны признать	2	2
91	друг к другу	5	2
92	одна и та	2	2
93	нечто такое что	3	2
94	так же как	3	2
95	и та же	3	2
96	то что она	2	2
97	мы должны будем	3	2
98	но никак не	2	2
99	что это не	2	2
100	мы могли бы	4	2
101	состоит в том	2	2
102	имеет дело с	2	2
103	что в нем	3	2
