N	2gram	Bakhtin_Pr	Myslijsy
1	то есть	46	142
2	и в	38	121
3	может быть	26	107
4	в том	8	103
5	то что	8	83
6	в слове	3	78
7	что в	7	73
8	и не	42	73
9	только в	13	72
10	не только	9	67
11	а не	5	67
12	таким образом	10	64
13	том что	3	59
14	в этом	15	59
15	но и	9	59
16	то же	5	56
17	не в	7	54
18	если бы	3	53
19	в себе	4	53
20	не может	27	52
21	того что	2	47
22	в нем	15	45
23	было бы	8	45
24	и проч	28	45
25	не есть	6	42
26	как и	7	42
27	что и	2	38
28	так и	5	37
29	при этом	5	37
30	как в	4	37
31	тем что	2	33
32	и что	2	32
33	по отношению	21	30
34	а в	6	30
35	но не	12	29
36	что не	4	29
37	между тем	7	29
38	вовсе не	2	28
39	есть только	2	28
40	мы можем	6	28
41	могут быть	5	27
42	и т	14	26
43	не было	2	26
44	независимо от	13	26
45	отношению к	19	26
46	в то	4	24
47	как бы	22	23
48	но в	4	22
49	не имеет	9	22
50	с другой	7	22
51	и потому	4	21
52	не менее	4	21
53	в ней	4	20
54	это не	5	20
55	тем самым	4	19
56	и как	8	19
57	с ним	5	19
58	есть не	2	19
59	сказать что	4	19
60	что это	2	19
61	но это	3	19
62	должно быть	5	19
63	тем не	3	19
64	о том	4	19
65	для того	2	18
66	еще не	7	18
67	не могут	2	18
68	по поводу	2	18
69	бы не	2	18
70	в самом	7	18
71	в таком	3	18
72	в его	43	17
73	слова и	3	17
74	точки зрения	8	17
75	что оно	2	17
76	не можем	2	17
77	слова в	7	17
78	в своем	5	16
79	а только	2	16
80	в них	5	16
81	на то	2	16
82	и на	3	16
83	в этих	2	15
84	с одной	3	15
85	и тем	3	15
86	что он	2	15
87	прежде всего	13	15
88	только как	6	15
89	с другими	3	15
90	в свою	2	15
91	мы должны	2	14
92	должны быть	4	14
93	связи с	2	14
94	в истории	2	14
95	там где	6	14
96	столь же	2	14
97	в котором	2	14
98	все же	6	14
99	во всех	11	14
100	же время	3	14
101	что все	2	13
102	и все	3	13
103	не следует	2	13
104	т п	13	13
105	например в	3	13
106	языка в	3	13
107	и его	16	13
108	значение слова	4	13
109	никогда не	5	12
110	от него	3	12
111	и при	2	12
