N	3gram	Vygotskiy_	Myshleni
1	в том что	30	133
2	с точки зрения	5	89
3	для того чтобы	41	78
4	заключается в том	9	51
5	мы могли бы	4	48
6	по сравнению с	4	45
7	по отношению к	2	42
8	с одной стороны	15	39
9	так же как	3	39
10	с самого начала	5	36
11	друг с другом	6	35
12	то же самое	8	31
13	в этом отношении	3	30
14	можно было бы	4	28
15	в этом случае	2	27
16	с другой стороны	8	26
17	в собственном смысле	2	26
18	вместе с тем	4	26
19	о том что	15	25
20	на то что	25	25
21	не может быть	4	23
22	к тому что	8	22
23	в то время	4	22
24	в зависимости от	7	22
25	можно сказать что	3	21
26	не только не	4	21
27	то время как	4	20
28	так же точно	8	19
29	из того что	3	19
30	в самом деле	8	19
31	в отличие от	3	18
32	состоит в том	2	18
33	в этом смысле	3	18
34	этой точки зрения	3	17
35	до сих пор	9	17
36	одного и того	2	17
37	и того же	2	17
38	с этой точки	3	16
39	мы не станем	2	16
40	одной и той	4	15
41	в данном случае	3	15
42	и той же	4	15
43	бы сказать что	2	15
44	и то что	4	15
45	на этот вопрос	5	14
46	друг от друга	2	14
47	в сущности говоря	8	14
48	нам думается что	2	14
49	могли бы сказать	2	14
50	потому что он	3	14
51	а с другой	5	13
52	на первый план	2	12
53	и тот же	2	12
54	таким образом что	6	12
55	одно и то	3	12
56	в том чтобы	6	12
57	и то же	4	12
58	мы не можем	2	11
59	видим таким образом	2	11
60	с таким образом	2	11
61	мы видим таким	2	11
62	то обстоятельство что	2	11
63	является то что	2	11
64	том что в	2	11
65	тот факт что	6	10
66	в учении о	3	10
67	то что в	4	10
68	не в состоянии	3	10
69	на самом деле	8	9
70	сама по себе	3	9
71	так как она	3	9
72	в конечном счете	2	9
73	друг к другу	5	9
74	именно в этом	2	9
75	мы видим в	2	9
76	само по себе	3	9
77	том что он	4	9
78	собственном смысле слова	2	9
79	с тем что	3	9
80	сам по себе	4	8
81	мы говорили выше	2	8
82	той или иной	2	8
83	что он не	3	8
84	то что он	5	8
85	вопрос о том	3	7
86	как раз в	2	7
87	по этому поводу	4	7
88	потому что в	4	6
89	не что иное	2	6
90	и тем же	3	6
91	заключает в себе	6	6
92	что иное как	2	6
93	то что мы	2	6
94	и таким образом	3	6
95	то о чем	2	6
96	в лучшем случае	3	6
97	именно потому что	3	6
98	те же самые	2	6
99	одним и тем	3	6
100	если бы мы	5	6
101	в том и	3	6
102	и в частности	2	6
103	совершенно понятно что	3	6
104	в конце концов	6	5
105	но он не	2	5
106	мы знаем что	3	5
107	того чтобы сделать	2	5
108	и как бы	4	5
109	так как это	6	5
110	нечто такое что	3	5
111	ту же самую	3	5
112	тому что он	2	5
113	таким образом мы	2	5
114	и что в	5	5
115	и в этом	2	5
116	принять во внимание	2	5
117	что в этом	6	5
118	мы никогда не	5	5
119	ответ на этот	2	5
120	сами по себе	2	5
121	не только в	5	5
122	указывает на то	3	5
123	показывает что в	2	5
124	самом деле если	2	4
125	мы увидим что	7	4
126	имеет дело с	2	4
127	таким образом в	2	4
128	как это мы	2	4
129	психологической точки зрения	2	4
130	не то что	3	4
131	мы должны будем	3	4
132	именно то что	5	4
133	и что оно	2	4
134	о которых мы	2	4
135	мы видим что	5	4
136	том что мы	2	4
137	здесь мы видим	2	3
138	с которым мы	2	3
139	если мы хотим	2	3
140	и в самом	3	3
141	ничего не может	2	3
142	потому что они	3	3
143	он говорит что	4	3
144	бы показать что	2	3
145	одна и та	2	3
146	совершенно очевидно что	2	3
147	и та же	3	3
148	надо сказать что	2	3
149	в каком отношении	5	3
150	оно может быть	2	3
151	будем иметь случай	2	3
152	то что она	2	3
153	на все другие	2	3
154	никак не может	3	3
155	и что следовательно	2	3
156	с психологической точки	2	3
157	та же самая	2	3
158	дело в том	2	3
159	и в результате	3	3
160	сказать что в	2	3
161	в приложении к	2	3
162	в целом ряде	2	3
163	во всех этих	2	2
164	о котором мы	3	2
165	что если мы	2	2
166	что эта теория	2	2
167	по себе не	2	2
168	чтобы увидеть что	3	2
169	же самую мысль	2	2
170	находится в зависимости	2	2
171	ни в каком	2	2
172	же точно как	2	2
173	зависимости от того	4	2
174	вовсе не в	2	2
175	там где мы	2	2
176	котором мы говорили	2	2
177	совершенно другим путем	2	2
178	и может быть	2	2
179	если это так	2	2
180	что может быть	2	2
181	сводится к тому	3	2
182	что оно есть	2	2
183	это на примере	2	2
184	и именно в	2	2
185	он утверждает что	2	2
186	как бы в	3	2
187	том и заключается	3	2
188	до самого конца	2	2
189	что с самого	2	2
190	того чтобы понять	2	2
191	о котором говорит	4	2
192	не больше чем	2	2
193	тому же самому	2	2
194	за то что	3	2
195	но и это	2	2
196	другой стороны мы	2	2
197	во всех трех	2	2
198	таким образом все	2	2
199	что в этой	3	2
