N	2gram	Voloshinov	Mirosoze
1	и в	16	97
2	может быть	17	64
3	не только	7	63
4	в этом	9	55
5	но и	4	54
6	он не	2	53
7	в нем	4	49
8	не может	8	49
9	у него	2	47
10	и не	4	39
11	никогда не	2	38
12	и есть	3	33
13	для него	6	31
14	не есть	2	30
15	прежде всего	9	29
16	как и	2	29
17	но в	4	27
18	и это	6	25
19	в своей	2	25
20	и все	4	24
21	что в	3	23
22	что он	2	22
23	в самом	2	21
24	отношение к	5	20
25	как бы	5	19
26	в его	4	18
27	и потому	3	17
28	в том	3	16
29	том что	3	16
30	то что	3	16
31	было бы	2	16
32	и его	8	16
33	быть может	2	15
34	в этой	4	15
35	не знает	2	15
36	так как	4	14
37	и вот	3	13
38	и на	4	13
39	в них	2	12
40	все это	4	12
41	но это	2	11
42	хотя бы	4	11
43	только в	4	11
44	и для	2	11
45	и к	6	11
46	жизни и	3	11
47	не могут	2	10
48	так же	2	10
49	один из	2	10
50	то же	2	10
51	всю жизнь	2	10
52	есть и	2	9
53	а в	3	9
54	не будет	2	9
55	что и	2	9
56	все что	4	9
57	с ним	2	9
58	вместе с	3	9
59	в этих	3	8
60	они не	2	8
61	мира и	3	8
62	что не	2	8
63	только и	2	8
64	с его	7	8
65	за пределы	2	8
66	нет и	2	8
67	о том	2	8
68	и с	8	8
69	те же	3	7
70	точки зрения	8	7
71	себя и	2	7
72	на этом	3	7
73	в жизни	2	7
74	не существует	2	7
75	отношения к	3	7
76	его в	4	6
77	влечет к	2	6
78	и она	3	6
79	совсем не	2	6
80	в глубину	2	6
81	что это	2	6
82	с этой	2	6
83	оно не	2	5
84	так и	4	5
85	и этот	2	5
86	сказать что	7	5
87	во всяком	3	5
88	в основе	3	5
89	в мир	2	5
90	и мы	2	5
91	с этим	2	5
92	момент в	2	5
93	мысли и	4	5
94	и как	3	5
95	для этого	2	5
96	еще не	5	5
97	сих пор	3	5
98	на протяжении	2	5
99	до сих	3	5
100	и ницше	2	4
101	и через	2	4
102	к себе	3	4
103	есть в	2	4
104	по своему	2	4
105	в чем	5	4
106	в него	5	4
107	по сравнению	3	4
108	и этим	2	4
109	могут быть	3	4
110	в начале	2	4
111	мы видим	2	4
112	все эти	5	4
113	сознания и	2	4
114	нем нет	2	4
115	и даже	4	4
116	и по	2	4
117	ни в	5	4
118	и их	4	4
119	и только	9	4
120	мы не	2	4
121	путь к	2	4
122	сознание и	5	3
123	ту же	2	3
124	что оно	2	3
125	же как	2	3
126	в душе	2	3
127	к этому	2	3
128	конечно не	6	3
129	в этот	2	3
130	находится в	2	3
131	как не	2	3
132	я и	6	3
133	но ведь	2	3
134	для нас	2	3
135	со всеми	2	3
136	чем не	3	3
137	в пределах	2	3
138	во всех	3	3
139	в одном	3	3
140	всяком случае	3	3
141	сравнению с	3	3
142	учение о	3	3
143	на самом	4	2
144	в каком	2	2
145	для сознания	3	2
146	и других	2	2
147	нет никаких	2	2
148	самом деле	6	2
149	своей жизни	2	2
150	не менее	2	2
151	того же	2	2
152	а потому	4	2
153	между ними	3	2
154	и ее	4	2
155	во время	3	2
156	во всей	2	2
157	их в	3	2
158	протяжении всей	2	2
159	на два	2	2
160	на высоте	2	2
161	с их	3	2
162	потому и	2	2
163	только для	5	2
164	ее в	2	2
165	и о	2	2
166	так называемый	2	2
167	вообще не	2	2
168	что такое	5	2
169	характерно для	2	2
170	что мы	2	2
171	и действительно	2	2
172	к матери	8	2
