N	2gram	Voloshinov	FransuaR
1	и в	16	367
2	в этом	9	112
3	и т.п	2	108
4	и не	4	101
5	таким образом	9	100
6	и его	8	99
7	в его	4	98
8	прежде всего	9	92
9	не только	7	87
10	мы уже	2	85
11	но и	4	84
12	как бы	5	82
13	все эти	5	79
14	как и	2	76
15	в нем	4	75
16	но в	4	75
17	и др	3	72
18	и на	4	72
19	в том	3	71
20	как мы	4	71
21	то же	2	66
22	и все	4	66
23	так и	4	65
24	в этой	4	65
25	в них	2	65
26	и с	8	64
27	во время	3	63
28	все это	4	62
29	во всех	3	62
30	что в	3	52
31	только в	4	48
32	так как	4	46
33	том что	3	45
34	то что	3	41
35	жизни и	3	40
36	у него	2	40
37	в самом	2	38
38	точки зрения	8	37
39	с его	7	36
40	может быть	17	35
41	мы видим	2	35
42	о том	2	35
43	сказать что	7	34
44	и даже	4	34
45	он не	2	32
46	для него	6	32
47	в своей	2	31
48	так же	2	30
49	никогда не	2	30
50	и потому	3	30
51	один из	2	30
52	в этих	3	29
53	не может	8	29
54	еще не	5	29
55	его в	4	29
56	при этом	6	29
57	в одном	3	29
58	что он	2	29
59	в основе	3	28
60	и к	6	28
61	сих пор	3	27
62	по своему	2	27
63	до сих	3	27
64	и их	4	27
65	на самом	4	25
66	с помощью	2	25
67	и образы	2	25
68	в области	3	25
69	но это	2	25
70	мира и	3	25
71	отношение к	5	24
72	в частности	2	24
73	в большинстве	3	24
74	и для	2	23
75	с ним	2	23
76	есть и	2	23
77	большинстве случаев	3	23
78	и о	2	22
79	а в	3	22
80	что и	2	22
81	поэтому и	2	22
82	и других	2	22
83	вместе с	3	22
84	что это	2	21
85	и наконец	4	21
86	ни в	5	21
87	есть в	2	21
88	и как	3	21
89	образов и	2	20
90	с точки	6	20
91	самом деле	6	20
92	и это	6	20
93	того же	2	19
94	их в	3	19
95	к этому	2	19
96	было бы	2	19
97	за пределы	2	19
98	с ее	4	19
99	на протяжении	2	19
100	связанные с	2	18
101	со всеми	2	18
102	на этом	3	18
103	связанных с	2	17
104	и вот	3	17
105	конечно не	6	17
106	в начале	2	16
107	между ними	3	16
108	они не	2	16
109	и вообще	2	15
110	мысли и	4	15
111	с их	3	15
112	из этих	2	15
113	мы не	2	14
114	все что	4	14
115	и по	2	14
116	в чем	5	14
117	на них	2	14
118	на этой	3	13
119	с этим	2	13
120	в жизни	2	13
121	и есть	3	13
122	не на	2	13
123	в основном	3	13
124	только на	3	13
125	не знает	2	13
126	только для	5	12
127	не могут	2	12
128	во всей	2	12
129	все то	2	12
130	в пределах	2	12
131	и ее	4	12
132	те же	3	12
133	характерно для	2	12
134	можно сказать	4	12
135	в свое	2	11
136	в общем	3	11
137	другими словами	2	11
138	момент в	2	11
139	между собою	2	11
140	с ними	4	11
141	и так	2	11
142	все остальные	2	10
143	ту же	2	10
144	для всех	4	10
145	но оно	3	10
146	что не	2	9
147	но как	2	9
148	как это	3	9
149	для нас	2	9
150	что на	2	9
151	и вся	2	9
152	здесь же	2	9
153	мы можем	9	9
154	отношения к	3	9
155	с этой	2	8
156	с самого	4	8
157	для этого	2	8
158	нуждается в	5	8
159	в него	5	8
160	и она	3	8
161	на первый	2	8
162	его целом	2	8
163	не менее	2	8
164	в этот	2	8
165	во всяком	3	7
166	к ним	2	7
167	по всему	2	7
168	в развитии	2	7
169	всех его	2	7
170	к себе	3	7
171	а на	2	7
172	нет и	2	7
173	и этим	2	7
174	мы знаем	3	6
175	момента в	2	6
176	ее в	2	6
177	могут быть	3	6
178	совершенно не	8	6
179	всей их	2	6
180	в один	4	6
181	самого начала	4	6
182	хотя бы	4	6
183	находится в	2	6
184	за счет	2	6
185	тех же	3	6
186	и пр	12	6
187	говорить о	2	6
188	своей жизни	2	5
189	но мы	4	5
190	почти не	2	5
191	что мы	2	5
192	с другими	3	5
193	с нею	2	5
194	совсем не	2	5
195	на язык	3	5
196	рождения и	2	5
197	и этот	2	5
198	и исторического	2	5
199	ни было	2	5
200	сравнению с	3	5
201	так называемый	2	5
202	если мы	2	5
203	всяком случае	3	5
204	и только	9	5
205	на основе	2	5
206	всех других	2	5
207	себя и	2	5
208	по сравнению	3	5
209	вообще не	2	5
210	же как	2	5
211	только то	2	5
212	в область	2	4
213	не нуждается	2	4
214	по ту	4	4
215	оно и	2	4
216	кажется что	2	4
217	да еще	2	4
218	но ведь	2	4
219	учение о	3	4
220	ту сторону	5	4
221	и притом	3	4
222	только и	2	4
223	оно не	2	4
224	из тех	2	4
225	и значение	3	4
226	чрезвычайно характерно	2	4
227	знаем что	2	4
228	в каком	2	3
229	при всей	2	3
230	в систему	2	3
231	т.е в	2	3
232	чем не	3	3
233	в одно	2	3
234	рождение и	2	3
235	в мир	2	3
236	не существует	2	3
237	между собой	2	3
238	а потому	4	3
239	не будет	2	3
240	на этих	2	3
241	этом смысле	3	3
242	таким путем	2	3
243	и через	2	3
244	существует только	2	3
245	на две	3	3
246	и может	4	3
247	на ранних	2	3
248	в переводе	2	3
249	и мы	2	3
250	не есть	2	3
251	нем нет	2	2
252	что такое	5	2
253	можно определить	2	2
254	современной ему	2	2
255	не существовало	2	2
256	быть может	2	2
257	и действительно	2	2
258	сущность его	2	2
259	нам кажется	2	2
260	в науке	2	2
261	как с	2	2
262	в итоге	2	2
263	и всех	2	2
264	исторического и	2	2
265	является по	2	2
266	и таким	2	2
267	может иметь	2	2
268	материнского лона	2	2
269	определить как	2	2
270	об его	2	2
271	можем сказать	2	2
272	сознания и	2	2
273	не стали	2	2
274	полагаем что	3	2
275	мы полагаем	3	2
276	это делает	2	2
277	понятия и	2	2
278	в конечном	3	2
279	но зато	2	2
280	три основных	2	2
281	все и	2	2
282	не можем	2	2
283	если б	3	2
284	что оно	2	2
285	находится на	2	2
286	в глубину	2	2
287	конечном счете	2	2
288	и оно	3	2
289	с историей	2	2
290	только как	3	2
