N	2gram	Propp_Isto	Narrotol
1	не только	30	62
2	и не	12	50
3	при этом	7	47
4	но и	20	45
5	а не	9	38
6	в качестве	5	35
7	в частности	3	31
8	может быть	19	30
9	и в	41	30
10	в том	14	29
11	своего рода	7	28
12	том что	18	28
13	тогда как	4	28
14	в этом	19	28
15	а в	12	27
16	представляет собой	8	25
17	только в	10	25
18	в данном	8	24
19	как и	8	24
20	не в	12	23
21	то что	12	23
22	не может	19	20
23	данном случае	7	17
24	в себе	3	17
25	так и	8	17
26	а также	2	17
27	со стороны	3	16
28	в его	4	16
29	но в	7	15
30	можно сказать	3	15
31	к тому	4	15
32	в жизни	2	14
33	и его	11	14
34	в своем	3	13
35	в своей	4	13
36	то же	12	13
37	у него	16	13
38	о том	15	13
39	уже не	8	13
40	перед нами	4	12
41	все же	14	12
42	прежде всего	6	12
43	как в	17	12
44	как бы	8	12
45	сводится к	3	12
46	тем самым	3	11
47	по отношению	3	11
48	к себе	4	11
49	и тем	4	11
50	героя в	3	11
51	об этом	7	11
52	в нем	12	11
53	в этой	2	11
54	если бы	3	11
55	отношению к	3	11
56	хотя и	3	11
57	никогда не	16	10
58	в то	6	10
59	ничего не	7	10
60	как это	6	10
61	один из	7	10
62	точки зрения	4	10
63	того что	7	10
64	и все	6	10
65	но не	8	10
66	жизни и	3	10
67	с его	4	10
68	еще не	13	9
69	что он	29	9
70	что в	21	9
71	тем не	4	9
72	далеко не	3	9
73	потому что	13	9
74	с ним	9	9
75	о чем	2	8
76	но при	2	8
77	не менее	5	8
78	одна из	7	8
79	мы имеем	27	8
80	и он	8	8
81	у нее	3	8
82	у нас	4	8
83	в литературе	2	8
84	в самом	2	8
85	он не	8	8
86	это не	14	7
87	вслед за	2	7
88	в конце	4	7
89	в чем	5	7
90	в ней	4	7
91	на себя	3	7
92	в целом	2	7
93	в ее	3	7
94	в силу	2	7
95	с другой	20	7
96	в котором	3	7
97	и на	12	7
98	или в	11	7
99	в форме	4	7
100	одной стороны	12	6
101	вплоть до	2	6
102	в современной	2	6
103	они не	4	6
104	ответ на	6	6
105	однако в	2	6
106	на другой	2	6
107	между двумя	2	6
108	что и	13	6
109	о ней	2	6
110	представляют собой	5	6
111	например в	6	6
112	сказать что	5	6
113	никак не	2	6
114	то и	6	6
115	из этих	6	6
116	здесь не	4	6
117	на него	3	6
118	героя и	5	6
119	как у	2	6
120	не по	2	6
121	с одной	12	6
122	что у	6	6
123	на то	5	6
124	все что	4	6
125	таким образом	15	6
126	от его	2	5
127	том как	3	5
128	для нее	2	5
129	в другом	2	5
130	и у	3	5
131	не всегда	6	5
132	а именно	12	5
133	дело с	2	5
134	и о	2	5
135	к нему	8	5
136	мира и	2	5
137	не столько	4	5
138	было бы	4	5
139	мы не	10	5
140	и здесь	13	5
141	и то	3	5
142	и от	5	5
143	что это	6	5
144	с ними	2	5
145	в начале	2	5
146	говорилось выше	3	5
147	тем более	2	5
148	этом и	2	5
149	и даже	3	5
150	для того	2	5
151	не случайно	3	5
152	их в	3	5
153	именно в	2	5
154	в русской	8	5
155	но для	3	5
156	если не	4	5
157	еще в	3	5
158	из них	2	5
159	в одном	2	5
160	не было	3	5
161	и сам	3	5
162	как будто	4	5
163	даже в	2	4
164	и ее	6	4
165	в ответ	3	4
166	начиная с	2	4
167	а на	2	4
168	как он	11	4
169	в области	3	4
170	только на	2	4
171	друг друга	2	4
172	в них	4	4
173	тому что	2	4
174	она не	3	4
175	на том	10	4
176	все его	3	4
177	так в	10	4
178	не будет	6	4
179	не все	4	4
180	в герое	3	4
181	когда в	3	4
182	и когда	2	4
183	и по	7	4
184	что они	5	4
185	как мы	6	4
186	в основе	2	4
187	к этому	5	4
188	к ней	3	4
189	и как	3	4
190	не имеет	6	4
191	но они	4	4
192	не могло	2	4
193	не с	2	4
194	во сне	2	4
195	не вполне	5	4
196	что я	2	4
197	оно не	2	4
198	и с	4	4
199	для нас	8	4
200	по себе	2	4
201	всяком случае	3	4
202	которой он	3	4
203	во всяком	3	4
204	или даже	3	4
205	вместе с	17	4
206	позволяет нам	2	3
207	ее и	2	3
208	так же	6	3
209	но как	4	3
210	а потом	4	3
211	которых он	2	3
212	за собой	2	3
213	должен быть	2	3
214	с этой	7	3
215	а как	2	3
216	в виде	5	3
217	этого не	2	3
218	на друга	2	3
219	связано с	7	3
220	и вот	2	3
221	а его	3	3
222	его не	4	3
223	не знает	2	3
224	а с	3	3
225	здесь мы	11	3
226	одной из	4	3
227	к ним	3	3
228	в него	4	3
229	и это	9	3
230	участие в	2	3
231	видит в	3	3
232	же не	2	3
233	точно так	2	3
234	что не	3	3
235	же как	6	3
236	все эти	8	3
237	и дело	2	3
238	связи с	3	3
239	в связи	3	3
240	во время	7	3
241	и т	29	3
242	происходит и	3	3
243	в зависимости	3	3
244	все время	2	3
245	но это	5	3
246	можно было	3	3
247	что она	6	3
248	дело не	5	3
249	в которой	2	3
250	от которого	2	3
251	зависимости от	4	3
252	должен был	2	3
253	в этих	16	3
254	всех его	2	3
255	сих пор	5	3
