N	2gram	Vygotskiy_	Tvorches
1	и в	65	56
2	как бы	29	41
3	в его	11	37
4	в романе	2	34
5	в то	5	30
6	то же	17	25
7	не только	16	24
8	но в	5	24
9	то есть	30	23
10	и его	8	23
11	и не	20	23
12	а в	9	23
13	как и	12	23
14	и т	19	22
15	в этом	37	22
16	в том	46	21
17	что в	36	21
18	том что	28	19
19	он не	11	19
20	может быть	33	19
21	потому что	26	19
22	у него	6	18
23	то что	61	18
24	что он	23	17
25	все это	12	17
26	т д	6	17
27	и на	7	17
28	таким образом	21	17
29	никогда не	9	16
30	прежде всего	2	16
31	как в	8	16
32	при этом	10	16
33	не может	17	16
34	но и	6	16
35	в этой	20	15
36	с его	2	15
37	но это	6	15
38	в мире	3	15
39	и с	4	15
40	это не	7	14
41	и даже	4	14
42	о том	17	13
43	а не	11	13
44	тем самым	4	12
45	в целом	8	12
46	же с	2	12
47	в котором	7	12
48	все же	10	11
49	в своей	6	11
50	для него	4	11
51	отнюдь не	2	11
52	в конце	5	10
53	не в	12	10
54	так и	3	10
55	в русской	4	10
56	но не	3	10
57	в самом	41	10
58	когда он	8	10
59	только в	9	10
60	как будто	13	10
61	в свою	6	9
62	в нем	8	9
63	один из	7	9
64	по мнению	2	9
65	наряду с	4	9
66	в своих	6	9
67	даже в	2	8
68	так же	12	8
69	в себе	9	8
70	в их	3	8
71	на его	2	8
72	так как	13	8
73	вовсе не	11	8
74	к этому	5	8
75	об этом	4	8
76	еще не	3	8
77	одним из	2	8
78	именно в	3	8
79	вместе с	10	8
80	казалось бы	7	7
81	он видит	2	7
82	самом деле	33	7
83	в чем	3	7
84	например в	5	7
85	и он	5	7
86	что она	34	7
87	в которой	8	7
88	в этих	3	7
89	в рассказе	9	7
90	уже не	2	7
91	его в	5	6
92	так что	10	6
93	в повести	2	6
94	и все	14	6
95	на эту	2	6
96	место в	6	6
97	все эти	7	6
98	и ее	4	6
99	если он	5	6
100	одна из	6	6
101	хотя бы	3	6
102	и как	10	6
103	если бы	22	6
104	еще более	2	6
105	в конечном	2	6
106	с ним	6	6
107	своих героев	4	6
108	бы не	5	5
109	ничего не	4	5
110	из всех	3	5
111	до конца	5	5
112	не имеют	4	5
113	в одной	2	5
114	но если	6	5
115	но эта	3	5
116	и других	5	5
117	как он	2	5
118	в виде	5	5
119	это все	2	5
120	т п	7	5
121	в своем	8	5
122	а с	4	5
123	не так	4	5
124	в них	4	5
125	и это	13	5
126	больше не	3	5
127	что этот	5	5
128	значит что	2	5
129	всего романа	2	5
130	что не	5	5
131	что и	7	5
132	в ее	9	5
133	мы не	7	5
134	и по	2	5
135	что они	9	5
136	в истории	3	5
137	во всей	3	5
138	тот же	5	5
139	показывает что	4	5
140	что это	19	5
141	в наше	2	5
142	все время	36	5
143	с этим	11	5
144	из этой	2	5
145	в первой	2	5
146	дело не	3	5
147	мысли и	2	5
148	на него	3	5
149	на деле	4	5
150	та же	6	5
151	между тем	10	5
152	и другие	3	5
153	как у	2	5
154	наше время	2	5
155	что у	7	5
156	с другой	8	5
157	из них	10	5
158	я не	9	5
159	не было	4	5
160	в таком	6	5
161	но с	2	5
162	перед нами	12	4
163	при помощи	7	4
164	в плане	4	4
165	у читателя	4	4
166	роль в	2	4
167	это и	4	4
168	только на	3	4
169	в частности	3	4
170	как это	13	4
171	утверждает что	3	4
172	в такой	5	4
173	самого начала	10	4
174	того что	9	4
175	сюжета и	2	4
176	что все	10	4
177	к нему	2	4
178	но только	10	4
179	он говорит	9	4
180	точки зрения	19	4
181	что на	4	4
182	сих пор	6	4
183	же как	3	4
184	для автора	2	4
185	мы видим	15	4
186	о его	2	4
187	считает что	2	4
188	и я	3	4
189	в основе	5	4
190	как известно	2	4
191	говорит о	6	4
192	и когда	8	4
193	и мы	19	4
194	так сказать	6	4
195	по преимуществу	2	4
196	у нее	2	4
197	говорит что	17	4
198	на свете	2	4
199	это значит	4	4
200	и одновременно	2	4
201	тем что	7	4
202	и наконец	2	4
203	и есть	3	4
204	с этой	5	4
205	такой же	2	4
206	отказаться от	2	4
207	что его	3	4
208	в дневнике	3	4
209	с самого	10	4
210	и более	4	4
211	не мог	4	4
212	далеко не	3	4
213	утверждал что	2	4
214	зависит от	2	4
215	этот вопрос	5	4
216	в которых	9	4
217	рассказывает о	3	4
218	представляет собой	3	4
219	а у	2	4
220	с точки	11	4
221	это был	2	4
222	говорить о	3	4
223	той же	6	4
224	и тут	2	4
225	но он	5	4
226	до сих	7	4
227	заставляет нас	2	4
228	его к	2	3
229	действия и	3	3
230	на самом	3	3
231	от него	2	3
232	к себе	2	3
233	в другом	6	3
234	отношение к	2	3
235	как к	6	3
236	едва ли	4	3
237	к которому	3	3
238	в виду	6	3
239	на все	2	3
240	и тем	4	3
241	со стороны	4	3
242	сам себя	2	3
243	и вдруг	2	3
244	но что	3	3
245	в один	4	3
246	мы знаем	3	3
247	в искусстве	2	3
248	же самая	4	3
249	не по	3	3
250	так например	5	3
251	о котором	5	3
252	мы узнаем	3	3
253	к тому	18	3
