N	2gram	Losev_Prob	Komedia
1	и в	48	77
2	и не	29	47
3	iv в	4	45
4	в том	25	44
5	том что	29	42
6	о том	17	33
7	едва ли	13	32
8	но и	21	32
9	может быть	11	30
10	таким образом	20	29
11	из них	4	29
12	в то	6	28
13	v в	5	28
14	и его	11	28
15	в этом	31	27
16	потому что	21	27
17	что он	12	26
18	к тому	7	26
19	не только	28	25
20	тому же	5	25
21	вместе с	15	25
22	так как	10	24
23	как и	10	23
24	ни в	17	23
25	что в	12	23
26	что и	8	22
27	если бы	2	22
28	в самом	7	22
29	в конце	10	21
30	так и	15	21
31	а в	8	21
32	то же	6	21
33	ясно что	11	21
34	в его	19	20
35	к этому	2	19
36	в этой	14	18
37	и т	2	17
38	тем что	2	17
39	еще не	4	17
40	в нем	8	17
41	все же	12	16
42	у него	13	16
43	не менее	8	16
44	при этом	6	16
45	тот же	6	16
46	до нас	7	16
47	и сам	5	16
48	сих пор	3	16
49	он не	4	16
50	до сих	3	16
51	его в	9	15
52	в своем	16	15
53	не в	16	15
54	точки зрения	17	15
55	между тем	2	15
56	прежде всего	15	15
57	один из	2	15
58	на себя	2	15
59	было бы	12	15
60	в которой	7	15
61	и на	9	15
62	ли не	2	14
63	к нему	3	14
64	iii в	4	14
65	все это	8	14
66	об этом	11	14
67	в свою	4	14
68	и с	10	14
69	о чем	2	13
70	то что	26	13
71	так что	18	13
72	самом деле	3	13
73	но в	17	13
74	того же	7	13
75	в них	5	13
76	того чтобы	3	13
77	что она	2	13
78	мы можем	5	13
79	только что	2	13
80	в одном	6	13
81	как раз	7	13
82	так же	7	12
83	с другой	8	12
84	для того	4	12
85	как это	5	12
86	уже в	4	12
87	несмотря на	7	12
88	в качестве	9	12
89	хотя и	10	12
90	в начале	6	12
91	не может	6	12
92	н э	18	12
93	как в	3	12
94	но не	12	12
95	в котором	5	12
96	из которых	2	12
97	нового времени	4	12
98	по отношению	2	11
99	наряду с	2	11
100	в их	4	11
101	в частности	5	11
102	с тем	7	11
103	что его	4	11
104	как мы	5	11
105	то время	4	11
106	к ней	2	11
107	и даже	24	11
108	и для	11	11
109	с ним	4	11
110	в отношении	8	10
111	отношение к	3	10
112	ничего не	3	10
113	одной из	5	10
114	и все	12	10
115	в чем	3	10
116	что касается	5	10
117	на его	4	10
118	мы не	7	10
119	же в	4	10
120	он был	5	10
121	свою очередь	2	10
122	с его	3	10
123	тут же	7	10
124	с этим	3	10
125	тем более	2	10
126	на него	3	10
127	с одной	5	10
128	как бы	10	10
129	еще в	6	10
130	и что	9	10
131	в тех	2	9
132	тому что	2	9
133	одной стороны	5	9
134	однако в	4	9
135	в образе	2	9
136	и по	2	9
137	в своей	29	9
138	того как	5	9
139	а также	8	9
140	больше чем	2	9
141	отношению к	2	9
142	время как	4	9
143	но все	6	9
144	все что	2	9
145	вовсе не	18	9
146	только в	21	9
147	в ней	4	9
148	и ее	2	8
149	как он	2	8
150	то ни	4	8
151	такого рода	4	8
152	по своему	3	8
153	с самого	3	8
154	связи с	11	8
155	да и	5	8
156	по поводу	2	8
157	другой стороны	8	8
158	можно было	4	8
159	бы в	2	8
160	с этой	4	8
161	при всем	3	8
162	что у	6	8
163	что для	2	8
164	меньше всего	2	8
165	по содержанию	2	8
166	если не	6	8
167	не было	4	8
168	во всех	2	8
169	вопрос о	2	7
170	до конца	4	7
171	в себе	7	7
172	и поэтому	2	7
173	само собой	3	7
174	в другом	6	7
175	и у	8	7
176	это время	3	7
177	и к	9	7
178	самого начала	3	7
179	себе в	2	7
180	и о	9	7
181	в других	5	7
182	так или	3	7
183	и это	3	7
184	у того	2	7
185	и во	2	7
186	в связи	11	7
187	что они	4	7
188	во всяком	7	7
189	бы то	4	7
190	если в	2	7
191	из этих	2	7
192	хотя бы	11	7
193	в результате	11	7
194	должен был	2	7
195	не является	2	7
196	ни было	2	7
197	в этих	3	7
198	в н	12	7
199	не имеет	3	7
200	равно как	2	7
201	или иначе	3	7
202	к его	5	7
203	отнюдь не	14	7
204	ii в	2	7
205	конце концов	7	7
206	для нас	14	7
207	всяком случае	6	7
208	и хотя	2	7
209	даже в	2	6
210	за то	4	6
211	в силу	6	6
212	в виду	3	6
213	и тем	4	6
214	уже о	2	6
215	в области	3	6
216	том числе	2	6
217	не говоря	2	6
218	о которых	2	6
219	могут быть	2	6
220	здесь в	7	6
221	что не	3	6
222	говоря уже	2	6
223	до того	3	6
224	нет и	3	6
225	в дальнейшем	7	6
226	и он	5	6
227	на это	2	6
228	это было	2	6
229	тем не	8	6
230	и как	10	6
231	в середине	2	6
232	человека в	3	6
233	как будто	9	6
234	по всему	2	6
235	в какой	5	6
236	после того	3	6
237	на то	2	6
238	в своих	3	6
239	еще более	4	6
240	когда он	3	6
241	там же	2	6
242	с точки	13	6
243	или в	7	6
244	а не	7	6
245	не мог	5	6
246	никогда не	7	5
247	и если	2	5
248	этом отношении	4	5
249	это не	8	5
250	из всех	2	5
251	для всех	2	5
252	его на	3	5
253	том как	2	5
254	в до	3	5
255	вслед за	2	5
256	в каждом	2	5
257	в обоих	2	5
258	все время	5	5
259	по существу	2	5
260	любви к	2	5
261	от них	2	5
262	к ним	3	5
263	не так	4	5
264	участие в	2	5
265	и без	5	5
266	мы имеем	3	5
267	же не	4	5
268	в ее	6	5
269	только один	2	5
270	под названием	5	5
271	который в	10	5
272	сказать что	13	5
273	представление о	2	5
274	и от	7	5
275	для этого	2	5
276	что это	4	5
277	в сознании	3	5
278	в первой	2	5
279	даже если	2	5
280	мира в	3	5
281	в период	4	5
282	к своему	3	5
283	речи о	2	5
284	раз в	2	5
285	именно в	11	5
286	здесь нет	4	5
287	он и	5	5
288	в это	3	5
289	жизни и	7	5
290	от нее	2	5
291	конечно не	2	5
292	же самое	2	5
293	и после	4	5
294	у меня	2	5
295	тем же	4	5
296	но он	5	5
297	с помощью	2	5
298	еще больше	2	5
299	не о	2	4
300	которые в	3	4
301	или к	4	4
302	нуждается в	2	4
303	в духе	4	4
304	собой разумеется	2	4
305	по мнению	3	4
306	в глаза	3	4
307	в трагедии	9	4
308	по своей	3	4
309	не всегда	5	4
310	всякого рода	2	4
311	в ст	2	4
312	тем как	2	4
313	до н	5	4
314	с полным	2	4
315	его не	3	4
316	здесь мы	2	4
317	из этого	6	4
318	одно из	2	4
319	то и	7	4
320	нет ничего	3	4
321	в свои	2	4
322	я не	3	4
323	либо в	2	4
324	бы не	4	4
325	был бы	2	4
326	и их	7	4
327	у нас	17	4
328	и другие	4	4
329	за его	2	4
330	нас в	5	4
331	том чтобы	3	4
332	далеко не	6	4
333	а то	2	4
334	прежде чем	2	4
335	эсхила и	3	4
336	новое время	3	4
337	с которым	2	4
338	что мы	4	4
339	мог бы	2	4
340	в той	5	4
341	что эта	3	4
342	правда в	3	4
343	по его	2	4
344	и речи	2	4
345	в античной	3	3
346	если мы	2	3
347	нет ни	4	3
348	и потому	4	3
349	в каждой	2	3
350	не могут	3	3
351	было только	2	3
352	указывает на	4	3
353	нисколько не	7	3
354	в одной	2	3
355	вплоть до	2	3
356	приходит к	2	3
357	трагедии и	4	3
358	и притом	8	3
359	не раз	4	3
360	для себя	6	3
361	должен быть	2	3
362	что именно	2	3
363	а как	2	3
364	том же	2	3
365	в году	9	3
366	только на	2	3
367	а его	5	3
368	а с	4	3
369	видно что	2	3
370	схолиаста к	4	3
371	бы на	3	3
372	на месте	2	3
373	от этого	4	3
374	ли в	2	3
375	они не	3	3
376	он говорит	2	3
377	он в	5	3
378	людей и	13	3
379	а после	2	3
380	и за	2	3
381	идет речь	2	3
382	этом же	2	3
383	для их	2	3
384	он с	2	3
385	не столь	3	3
386	по этому	5	3
387	обстоятельство что	2	3
388	для них	3	3
389	в виде	25	3
390	на землю	7	3
391	и самого	3	3
392	все еще	4	3
393	мы видели	2	3
394	в эпоху	5	3
395	его с	2	3
396	это в	2	3
397	в новое	3	3
398	и уже	2	3
399	его за	2	3
400	мы находим	9	3
401	сам же	4	3
402	только для	5	3
403	как о	6	3
404	и готов	2	3
405	не мешает	2	3
406	чем не	2	3
407	жизнь и	6	3
408	и более	3	3
409	к людям	5	3
410	можно найти	6	3
411	сказать о	2	3
412	в самой	5	3
413	какой мере	3	3
414	будто бы	5	3
415	если он	4	3
416	такую же	2	3
417	по себе	5	3
418	всю свою	4	3
419	является не	2	3
420	платон в	2	3
421	ему в	3	3
422	в таком	4	3
423	и есть	4	3
424	во всем	5	3
425	не к	3	3
426	в нашем	5	3
427	однако не	2	3
428	находим в	4	2
429	еще и	6	2
430	перед нами	14	2
431	тем самым	2	2
432	для человека	2	2
433	не для	2	2
434	менее в	2	2
435	человека и	4	2
436	доходит до	2	2
437	а потом	4	2
438	не как	3	2
439	и любовь	2	2
440	что здесь	8	2
441	остановиться на	2	2
442	никак не	10	2
443	видя в	2	2
444	не могли	2	2
