N	2gram	Voloshinov	Dialekti
1	не есть	2	181
2	и не	4	120
3	и в	16	77
4	точки зрения	8	72
5	может быть	17	71
6	не только	7	66
7	то что	3	59
8	и есть	3	55
9	не может	8	53
10	и даже	4	47
11	так как	4	46
12	с точки	6	46
13	что это	2	46
14	как бы	5	43
15	ни в	5	42
16	в том	3	40
17	что такое	5	39
18	в этом	9	39
19	то же	2	39
20	том что	3	37
21	что он	2	37
22	прежде всего	9	37
23	что в	3	34
24	в нем	4	34
25	и все	4	33
26	но и	4	32
27	все это	4	31
28	и как	3	30
29	отнюдь не	4	30
30	сказать что	7	30
31	так и	4	29
32	было бы	2	29
33	как и	2	28
34	никогда не	2	27
35	крайней мере	3	26
36	по крайней	3	26
37	есть и	2	26
38	и пр	12	25
39	говорить о	2	25
40	учение о	3	25
41	но это	2	24
42	и вот	3	23
43	что оно	2	23
44	таким образом	9	23
45	что не	2	21
46	в чем	5	21
47	в каком	2	20
48	только в	4	20
49	и вообще	2	20
50	что и	2	20
51	совершенно не	8	20
52	о том	2	20
53	и с	8	20
54	и притом	3	19
55	что мы	2	19
56	как это	3	19
57	не менее	2	19
58	и это	6	19
59	в самом	2	19
60	не существует	2	19
61	и его	8	19
62	хотя бы	4	18
63	жизни и	3	18
64	в основе	3	17
65	можно сказать	4	17
66	другими словами	2	16
67	в своей	2	16
68	мы не	2	16
69	конечно не	6	16
70	и о	2	15
71	сознания и	2	15
72	так же	2	15
73	самом деле	6	15
74	и мы	2	15
75	мы уже	2	15
76	и потому	3	14
77	и ее	4	14
78	с ним	2	14
79	и только	9	14
80	но в	4	13
81	он не	2	13
82	с ее	4	13
83	и к	6	13
84	могут быть	3	12
85	еще не	5	12
86	все эти	5	12
87	не могут	2	12
88	но как	2	12
89	даже не	3	12
90	а в	3	12
91	и может	4	12
92	с этим	2	12
93	только на	3	11
94	в них	2	11
95	только то	2	11
96	есть в	2	11
97	в душе	2	10
98	как мы	4	10
99	в его	4	10
100	за пределы	2	10
101	с этой	2	10
102	и для	2	10
103	оно не	2	10
104	в частности	2	10
105	мы видим	2	10
106	во всяком	3	10
107	в жизни	2	10
108	если мы	2	10
109	только как	3	10
110	не нуждается	2	9
111	и по	2	9
112	в этих	3	9
113	между собою	2	9
114	в одном	3	9
115	быть может	2	9
116	же как	2	9
117	с ними	4	9
118	при этом	6	9
119	мы можем	9	9
120	на этом	3	9
121	и на	4	9
122	на самом	4	8
123	не будет	2	8
124	не на	2	8
125	в этой	4	8
126	только и	2	8
127	и говорить	2	8
128	один из	2	8
129	нет и	2	8
130	этом смысле	3	8
131	как не	2	8
132	из этих	2	7
133	на первый	2	7
134	все что	4	7
135	для меня	2	7
136	нуждается в	5	7
137	не знает	2	7
138	мира и	3	7
139	с его	7	7
140	и их	4	7
141	отношения к	3	7
142	отношение к	5	6
143	в один	4	6
144	может иметь	2	6
145	они не	2	6
146	себя и	2	6
147	для этого	2	6
148	нем нет	2	6
149	вообще не	2	6
150	вместе с	3	6
151	его в	4	6
152	в науке	2	6
153	по своему	2	6
154	с их	3	6
155	во всех	3	6
156	я и	6	6
157	об его	2	6
158	для него	6	6
159	ее в	2	6
160	всяком случае	3	6
161	но мы	4	5
162	что на	2	5
163	почти не	2	5
164	по сравнению	3	5
165	и наконец	4	5
166	сих пор	3	5
167	едва ли	3	5
168	их в	3	5
169	сравнению с	3	5
170	оно и	2	5
171	в области	3	5
172	в одно	2	5
173	нет никаких	2	5
174	в него	5	5
175	и она	3	5
176	сознание и	5	5
177	к этому	2	5
178	и так	2	5
179	можем сказать	2	5
180	до сих	3	5
181	мы знаем	3	4
182	на них	2	4
183	а потому	4	4
184	как с	2	4
185	внешний мир	2	4
186	только для	5	4
187	необходимость и	2	4
188	связанные с	2	4
189	в общем	3	4
190	с нею	2	4
191	к ним	2	4
192	в этот	2	4
193	потому и	2	4
194	но ведь	2	4
195	у него	2	4
196	со всеми	2	4
197	и этим	2	4
198	меньше всего	2	4
199	не можем	2	4
200	и всех	2	4
201	можно назвать	2	4
202	поэтому и	2	4
203	никаких оснований	3	3
204	для нас	2	3
205	сделать это	2	3
206	самого начала	4	3
207	и этот	2	3
208	с самого	4	3
209	чувств и	3	3
210	что можно	2	3
211	всю жизнь	2	3
212	тех же	3	3
213	мысли и	4	3
214	чем не	3	3
215	момент в	2	3
216	чувства и	2	3
217	для всех	4	3
218	понятия и	2	3
219	в свое	2	3
220	и оно	3	3
221	в голову	2	3
222	совсем не	2	3
223	во время	3	3
224	во всей	2	3
225	в глубину	2	3
226	с другими	3	3
227	да еще	2	3
228	ни было	2	3
229	знаем что	2	3
230	в область	2	2
231	при всей	2	2
232	из тех	2	2
233	и других	2	2
234	своей жизни	2	2
235	и др	3	2
236	те же	3	2
237	существует только	2	2
238	но зато	2	2
239	в систему	2	2
240	всего а	2	2
241	находится в	2	2
242	и теперь	3	2
243	реальности и	3	2
244	все то	2	2
245	и вся	2	2
246	и проч	9	2
247	здесь же	2	2
248	между ними	3	2
249	нечего и	2	2
250	на высоте	2	2
251	пр и	3	2
252	к отцу	6	2
253	и образы	2	2
254	но оно	3	2
