N	2gram	Vygotskiy_	Russkaja
1	не может	17	22
2	и не	20	19
3	в том	46	17
4	в этом	37	17
5	с другом	2	14
6	и в	65	14
7	друг с	2	14
8	то что	61	13
9	точки зрения	19	11
10	то же	17	11
11	таким образом	21	11
12	в то	5	10
13	но и	6	10
14	не только	16	9
15	том что	28	9
16	может быть	33	9
17	в себе	9	9
18	с точки	11	9
19	во всяком	6	9
20	того чтобы	21	8
21	как на	9	8
22	прежде всего	2	8
23	и с	4	7
24	к тому	18	7
25	о том	17	7
26	в данном	5	7
27	мы должны	3	7
28	и если	13	7
29	не будет	2	7
30	отнюдь не	2	7
31	самом деле	33	7
32	с тем	14	6
33	если в	2	6
34	на самом	3	6
35	и для	4	6
36	для всех	2	6
37	в своих	6	6
38	и к	5	6
39	если бы	22	6
40	всяком случае	6	6
41	все это	12	6
42	для того	18	6
43	что он	23	6
44	признать что	2	6
45	в своем	8	6
46	для него	4	6
47	а в	9	5
48	на то	25	5
49	было бы	22	5
50	хотя бы	3	5
51	из которых	6	5
52	между собой	2	5
53	и на	7	5
54	потому что	26	5
55	при этом	10	5
56	в нем	8	5
57	он должен	2	5
58	в своей	6	5
59	конечно не	6	5
60	только в	9	5
61	никогда не	9	5
62	и только	8	5
63	он не	11	5
64	сих пор	6	5
65	между тем	10	5
66	во всех	4	5
67	по существу	4	5
68	до сих	7	5
69	и то	10	4
70	что в	36	4
71	но не	3	4
72	его в	5	4
73	все же	10	4
74	не могут	2	4
75	к этой	3	4
76	не в	12	4
77	как и	12	4
78	ли это	3	4
79	тому чтобы	4	4
80	в мире	3	4
81	как бы	29	4
82	все что	2	4
83	можно было	7	4
84	при том	2	4
85	так как	13	4
86	тогда когда	2	4
87	он будет	2	4
88	что же	3	4
89	жизни и	6	4
90	что такой	2	4
91	в его	11	4
92	том случае	4	4
93	со стороны	4	4
94	в их	3	4
95	отказаться от	2	4
96	во всем	2	4
97	в этой	20	4
98	в совершенно	3	4
99	вместе с	10	4
100	данном случае	5	3
101	все они	3	3
102	одна из	6	3
103	то это	5	3
104	том чтобы	2	3
105	для этого	9	3
106	о котором	5	3
107	и этот	6	3
108	что все	10	3
109	что это	19	3
110	лучшем случае	2	3
111	о которых	10	3
112	но мы	4	3
113	что для	6	3
114	и сейчас	2	3
115	именно в	3	3
116	из этих	6	3
117	она может	4	3
118	всех этих	2	3
119	что оно	5	3
120	в другом	6	3
121	главным образом	6	3
122	в конце	5	3
123	из них	10	3
124	но если	6	3
125	в самом	41	3
126	случае если	4	3
127	и как	10	3
128	в лучшем	2	3
129	несмотря на	7	3
130	знаем что	4	3
131	что и	7	3
132	или в	6	3
133	из этого	10	3
134	и во	3	3
135	говорить о	3	3
136	и по	2	3
137	связи с	2	3
138	еще не	3	3
139	в виде	5	3
140	того что	9	3
141	в качестве	2	3
142	что они	9	3
143	не было	4	3
144	и т	19	3
145	мы говорили	3	3
146	тем что	7	3
147	согласиться с	4	2
148	что только	3	2
149	и о	6	2
150	тот факт	3	2
151	в течение	5	2
152	весь смысл	2	2
153	не так	4	2
154	не к	5	2
155	с этим	11	2
156	тем самым	4	2
157	были бы	5	2
158	или иного	2	2
159	и те	2	2
160	ее в	7	2
161	тому что	10	2
162	к нему	2	2
163	указывает на	8	2
164	она не	10	2
165	из всех	3	2
166	но в	5	2
167	того или	2	2
168	ни в	6	2
169	в котором	7	2
170	что такое	2	2
171	так же	12	2
172	их в	4	2
173	от этой	2	2
174	для нее	2	2
175	это в	3	2
176	или от	2	2
177	состоит в	4	2
178	больше чем	5	2
179	в ней	23	2
180	на эту	2	2
181	уже не	2	2
182	собой все	2	2
183	на это	6	2
184	время в	5	2
185	этот вопрос	5	2
186	в некоторых	2	2
187	в результате	3	2
188	бы для	2	2
189	благодаря этому	2	2
190	и вместе	3	2
191	отличается от	2	2
192	с уверенностью	4	2
193	в силу	2	2
194	и даже	4	2
195	а не	11	2
196	что ничего	2	2
197	для нас	14	2
198	себя как	3	2
199	представить себе	2	2
200	по себе	5	2
201	от него	2	2
202	в порядке	4	2
203	мы можем	12	2
204	не можем	4	2
205	нисколько не	3	2
206	целый ряд	6	2
207	точно так	3	2
208	стоит только	3	2
209	речь идет	7	2
210	место в	6	2
211	к себе	2	2
212	зависит от	2	2
213	всю свою	2	2
214	уже указали	2	2
215	бы его	2	2
216	и тем	4	2
217	по самому	3	2
218	к чему	6	2
219	и вот	6	2
220	и что	29	2
221	другом и	2	2
222	но это	6	2
223	что с	4	2
224	это только	4	2
225	все эти	7	2
226	совершенно не	8	2
227	только для	3	2
228	и наконец	2	2
229	а с	4	2
230	совершенно очевидно	3	2
231	не просто	7	2
232	в этих	3	2
233	только на	3	2
234	в частности	3	2
235	факт что	3	2
236	в таком	6	2
237	и есть	3	2
238	но совершенно	4	2
239	так что	10	2
240	во время	4	2
241	как будто	13	2
242	друг другу	2	2
243	на основании	2	2
244	противоречие с	4	2
245	именно на	3	2
246	должна быть	5	2
247	отношения к	3	2
248	в противоречие	3	2
249	если же	3	2
250	это есть	3	2
251	с ним	6	2
252	у него	6	2
253	мы уже	12	2
254	том и	3	2
255	и более	4	2
256	ясно что	11	2
