N	2gram	Vygotskiy_	TeoriaLi
1	в качестве	13	33
2	не только	28	24
3	и в	33	24
4	в частности	9	23
5	состоит в	11	22
6	может быть	15	22
7	в том	44	20
8	при этом	9	20
9	тогда как	3	18
10	и не	18	17
11	а в	5	15
12	но и	14	14
13	так и	8	14
14	а не	14	14
15	в себе	4	14
16	но не	13	13
17	внутренней речи	7	13
18	представляет собой	11	13
19	в этом	43	12
20	то же	12	12
21	но в	9	12
22	в его	15	12
23	том что	41	11
24	точки зрения	27	11
25	и его	6	11
26	по отношению	19	10
27	отношению к	19	10
28	как это	11	10
29	что в	33	10
30	в данном	4	9
31	не в	10	9
32	с другой	11	9
33	в то	5	9
34	только в	21	9
35	не может	31	8
36	по своей	7	8
37	как бы	11	8
38	в своей	5	8
39	в своем	11	7
40	мы имеем	4	7
41	себя в	4	7
42	отношение к	12	7
43	во второй	4	7
44	в области	19	7
45	отличие от	3	7
46	в самом	10	7
47	в отличие	3	7
48	место в	2	7
49	не столько	3	7
50	и т.п	2	7
51	в нем	10	7
52	тем самым	13	6
53	другой стороны	9	6
54	в первой	2	6
55	со стороны	3	6
56	не менее	4	6
57	еще не	11	6
58	то что	48	6
59	как и	13	6
60	приводит к	10	6
61	между ними	5	6
62	в основе	12	6
63	с его	3	6
64	данном случае	3	5
65	как в	7	5
66	иначе говоря	2	5
67	в виду	4	5
68	и тем	5	5
69	в ходе	17	5
70	роли в	2	5
71	не является	7	5
72	для того	20	5
73	в пределах	6	5
74	для него	9	5
75	между тем	5	5
76	могут быть	7	5
77	того чтобы	26	5
78	того что	34	5
79	он не	13	5
80	в себя	4	5
81	можно сказать	7	5
82	никогда не	10	4
83	сказать что	18	4
84	в отношении	18	4
85	его в	6	4
86	это не	8	4
87	или иным	2	4
88	и ее	2	4
89	в другом	7	4
90	в силу	14	4
91	этого слова	3	4
92	и т.д	6	4
93	в их	4	4
94	одного и	9	4
95	в этих	7	4
96	что он	40	4
97	по своему	4	4
98	к тому	14	4
99	речи и	8	4
100	а только	8	4
101	того же	13	4
102	слова в	3	4
103	в свою	5	4
104	в целом	8	4
105	совпадает с	4	4
106	отношении к	2	4
107	и того	8	4
108	и что	18	4
109	говорить о	3	4
110	или даже	2	4
111	не на	5	4
112	отношения к	2	4
113	в нашем	5	4
114	не знает	6	4
115	но он	8	4
116	и то	9	3
117	и притом	2	3
118	мышления и	8	3
119	и потому	3	3
120	во всех	3	3
121	понятие о	3	3
122	из этих	2	3
123	одной стороны	10	3
124	о чем	3	3
125	в которой	8	3
126	и для	3	3
127	как совокупность	2	3
128	и как	7	3
129	говоря о	2	3
130	если бы	13	3
131	к которому	7	3
132	он должен	9	3
133	подобно тому	6	3
134	свою очередь	4	3
135	как говорит	2	3
136	одним из	4	3
137	с этой	8	3
138	в момент	4	3
139	никто не	2	3
140	между собой	17	3
141	с одной	10	3
142	а с	3	3
143	не с	2	3
144	и составляет	5	3
145	есть в	2	3
146	в жизни	2	3
147	столь же	5	3
148	или иных	2	3
149	их в	3	3
150	именно в	8	3
151	потому что	40	3
152	тому как	6	3
153	том числе	2	3
154	во втором	2	3
155	прежде всего	5	3
156	к его	4	3
157	и к	7	3
158	этом смысле	5	3
159	отнюдь не	2	3
160	только не	7	3
161	с точки	12	3
162	своей природе	4	3
163	все эти	9	3
164	и по	5	3
165	в равной	4	3
166	связи с	9	3
167	в связи	6	3
168	таким образом	30	3
169	во всей	3	3
170	принадлежит к	2	3
171	тех или	2	3
172	оказывается в	2	3
173	в этой	8	3
174	имеет место	4	3
175	в одном	3	3
176	как раз	5	3
