N	2gram	Medvedev_V	Problemy
1	и в	26	106
2	и не	20	90
3	как бы	5	70
4	может быть	23	66
5	т е	18	59
6	в его	15	56
7	в этом	29	52
8	в нем	7	51
9	не может	17	49
10	что он	4	44
11	как и	7	44
12	но и	10	40
13	точки зрения	3	40
14	для него	9	39
15	и его	6	39
16	а не	7	38
17	не только	26	36
18	то же	10	36
19	в пределах	5	35
20	то что	7	33
21	но в	2	33
22	прежде всего	13	32
23	в то	6	29
24	все это	13	29
25	он не	2	29
26	не в	6	27
27	в одном	5	27
28	же время	5	26
29	и т	25	25
30	в самом	4	25
31	вовсе не	3	24
32	таким образом	32	22
33	в каждом	2	22
34	по себе	2	22
35	никогда не	5	20
36	все же	6	20
37	только в	8	20
38	что в	11	19
39	с его	4	19
40	отношению к	7	19
41	в себе	6	18
42	по отношению	7	18
43	т п	9	18
44	все эти	8	18
45	еще не	2	18
46	но не	2	18
47	это не	7	17
48	в том	15	17
49	так и	6	17
50	а в	3	17
51	и к	3	17
52	так же	3	16
53	в другом	2	16
54	если бы	3	16
55	в своей	4	16
56	и наконец	2	15
57	и для	2	15
58	у него	6	15
59	в своем	8	14
60	в конце	3	14
61	лишь в	2	14
62	и сам	2	14
63	он и	2	14
64	как раз	4	14
65	а как	2	14
66	его в	3	13
67	перед нами	5	13
68	достоевского и	2	13
69	в романе	4	13
70	в целом	5	13
71	с другими	2	13
72	на него	2	13
73	том что	8	12
74	даже в	5	12
75	в плане	5	12
76	к тому	5	12
77	между тем	6	12
78	что и	3	12
79	было бы	8	12
80	во всяком	2	12
81	так сказать	2	12
82	и даже	2	12
83	и как	3	12
84	себе и	2	12
85	в котором	3	12
86	не могут	10	11
87	в форме	3	11
88	конце концов	2	11
89	она не	3	11
90	ни одного	2	11
91	бы и	6	11
92	он сам	2	11
93	должно быть	2	11
94	бы в	3	11
95	с другой	11	11
96	их в	7	11
97	идеи в	2	10
98	что не	3	10
99	до сих	2	10
100	сих пор	2	10
101	далеко не	3	10
102	в творчестве	3	10
103	приводит к	6	10
104	в слове	3	10
105	и потому	2	9
106	в единстве	4	9
107	или в	3	9
108	могут быть	8	9
109	в них	5	9
110	хотя и	2	9
111	да и	2	9
112	другой стороны	8	9
113	хотя бы	20	9
114	человека в	2	9
115	что у	3	9
116	всяком случае	2	9
117	но как	3	8
118	никак не	3	8
119	одним из	5	8
120	это и	6	8
121	вот как	4	8
122	того что	3	8
123	с ними	4	8
124	должна быть	2	8
125	из его	4	8
126	и от	3	8
127	и он	3	8
128	в результате	5	8
129	о том	10	8
130	и у	2	8
131	из них	11	8
132	же и	3	8
133	не о	2	7
134	в их	5	7
135	в виду	4	7
136	и др	10	7
137	в процессе	17	7
138	он в	2	7
139	все его	2	7
140	мира и	3	7
141	между ними	3	7
142	что все	4	7
143	что они	3	7
144	и ее	4	7
145	например в	3	7
146	сказать что	5	7
147	ее как	2	7
148	в жизни	2	7
149	что она	2	7
150	отличается от	2	7
151	т д	16	7
152	и их	3	7
153	во всех	7	7
154	не было	7	7
155	как он	3	6
156	на вопрос	2	6
157	по существу	4	6
158	не менее	2	6
159	собою и	2	6
160	в художественном	10	6
161	у тургенева	3	6
162	во время	4	6
163	одна из	4	6
164	с этим	3	6
165	можно было	2	6
166	зависимости от	5	6
167	него в	3	6
168	его художественного	2	6
169	но для	2	6
170	для его	4	6
171	в этой	4	6
172	на то	2	6
173	он может	2	6
174	в своих	2	6
175	этот вопрос	3	6
176	в которых	3	6
177	на этом	2	6
178	жизни и	3	6
179	как на	3	6
180	но с	2	6
181	или иной	2	5
182	крайней мере	2	5
183	том же	6	5
184	с тем	4	5
185	тому что	7	5
186	они не	2	5
187	в общем	2	5
188	в чем	2	5
189	один из	6	5
190	в зависимости	6	5
191	в ее	4	5
192	в последнем	2	5
193	автора как	2	5
194	между собою	2	5
195	по крайней	2	5
196	нет и	3	5
197	подобно тому	3	5
198	я бы	2	5
199	именно в	3	5
200	когда он	4	5
201	тому как	3	5
202	в ней	2	5
203	художественного творчества	19	5
204	вместе с	8	5
205	нет ни	2	4
206	стороны и	2	4
207	слова не	2	4
208	и слова	2	4
209	при всей	2	4
210	от того	2	4
211	из которых	2	4
212	или менее	6	4
213	мы видели	3	4
214	от них	2	4
215	только с	2	4
216	более или	6	4
217	или наконец	2	4
218	даже и	3	4
219	что оно	3	4
220	то это	2	4
221	связи с	5	4
222	во всей	2	4
223	понятно что	2	4
224	всех этих	3	4
225	в которой	2	4
226	о своем	2	4
227	вне его	2	4
228	только что	4	4
229	об этом	9	4
230	бы не	2	4
231	этом отношении	14	4
232	также и	2	4
233	что такое	2	4
234	ни один	8	4
235	со своим	3	4
236	чтобы не	2	3
237	братьях карамазовых	2	3
238	только у	2	3
239	о чем	2	3
240	человека и	3	3
241	которые в	2	3
242	что говорит	3	3
243	в письме	16	3
244	в основном	7	3
245	например у	2	3
246	мы знаем	3	3
247	что даже	2	3
248	художественную форму	2	3
249	он говорит	5	3
250	или меньшей	3	3
251	того чтобы	3	3
252	а затем	2	3
253	и мир	3	3
254	и по	3	3
255	же в	7	3
256	самый факт	2	3
257	е в	2	3
258	можно сказать	4	3
259	должны быть	2	3
260	ее в	4	3
261	того как	2	3
262	одной из	2	3
263	меньшей степени	2	3
264	того или	2	3
265	как например	2	3
266	в сознании	4	3
267	только то	2	3
268	что так	2	3
269	из этих	7	3
270	а к	2	3
271	говорить о	2	3
272	художественном творчестве	6	3
273	реакции на	2	3
274	все они	2	3
275	не является	5	3
276	и при	5	3
277	и есть	5	3
278	у нас	3	3
279	что его	2	3
280	от характера	2	3
281	не с	2	3
282	из рассказа	2	3
283	большей или	3	3
284	только не	2	3
285	сводится к	3	3
286	говорит о	7	3
287	в различных	2	3
288	будто бы	2	3
289	ту же	2	3
290	в большей	2	3
291	своих героев	2	3
292	оно является	2	3
293	художественный образ	5	2
294	еще и	2	2
295	в книге	2	2
296	эти явления	2	2
297	к этим	2	2
298	братьев карамазовых	2	2
299	эти вопросы	2	2
300	а вот	3	2
301	самого себя	2	2
302	этой точки	2	2
303	вот что	12	2
304	у каждого	2	2
305	к этому	9	2
306	видеть в	3	2
307	должен быть	4	2
308	не всегда	2	2
309	одном из	4	2
310	тогда когда	2	2
311	в образе	2	2
312	письме к	12	2
313	разобраться в	2	2
314	к сожалению	2	2
315	и изобразить	2	2
316	они и	2	2
317	в особенности	2	2
318	мы наблюдаем	2	2
319	он пишет	9	2
320	образы и	5	2
321	в значительной	3	2
322	отнюдь не	4	2
323	с нею	2	2
324	смысле слова	2	2
325	плана и	3	2
326	вот это	2	2
327	для них	2	2
328	и художественного	3	2
329	идеологического творчества	2	2
330	произведения в	7	2
331	отметить что	2	2
332	же как	2	2
333	образом в	3	2
334	в противоположность	3	2
335	к его	2	2
336	произведения не	2	2
337	ли это	2	2
338	идей и	3	2
339	и весь	2	2
340	но даже	3	2
341	этот процесс	3	2
342	чего бы	2	2
343	и этот	2	2
344	художественного произведения	6	2
345	было в	2	2
346	явления в	2	2
347	замысла и	4	2
348	в статье	4	2
349	и быть	2	2
350	в качестве	12	2
351	для того	3	2
352	иметь в	2	2
353	не столько	2	2
354	всех его	2	2
355	с одной	2	2
356	после того	2	2
357	сюжета и	2	2
358	само собою	2	2
359	что для	4	2
360	все произведение	2	2
361	пока еще	2	2
362	произведения и	7	2
363	их и	4	2
364	роль в	4	2
365	не об	2	2
366	но к	2	2
367	является не	4	2
368	не следует	8	2
369	же самое	2	2
370	произведения как	6	2
371	них не	4	2
372	данного произведения	3	2
