N	2gram	Losev_Dial	Marksizm
1	точки зрения	25	69
2	может быть	30	64
3	и в	35	63
4	и не	51	55
5	как бы	19	53
6	не может	16	47
7	с точки	18	46
8	и пр	7	42
9	и его	6	41
10	в этом	18	39
11	таким образом	5	38
12	как мы	5	32
13	не только	26	29
14	в нем	25	28
15	то же	21	28
16	но и	17	27
17	самом деле	6	25
18	связи с	3	25
19	прежде всего	14	24
20	как и	10	24
21	в самом	6	24
22	так и	18	23
23	только в	7	23
24	в том	20	22
25	то что	25	22
26	а не	24	22
27	– в	11	21
28	при этом	2	20
29	для него	2	20
30	если мы	3	20
31	том что	18	19
32	не в	12	19
33	в его	4	19
34	если бы	12	19
35	на почве	2	19
36	но в	8	18
37	в ее	3	18
38	и для	2	18
39	вовсе не	19	18
40	все же	9	17
41	в сущности	2	17
42	это –	38	17
43	в то	10	16
44	и как	14	16
45	ни было	2	16
46	что он	16	15
47	в связи	3	15
48	во всех	3	15
49	отнюдь не	13	15
50	же время	9	15
51	– не	17	15
52	в данном	5	14
53	хотя бы	6	14
54	в смысле	5	14
55	– это	14	14
56	ничего не	19	13
57	так же	6	13
58	– и	5	13
59	было бы	14	13
60	в своей	9	13
61	не является	3	13
62	что в	19	13
63	в результате	2	12
64	а в	8	12
65	в основе	4	12
66	для того	2	12
67	является не	3	12
68	он не	5	12
69	между тем	3	12
70	на самом	5	11
71	как в	3	11
72	и все	11	11
73	к нему	12	11
74	в ней	4	11
75	сих пор	4	11
76	все эти	4	11
77	и от	5	11
78	так как	24	11
79	еще не	4	11
80	и что	17	11
81	мы уже	8	11
82	до сих	4	11
83	никогда не	18	10
84	его в	3	10
85	и потому	6	10
86	в каждом	4	10
87	самого начала	2	10
88	– как	6	10
89	с самого	2	10
90	здесь в	3	10
91	во всяком	5	10
92	сказать что	19	10
93	к этому	2	10
94	в своем	7	10
95	совершенно не	13	10
96	с другой	10	10
97	именно в	4	10
98	конечно не	9	10
99	в таком	4	10
100	и следовательно	7	9
101	в себе	23	9
102	это не	18	9
103	только на	3	9
104	и это	6	9
105	к тому	6	9
106	что это	21	9
107	и эта	3	9
108	не имеет	15	9
109	отношении к	3	9
110	и более	7	9
111	ни в	20	9
112	точка зрения	3	9
113	же самое	3	9
114	быть и	7	9
115	в каком	10	8
116	в отношении	5	8
117	перед нами	3	8
118	или иной	4	8
119	в науке	3	8
120	не как	4	8
121	в их	5	8
122	с этим	5	8
123	тому что	4	8
124	что не	13	8
125	не будет	2	8
126	что и	7	8
127	другой стороны	7	8
128	за пределы	4	8
129	мысли и	3	8
130	и даже	23	8
131	мы можем	5	8
132	кроме того	2	8
133	и их	5	8
134	на то	5	8
135	и с	10	8
136	но что	10	8
137	не было	7	8
138	у него	2	8
139	ясно что	11	8
140	от него	4	7
141	того что	6	7
142	по себе	39	7
143	могут быть	6	7
144	с ними	4	7
145	в качестве	2	7
146	в этой	3	7
147	бы в	3	7
148	в этих	6	7
149	следует что	2	7
150	далеко не	2	7
151	о том	8	7
152	в котором	5	7
153	не существует	8	7
154	он сам	6	7
155	как раз	7	7
156	не есть	67	6
157	вопрос о	3	6
158	мы должны	6	6
159	в другом	6	6
160	в различных	2	6
161	он и	2	6
162	одной стороны	3	6
163	что же	5	6
164	в какой	3	6
165	должны быть	2	6
166	все это	14	6
167	должна быть	5	6
168	с другими	2	6
169	из этих	2	6
170	сознания и	8	6
171	по мере	3	6
172	же в	2	6
173	зависимости от	2	6
174	лишь как	3	6
175	с одной	4	6
176	уже не	3	6
177	в корне	2	6
178	всяком случае	3	6
179	в той	4	6
180	ничего общего	4	6
181	не к	2	6
182	тем же	3	6
183	этом отношении	2	5
184	как же	8	5
185	но как	7	5
186	о чем	4	5
187	в конце	5	5
188	от того	2	5
189	и у	2	5
190	понятно что	2	5
191	то мы	2	5
192	в виду	9	5
193	и тем	2	5
194	точку зрения	3	5
195	связано с	2	5
196	и вот	10	5
197	форм и	2	5
198	то в	8	5
199	в особенности	6	5
200	в душе	8	5
201	от этого	5	5
202	не менее	5	5
203	или в	2	5
204	же он	2	5
205	– то	4	5
206	той или	11	5
207	– вот	3	5
208	хотя и	4	5
209	да и	11	5
210	и внешнего	8	5
211	себя в	2	5
212	все время	4	5
213	необходимо чтобы	2	5
214	тем более	2	5
215	должно быть	7	5
216	самом же	2	5
217	ее в	2	5
218	следовательно не	2	5
219	она не	10	5
220	но не	9	5
221	и является	2	5
222	что такое	13	5
223	еще более	3	5
224	по смыслу	2	5
225	таком случае	2	5
226	же деле	2	5
227	в одном	4	5
228	вместе с	3	5
229	в каких	2	4
230	другими словами	2	4
231	не могут	4	4
232	он –	22	4
233	нуждается в	6	4
234	в одной	4	4
235	как он	5	4
236	в тех	2	4
237	эти два	4	4
238	что здесь	4	4
239	из всего	2	4
240	в области	2	4
241	так что	21	4
242	нас не	2	4
243	и к	8	4
244	стремится к	2	4
245	что все	2	4
246	можно сказать	10	4
247	в определенном	2	4
248	в узком	2	4
249	и он	6	4
250	в них	4	4
251	внутреннего и	11	4
252	в зависимости	2	4
253	и до	2	4
254	что они	8	4
255	нет и	2	4
256	бы и	4	4
257	относится к	2	4
258	и то	15	4
259	к его	2	4
260	независимо от	2	4
261	стороны и	4	4
262	в которой	3	4
263	что она	18	4
264	только с	3	4
265	говорит что	3	4
266	нем нет	3	4
267	выражения в	2	4
268	только что	5	4
269	в становлении	2	4
270	лежащая в	3	4
271	но ведь	2	4
272	же и	11	4
273	со всеми	2	4
274	не знает	2	4
275	она и	2	4
276	мы замечаем	2	4
277	но все	5	4
278	но к	2	4
279	уже знаем	4	4
280	но для	2	4
281	из них	5	4
282	мог бы	3	4
283	как она	7	4
284	уже в	5	4
285	несмотря на	12	4
286	жизни и	9	4
287	из этого	2	4
288	это и	6	4
289	если же	2	4
290	тем что	2	4
291	даже в	6	3
292	не о	5	3
293	еще и	4	3
294	оно –	4	3
295	были бы	3	3
296	– что	2	3
297	является как	2	3
298	только и	5	3
299	по своей	5	3
300	но если	6	3
301	должен быть	2	3
302	или хотя	2	3
303	конце концов	4	3
304	ведь это	3	3
305	у них	3	3
306	тогда когда	6	3
307	и при	3	3
308	в виде	2	3
309	и та	8	3
310	главным образом	2	3
311	или менее	5	3
312	же –	4	3
313	с тем	2	3
314	действительности и	4	3
315	как это	8	3
316	общего с	6	3
317	они не	3	3
318	более или	5	3
319	все его	3	3
320	потому что	23	3
321	и философии	2	3
322	даже и	3	3
323	что оно	9	3
324	как ни	3	3
325	почти не	3	3
326	всегда и	4	3
327	– все	8	3
328	– к	2	3
329	и др	2	3
330	мы видим	6	3
331	и по	5	3
332	и тогда	4	3
333	есть только	9	3
334	но вот	5	3
335	и они	3	3
336	и вообще	10	3
337	могла бы	2	3
338	одно и	8	3
339	мысли в	2	3
340	более и	2	3
341	ли это	4	3
342	но это	12	3
343	можно было	5	3
344	с их	2	3
345	поэтому и	3	3
346	тем не	3	3
347	друг с	2	3
348	сказал что	3	3
349	мы увидим	2	3
350	на первый	2	3
351	дана как	2	3
352	от их	2	3
353	нет никакой	2	3
354	и о	4	3
355	или как	2	3
356	ни к	2	3
357	но они	2	3
358	не с	5	3
359	на нее	2	3
360	то он	2	3
361	чтобы понять	3	3
362	в дальнейшем	6	3
363	также и	7	3
364	со своими	2	3
365	– мы	6	3
366	он может	3	3
367	с другом	2	3
368	со стороны	2	3
369	когда он	2	3
370	или иначе	3	3
371	зрения самого	2	3
372	в которых	2	3
373	еще в	2	3
374	или точнее	2	3
375	учение о	11	3
376	форму и	2	3
377	что эта	5	3
378	говорить о	9	3
379	и есть	20	3
380	и только	5	3
381	не идет	2	3
382	с ним	9	3
383	момент в	2	3
384	на все	2	3
385	того как	3	3
386	в системе	2	3
387	в широком	2	2
388	– совершенно	5	2
389	также не	2	2
390	ни о	5	2
391	и почти	6	2
392	указывает на	3	2
393	содержание и	2	2
394	ясность и	2	2
395	для нее	2	2
396	и отличается	3	2
397	крайней мере	11	2
398	после этого	3	2
399	это будет	2	2
400	в состоянии	2	2
401	можем сказать	3	2
402	виду что	2	2
403	и притом	7	2
404	иное как	4	2
405	с той	2	2
406	есть и	11	2
407	сами по	4	2
408	уже с	2	2
409	если для	2	2
410	к выводу	2	2
411	не остается	2	2
412	здесь как	2	2
413	в современной	2	2
414	в частности	4	2
415	была бы	4	2
416	речь как	2	2
417	а с	2	2
418	к ним	3	2
419	об одном	3	2
420	одна и	5	2
421	же не	4	2
422	и ни	7	2
423	так или	3	2
424	искусство и	2	2
425	в общем	2	2
426	гораздо более	3	2
427	а только	5	2
428	тех пор	2	2
429	к самому	3	2
430	иначе и	3	2
431	мира и	2	2
432	широком смысле	2	2
433	а потому	3	2
434	пока не	2	2
435	и вы	3	2
436	– или	3	2
437	оно должно	2	2
438	быть в	5	2
439	не то	9	2
440	на сцене	3	2
441	том или	2	2
442	или вообще	3	2
443	в разных	6	2
444	же как	3	2
445	его не	7	2
446	то как	3	2
447	что с	2	2
448	и часто	3	2
449	то не	4	2
450	заключается в	4	2
451	это значит	18	2
452	никто не	2	2
453	как из	3	2
454	будет ли	2	2
455	что как	2	2
456	нем и	2	2
457	смысла и	3	2
458	например в	2	2
459	когда мы	3	2
460	в эпоху	2	2
461	она –	9	2
462	само по	7	2
463	в сознании	3	2
464	можно только	4	2
465	небо и	2	2
466	зрения так	2	2
467	образ и	5	2
468	всех этих	4	2
469	с целью	3	2
470	даже не	4	2
471	это было	4	2
472	отличается от	3	2
473	и где	5	2
474	сама по	12	2
475	но уже	3	2
476	не что	4	2
477	не просто	19	2
478	мы еще	2	2
479	из нее	2	2
480	превращается в	2	2
481	всякая живая	2	2
482	та же	6	2
483	как о	2	2
484	с этой	3	2
485	во время	2	2
486	в чем	9	2
487	между собою	3	2
488	не по	2	2
489	но только	6	2
490	по крайней	11	2
491	себе и	5	2
492	эти последние	3	2
493	он также	2	2
494	на него	2	2
495	почти все	2	2
496	все –	3	2
497	зрения и	2	2
498	есть в	2	2
499	в жизни	3	2
500	есть его	2	2
501	и так	2	2
502	во всем	3	2
503	явлений и	3	2
504	вообще не	2	2
505	что эти	3	2
506	своего развития	2	2
507	их в	2	2
508	как они	2	2
509	как с	2	2
510	и если	5	2
511	оно не	2	2
512	этом смысле	4	2
513	нет еще	3	2
514	а именно	3	2
515	все в	2	2
516	именно как	2	2
517	что мы	3	2
518	же может	2	2
519	– так	2	2
520	нет ни	4	2
521	бытие –	2	2
522	друг другу	4	2
523	тому же	3	2
524	чтобы убедиться	2	2
525	отношения к	3	2
526	но с	4	2
527	не значит	6	2
528	мы и	3	2
529	а просто	2	2
530	но он	3	2
