N	4gram	Vygotskiy__4	formyVre
1	в том числе и	2	2
2	одна и та же	1	2
3	одного и того же	5	1
4	что в основе их	2	1
5	только в том что	2	1
6	это значит что если	1	1
7	друг с другом в	1	1
8	одно и то же	6	1
9	это мы наблюдаем и	1	1
10	в то время как	1	1
11	мы наблюдаем и в	1	1
12	как и во всех	1	1
13	с этой точки зрения	4	1
14	в том что он	1	1
15	все больше и больше	1	1
16	с двух сторон как	1	1
17	то что в основе	1	1
18	которая в свою очередь	1	1
19	в том что они	2	1
20	на первый план выступает	1	1
21	все более и более	2	1
22	как мы уже говорили	2	1
