N	3gram	Berdyaev_M_1	Literetu
1	в отличие от	1	5
2	о том что	1	4
3	по отношению к	2	4
4	в том что	1	4
5	не может быть	17	3
6	к жизни в	1	2
7	и вместе с	4	2
8	тем что он	2	2
9	не только в	2	2
10	и в самом	3	2
11	в самом деле	1	2
12	потому что не	1	2
13	но и в	4	2
14	не только для	1	1
15	это и есть	4	1
16	одно из самых	2	1
17	было бы и	1	1
18	и переходит в	2	1
19	в мире и	1	1
20	не знает что	1	1
21	в жизни так	1	1
22	но это не	1	1
23	для того чтобы	2	1
24	и т п	1	1
25	между тем как	1	1
26	своего творческого пути	1	1
27	но не в	1	1
28	самого себя и	1	1
29	хотя бы и	2	1
30	но не только	1	1
31	быть может наиболее	1	1
32	но и с	1	1
33	не что иное	1	1
34	в нынешнем его	1	1
35	как бы в	1	1
36	в этой любви	1	1
37	в отношении к	1	1
38	для него не	1	1
39	в значительной степени	1	1
40	как бы не	1	1
41	как будто бы	2	1
42	чем он сам	1	1
43	у него не	1	1
44	что иное как	1	1
45	он сам не	1	1
46	потому не может	1	1
47	как ему казалось	1	1
48	и в том	1	1
49	к человеку и	1	1
50	в себе и	1	1
51	в ряду других	1	1
52	с того что	1	1
53	вместе с тем	5	1
54	а не только	2	1
55	так и не	1	1
56	в конце этой	1	1
57	в этих словах	1	1
58	и потому не	3	1
59	от бога в	1	1
