N	3gram	Vygotskiy__1	Otkroven
1	у него в	1	5
2	для того чтобы	5	3
3	и в этом	1	2
4	что у него	3	2
5	не может быть	8	2
6	не могут быть	1	2
7	смысле этого слова	2	1
8	и не быть	1	1
9	как будто бы	2	1
10	по сравнению с	1	1
11	как например в	1	1
12	могут быть сопоставлены	1	1
13	хотя и не	2	1
14	не в том	5	1
15	нужно прежде всего	1	1
16	потому что в	1	1
17	а вовсе не	1	1
18	никогда не откажется	1	1
19	друг к другу	1	1
20	в самом деле	7	1
21	как бы в	1	1
22	и в том	1	1
23	в совершенно ином	1	1
24	он не только	2	1
25	бросается в глаза	1	1
26	он указывает на	1	1
27	и состоит чтобы	1	1
28	во всяком случае	6	1
29	том случае если	1	1
30	само по себе	5	1
31	о том что	7	1
32	в этом отношении	2	1
33	то что в	1	1
34	и в самом	2	1
35	и там и	1	1
36	заключает в себе	1	1
37	в том что	9	1
38	на то что	8	1
39	в том случае	2	1
40	и то что	1	1
41	он никогда не	1	1
42	вместо того чтобы	1	1
43	там и здесь	1	1
44	как и в	4	1
45	от того что	2	1
46	для всякого кто	1	1
47	прежде всего и	1	1
48	все что есть	1	1
