N	3gram	Propp_Isto_7	Stilisti
1	в зависимости от	1	7
2	с точки зрения	1	5
3	то же самое	1	4
4	ту или иную	1	4
5	в этом случае	1	3
6	но и в	2	3
7	не только в	5	3
8	но все же	2	3
9	как мы уже	1	3
10	как мы видели	1	3
11	тех случаях когда	3	2
12	вместе с тем	1	2
13	как мы увидим	1	2
14	только потому что	1	2
15	на первый взгляд	4	2
16	не может быть	3	2
17	в тех случаях	4	2
18	о том что	5	2
19	с тем и	1	2
20	в связи с	1	2
21	к тому что	1	2
22	мы видим что	3	2
23	мы видели что	1	2
24	в другом месте	1	1
25	дает ответ на	1	1
26	до наших дней	1	1
27	по отношению к	1	1
28	более или менее	1	1
29	в самом деле	1	1
30	и в особенности	1	1
31	для наших целей	1	1
32	не совсем так	1	1
33	ситуации при которых	1	1
34	в нем и	1	1
35	того в какой	1	1
36	до сих пор	2	1
37	и та же	1	1
38	от того в	1	1
39	при разных условиях	1	1
40	независимо от того	1	1
41	можно было бы	1	1
42	видим что и	1	1
43	для нас важнее	1	1
44	на этот вопрос	2	1
45	и здесь мы	2	1
46	в большинстве случаев	1	1
47	мы увидим дальше	1	1
48	и от этого	1	1
49	в действительности он	1	1
50	эту задачу выполняет	1	1
51	остановимся только на	1	1
52	в качестве примера	1	1
53	тем не менее	4	1
54	из всего предыдущего	1	1
55	которое существует между	1	1
56	одна и та	1	1
57	что это значит?	1	1
58	же самое и	1	1
59	на вопрос о	1	1
60	это не совсем	1	1
61	мы не можем	2	1
62	таким образом мы	2	1
63	мы увидим ниже	1	1
64	вопрос о том	1	1
65	не только на	1	1
66	этого может быть	1	1
67	мысль о том	1	1
68	и тем более	1	1
69	той роли которую	1	1
70	мы имеем в	4	1
71	с другой стороны	8	1
72	только в том	1	1
73	но все эти	1	1
74	мы все же	1	1
75	том что такое	1	1
76	характер в этих	1	1
77	мы уже знаем	3	1
78	в том что	4	1
79	и эта форма	1	1
80	не может получить	1	1
81	как и в	2	1
82	мы увидим что	2	1
83	мы видели не	1	1
