N	3gram	Nazirov_Tv_2	FransuaR
1	мы уже говорили	1	11
2	о том что	2	5
3	то же время	7	5
4	в то же	7	5
5	в другом месте	1	4
6	в самом деле	2	4
7	сих пор еще	1	3
8	до сих пор	3	3
9	не только с	1	2
10	но уже в	1	2
11	уже говорили о	1	2
12	это прежде всего	2	2
13	с другой стороны	2	2
14	нужно сказать что	1	2
15	в том что	2	2
16	и в литературе	1	2
17	и прежде всего	1	2
18	это связано с	1	1
19	по отношению к	3	1
20	в чем же	1	1
21	том что в	1	1
22	дело в том	1	1
23	там нет и	1	1
24	о том как	1	1
25	в нем и	1	1
26	в одной из	2	1
27	но нас интересует	1	1
28	но он дает	1	1
29	именно в этом	2	1
30	в этот день	1	1
31	думать о том	1	1
32	является одним из	1	1
33	в литературе в	1	1
34	дается еще более	1	1
35	на этот вопрос	2	1
36	и в истории	1	1
37	никогда не было	2	1
38	со всех сторон	1	1
39	мы видим как	1	1
40	только то что	1	1
41	но в то	1	1
42	оно никогда не	1	1
43	прежде всего его	1	1
44	все же не	2	1
45	в xix веке	2	1
46	это все же	1	1
47	в связи с	1	1
48	этот день и	1	1
49	в целом ряде	1	1
50	не может быть	3	1
51	потому что они	1	1
52	в то время	1	1
53	в одном из	2	1
54	и превращается в	1	1
55	той или иной	1	1
56	в нем самом	1	1
57	в античной литературе	1	1
58	а с другой	1	1
59	в каждом из	1	1
60	в предисловии к	1	1
61	мы узнаем в	1	1
62	того факта что	1	1
63	то что не	1	1
