N	3gram	Tiupa_Vved_1	Istorich
1	в этих случаях	2	7
2	с другой стороны	1	7
3	в этом случае	1	5
4	в том что	3	5
5	тем не менее	3	5
6	как мы видели	2	5
7	что иное как	1	3
8	здесь мы имеем	1	3
9	в данном случае	6	3
10	в связи с	1	3
11	не что иное	1	3
12	если бы она	1	2
13	состоит в том	2	2
14	по отношению к	7	2
15	с одной стороны	5	2
16	во всяком случае	1	2
17	мы увидим ниже	1	2
18	о том что	4	2
19	как и в	2	2
20	к тому же	4	2
21	хотя и не	1	1
22	мы имеем дело	3	1
23	мы должны были	1	1
24	подобно тому как	2	1
25	в том числе	1	1
26	в соответствии с	6	1
27	что у нее	1	1
28	как если бы	1	1
29	принимает на себя	1	1
30	сами по себе	1	1
31	но и в	2	1
32	как мы увидим	1	1
33	иначе обстоит дело	1	1
34	случае мы имеем	1	1
35	из того что	1	1
36	в таком случае	1	1
37	можно было бы	2	1
38	в частности из	1	1
39	еще более дробные	1	1
40	смерть и воскресение	1	1
41	не только в	2	1
42	имеем дело с	2	1
43	все же не	1	1
44	о ней при	1	1
45	но если бы	1	1
46	в большой дом	1	1
47	в свою очередь	4	1
48	и прежде всего	1	1
49	на самом деле	3	1
50	а не с	1	1
51	не может быть	3	1
52	но в этом	1	1
53	можно сказать что	1	1
54	но и не	1	1
55	на то что	1	1
56	друг от друга	1	1
