N	2gram	Trubetskoy_1	Vladivir
1	и в	14	31
2	не только	9	24
3	но и	10	19
4	то что	13	18
5	и не	19	17
6	и даже	2	15
7	у него	2	15
8	в этом	17	14
9	том что	9	14
10	и с	7	14
11	он был	1	14
12	что в	4	14
13	но в	2	12
14	в его	4	12
15	что он	6	12
16	о том	7	11
17	в том	17	11
18	между прочим	1	11
19	потому что	5	11
20	и то	4	10
21	также и	1	10
22	он не	5	10
23	так что	2	10
24	как мы	1	9
25	никогда не	5	9
26	в конце	3	9
27	только в	5	9
28	даже и	2	9
29	в течение	2	9
30	а в	5	9
31	в те	1	8
32	и по	3	8
33	в то	10	8
34	так как	4	8
35	мы уже	2	7
36	как это	1	7
37	для него	6	7
38	об этом	1	7
39	еще и	1	7
40	того же	1	6
41	то же	11	6
42	и к	6	6
43	в котором	2	6
44	так и	1	6
45	и что	2	6
46	его жизни	1	6
47	можно сказать	1	6
48	в качестве	3	6
49	может быть	9	6
50	на этот	1	6
51	и потому	3	6
52	не может	22	6
53	к этому	1	6
54	не был	1	5
55	но как	1	5
56	когда он	1	5
57	на то	5	5
58	и если	7	5
59	которой он	4	5
60	не в	4	5
61	что и	3	5
62	в россию	2	5
63	вовсе не	1	5
64	не было	3	5
65	а с	2	5
66	что же	4	5
67	все это	6	5
68	и от	2	5
69	с ним	2	5
70	жизни и	4	5
71	в своих	6	5
72	что его	1	4
73	в этой	4	4
74	в истории	1	4
75	в своем	6	4
76	и как	3	4
77	в которой	1	4
78	в себе	9	4
79	в нем	5	4
80	главным образом	3	4
81	в россии	6	4
82	что у	1	4
83	как и	4	4
84	несмотря на	3	4
85	в своей	5	4
86	дело в	1	4
87	же время	10	4
88	к ней	1	4
89	во всем	4	4
90	да и	3	4
91	никак не	1	4
92	к нему	2	4
93	по своей	1	4
94	один из	1	4
95	себя в	4	4
96	и теперь	1	4
97	и у	1	4
98	что для	3	4
99	и все	1	4
100	для нас	2	4
101	в семье	1	3
102	он как	1	3
103	но она	2	3
104	на себя	2	3
105	и на	5	3
106	но не	4	3
107	в общем	1	3
108	что они	3	3
109	отнюдь не	7	3
110	все же	4	3
111	более или	4	3
112	со своей	1	3
113	все эти	2	3
114	что к	1	3
115	но на	1	3
116	о которой	1	3
117	и вот	2	3
118	на его	1	3
119	это конечно	1	3
120	здесь мы	1	3
121	то есть	1	3
122	со своими	1	3
123	или менее	4	3
124	во время	2	3
125	что касается	1	3
