N	2gram	Bakhtin_Fr_3	formyVre
1	и в	40	46
2	в этом	15	22
3	еды и	5	19
4	у рабле	16	18
5	и питья	2	17
6	с рядом	1	16
7	и т	1	14
8	кн iv	1	14
9	прежде всего	16	14
10	вовсе не	12	13
11	в романе	15	13
12	iv гл	1	13
13	человеческого тела	1	12
14	и его	17	12
15	во всех	6	11
16	не только	13	11
17	рабле в	21	11
18	только в	3	11
19	смерти в	1	11
20	как бы	3	10
21	то есть	18	10
22	во время	8	10
23	точки зрения	2	10
24	в том	8	10
25	но в	8	10
26	мы уже	13	9
27	не в	1	9
28	у него	8	9
29	но и	11	9
30	вместе с	3	9
31	и не	13	9
32	и для	5	9
33	мира и	1	9
34	то же	7	8
35	смерть и	1	8
36	как и	11	8
37	с точки	1	8
38	для того	3	8
39	того чтобы	4	8
40	потому что	2	8
41	связи с	6	8
42	в его	13	8
43	из них	4	8
44	в связи	5	8
45	в основном	4	8
46	жизни и	4	8
47	и на	8	7
48	четвертой книги	2	7
49	так сказать	5	7
50	всех этих	3	7
51	так и	3	7
52	в них	9	7
53	может быть	9	7
54	в одном	7	7
55	то что	5	7
56	как мы	10	6
57	еще не	3	6
58	все же	2	6
59	и наконец	3	6
60	при этом	3	6
61	и с	8	6
62	его в	1	6
63	в основе	5	6
64	никогда не	1	6
65	те же	5	6
66	и во	4	6
67	так как	4	6
68	в особенности	5	6
69	здесь в	4	6
70	все это	4	6
71	и все	9	6
72	но не	2	5
73	с этим	2	5
74	в своем	7	5
75	все эти	8	5
76	связанные с	3	5
77	он не	9	5
78	в нем	5	5
79	должно быть	1	5
80	громадное значение	1	5
81	в то	6	5
82	рабле и	13	5
83	в дальнейшем	2	5
84	романа рабле	11	5
85	и у	2	5
86	и др	7	5
87	в частности	3	5
88	в пределах	1	5
89	рабле не	8	5
90	романе рабле	15	5
91	в смысле	1	5
92	что в	12	5
93	отношения к	1	4
94	также и	4	4
95	и самое	3	4
96	в мире	4	4
97	и он	1	4
98	что они	1	4
99	в истории	4	4
100	как в	3	4
101	характер носит	1	4
