N	2gram	Losev_Dial_2	StatiiOP
1	борис годунов	1	26
2	и в	19	25
3	в этом	8	24
4	у пушкина	2	22
5	в том	14	20
6	что он	6	19
7	может быть	20	19
8	тем что	2	19
9	что в	7	19
10	что это	10	16
11	том что	10	15
12	в этой	3	14
13	и пр	5	13
14	не только	19	12
15	в его	1	12
16	то что	14	12
17	в этих	3	11
18	так что	7	11
19	таким образом	4	10
20	прежде всего	8	10
21	и не	30	10
22	у него	1	9
23	но и	12	9
24	и т	17	8
25	все это	4	8
26	о том	5	8
27	это было	3	8
28	т е	30	8
29	в своих	2	8
30	с этим	3	7
31	это не	10	7
32	было бы	3	7
33	в то	6	7
34	не может	9	7
35	что касается	1	7
36	точки зрения	12	7
37	что такое	3	7
38	и на	1	6
39	как в	2	6
40	из этих	1	6
41	не в	8	6
42	между тем	2	6
43	только в	5	6
44	т п	2	6
45	в конце	2	6
46	в области	2	6
47	как бы	14	6
48	а в	4	6
49	как на	1	6
50	то же	12	5
51	независимо от	4	5
52	но в	2	5
53	по форме	1	5
54	на то	1	5
55	он не	4	5
56	об этом	3	5
57	говорил что	2	5
58	на почве	1	5
59	ни в	10	5
60	мы имеем	3	5
61	в котором	1	5
62	потому что	14	5
63	и это	5	5
64	так и	10	5
65	в них	1	5
66	с другой	5	5
67	связано с	1	5
68	а не	16	5
69	того что	6	5
70	другой стороны	4	5
71	например в	2	4
72	что эти	2	4
73	в которой	2	4
74	время как	7	4
75	из которых	1	4
76	в чем	3	4
77	точка зрения	1	4
78	в общем	2	4
79	все же	4	4
80	не было	3	4
81	и к	7	4
82	то в	1	4
83	в целом	1	4
84	на его	2	4
85	в каждом	2	4
86	этом смысле	1	4
87	и тем	1	4
88	в жизни	2	4
89	с тем	2	4
90	как и	10	4
91	в эту	1	4
92	по крайней	9	4
93	с точки	8	4
94	ничего не	3	4
95	этом отношении	1	4
96	в каком	4	4
97	связана с	2	4
98	отличается от	1	4
99	в ней	2	4
100	и с	5	4
101	можно сказать	5	4
102	к нему	4	4
103	мы видим	2	4
104	и др	1	4
105	всяком случае	2	4
106	то время	4	4
107	крайней мере	9	4
108	в особенности	1	4
109	это есть	8	4
110	что здесь	2	4
111	в смысле	5	4
112	но это	7	4
113	сказать что	10	4
114	была бы	3	4
115	в своей	8	4
116	из этого	1	4
117	это в	1	4
118	можно назвать	1	4
119	во всяком	2	4
120	я и	2	3
121	говорить о	5	3
122	он был	1	3
123	кроме того	3	3
124	что по	2	3
125	все эти	2	3
126	и если	4	3
127	всех этих	3	3
128	на этом	2	3
129	от нее	1	3
130	что этот	3	3
131	в другом	4	3
132	показывает что	1	3
133	попадает в	1	3
134	несмотря на	2	3
135	нет никакого	2	3
136	в их	2	3
137	что я	2	3
138	но он	4	3
139	и более	3	3
140	на эти	1	3
141	тому что	2	3
142	во время	2	3
143	на тему	1	3
144	же время	5	3
145	это слово	1	3
146	связи с	4	3
147	и далее	1	3
148	и здесь	1	3
149	что все	1	3
150	и что	5	3
151	нельзя сказать	4	3
152	у которого	1	3
153	это несомненно	1	3
154	я говорил	1	3
155	и его	5	3
156	уже не	3	3
157	я имею	1	3
158	уже в	4	3
159	так как	14	3
160	в некоторых	2	3
161	в системе	2	3
162	как раз	5	3
163	к которому	1	3
164	одной стороны	1	3
165	с которым	1	3
166	что мы	2	3
167	бы совершенно	1	3
168	его как	1	3
169	в связи	4	3
170	с этой	1	3
171	тем более	1	3
172	конце концов	1	3
173	все они	1	3
174	в виде	2	3
175	в какой	2	3
176	речь идет	1	2
177	самом деле	4	2
178	он может	2	2
179	в сущности	2	2
180	как я	2	2
181	того же	1	2
182	думаю что	3	2
183	не был	1	2
184	во всех	2	2
185	но как	5	2
186	только тогда	7	2
187	если в	2	2
188	не просто	12	2
189	нет и	1	2
190	что они	6	2
191	не буду	1	2
192	что именно	1	2
193	более и	2	2
194	в самом	5	2
195	во многих	1	2
196	так сказать	1	2
197	т д	15	2
198	вы видите	1	2
199	не как	2	2
200	представляет собою	1	2
201	и по	4	2
202	но все	2	2
203	и может	6	2
204	заключается в	4	2
205	общества в	1	2
206	известно что	1	2
207	ни разу	1	2
208	ее в	2	2
209	между собою	3	2
210	мы не	1	2
211	и тогда	3	2
212	взгляд на	2	2
213	тем не	2	2
214	нет вообще	2	2
215	не была	1	2
216	случае в	1	2
217	не менее	3	2
218	важно что	3	2
219	что эта	1	2
220	самого начала	2	2
221	как о	1	2
222	считает что	1	2
223	дело не	2	2
224	и прочие	1	2
225	тогда когда	6	2
226	одна из	1	2
227	много общего	1	2
228	так чтобы	2	2
229	было у	1	2
230	не имеет	1	2
231	никогда не	9	2
232	и всегда	1	2
233	исторического процесса	1	2
234	от того	4	2
235	начиная с	1	2
236	могут быть	4	2
237	и такие	1	2
238	к тому	2	2
239	должен быть	1	2
240	как мы	3	2
241	с ее	2	2
242	в виду	5	2
243	без всякого	4	2
244	с самого	2	2
245	что у	2	2
246	на нее	1	2
247	или в	2	2
248	времени и	9	2
249	и которые	1	2
250	здесь нет	1	2
251	во многом	1	2
252	по тому	1	2
253	нас к	1	2
254	внимание на	1	2
255	одного из	1	2
256	с одной	2	2
257	на что	1	2
258	и во	1	2
259	от них	1	2
260	а потому	2	2
261	тему о	1	2
262	и только	4	2
263	все время	3	2
264	еще не	4	2
265	и ее	1	2
266	есть в	2	2
267	то и	1	2
268	что если	3	2
269	в поэзии	7	2
270	при помощи	1	2
271	одно из	4	2
272	в новом	1	2
273	мы находим	3	2
274	вовсе не	13	2
275	при всей	1	2
276	или иной	1	2
277	до сих	2	2
278	не потому	6	2
279	себя и	1	2
280	что не	6	2
281	каком смысле	1	2
