N	3gram	Nazirov_Tv_2	Problemy
1	то же время	7	12
2	в то же	7	12
3	с самого начала	1	8
4	и т п	2	6
5	не может быть	3	6
6	по отношению к	3	5
7	и в то	2	5
8	во всяком случае	2	5
9	и прежде всего	1	4
10	как и у	1	3
11	в самом деле	2	3
12	он ни был	1	3
13	по крайней мере	2	3
14	в братьях карамазовых	6	3
15	в творчестве достоевского	4	3
16	но в то	1	3
17	в высшей степени	1	3
18	записок из подполья	1	3
19	мы уже говорили	1	3
20	в мире достоевского	1	3
21	в романах достоевского	12	3
22	с другой стороны	2	3
23	бы он ни	1	3
24	то все же	1	2
25	в чем не	1	2
26	в записках из	3	2
27	и не может	2	2
28	в отличие от	2	2
29	а может быть	1	2
30	что в нем	1	2
31	все это я	1	2
32	в произведениях достоевского	2	2
33	записках из подполья	3	2
34	героя и его	1	2
35	тем что он	1	2
36	и в этом	1	2
37	что он сам	1	2
38	что у достоевского	2	2
39	о том что	2	2
40	ни в чем	1	2
41	кто бы он	1	2
42	так и в	2	2
43	не в силах	2	2
44	той или иной	1	2
45	у достоевского нет	2	2
46	к тому же	1	2
47	именно потому что	1	2
48	и т д	11	2
49	у достоевского это	1	1
50	его обступили и	1	1
51	так и не	1	1
52	хотя и не	1	1
53	в которой он	1	1
54	в чем же	1	1
55	в исповеди ипполита	1	1
56	потому что в	1	1
57	легенда о великом	3	1
58	в душе раскольникова	1	1
59	к которому пришел	1	1
60	у достоевского как	3	1
61	в том же	2	1
62	может и не	1	1
63	т д и	1	1
64	сих пор еще	1	1
65	в нем и	1	1
66	до сих пор	3	1
67	достоевского приближается к	1	1
68	не только с	1	1
69	в ту ночь	1	1
70	из подполья в	1	1
71	не зная о	1	1
72	со всех сторон	1	1
73	в устах ивана	1	1
74	у достоевского очень	1	1
75	противоречии с этой	1	1
76	отвечает на вопрос	1	1
77	и тут же	1	1
78	хотя и с	1	1
79	в противоречии с	1	1
80	но как бы	1	1
81	но при этом	1	1
82	как будто бы	1	1
83	не только для	1	1
84	его участие в	1	1
85	и в том	1	1
86	потому что они	1	1
87	никогда не является	1	1
88	себя самого в	1	1
89	раскольникова когда он	1	1
90	с одной из	1	1
91	за собой в	1	1
92	в нем нет	1	1
93	у достоевского есть	1	1
94	о великом инквизиторе	3	1
95	отношению к самому	1	1
96	как и в	1	1
97	будто бы не	1	1
98	в свою очередь	1	1
99	теперь же он	1	1
100	но у достоевского	2	1
101	или во всяком	1	1
102	записки из подполья	2	1
103	на всем протяжении	1	1
104	с настасьей филипповной	1	1
105	и вновь начать	1	1
106	идея у достоевского	1	1
107	к самому себе	1	1
108	в том что	2	1
109	же время с	1	1
110	мышкин настасья филипповна	1	1
111	и если не	1	1
112	в глубине души	1	1
113	и в другом	1	1
