N	2gram	Potebnia_M_2	Myshleni
1	и в	24	28
2	в том	18	28
3	то что	20	28
4	в этом	8	27
5	в развитии	1	24
6	того что	7	24
7	потому что	49	22
8	том что	8	19
9	не может	12	19
10	таким образом	11	18
11	что он	4	18
12	только в	11	18
13	что в	16	17
14	не только	15	16
15	по сравнению	1	15
16	так же	2	15
17	сравнению с	1	14
18	может быть	23	13
19	сказать что	2	13
20	понятий в	1	12
21	тому что	2	11
22	и не	19	11
23	что мы	11	11
24	как бы	9	11
25	к другим	3	11
26	но не	12	10
27	по отношению	2	10
28	отношений между	3	10
29	с точки	1	10
30	того чтобы	2	10
31	к тому	1	10
32	как мы	1	10
33	так как	10	10
34	от того	5	10
35	но и	9	10
36	могли бы	2	9
37	было бы	13	9
38	в процессе	1	9
39	мы можем	12	9
40	перехода от	2	9
41	между собой	1	9
42	в самом	4	8
43	мы видели	1	8
44	тем самым	4	8
45	никогда не	4	8
46	тем что	7	8
47	для того	5	8
48	еще не	4	8
49	того же	14	7
50	то же	12	7
51	отношение к	1	7
52	в которой	5	7
53	с самого	2	7
54	он не	1	7
55	в нем	9	7
56	заключается в	1	7
57	самого начала	2	7
58	если бы	11	7
59	мы видим	2	7
60	и других	2	7
61	там где	4	7
62	вместе с	11	7
63	что оно	4	7
64	как показывает	1	7
65	между ними	2	7
66	связи между	1	6
67	мы не	11	6
68	в чем	7	6
69	и как	6	6
70	как и	7	6
71	для него	10	6
72	не имеет	6	6
73	тогда когда	10	6
74	когда мы	2	6
75	с развитием	1	6
76	то время	4	6
77	так и	5	6
78	и что	4	6
79	можно сказать	1	6
80	его в	3	6
81	для ребенка	1	6
82	так что	10	6
83	к другой	2	6
84	при переходе	1	6
85	в то	6	6
86	том же	1	5
87	вопрос о	2	5
88	время как	4	5
89	из того	1	5
90	и на	8	5
91	но в	4	5
92	то в	1	5
93	что все	2	5
94	и тем	3	5
95	с тем	4	5
96	того как	7	5
97	не могут	7	5
98	могут быть	8	5
99	языка и	3	5
100	это не	3	5
101	эти отношения	1	5
102	тех и	1	5
103	становится возможным	1	5
104	и все	3	5
105	речи и	1	5
106	не иначе	1	4
107	например в	3	4
108	и то	3	4
109	переход от	1	4
110	к другому	4	4
111	отношения между	2	4
112	той же	3	4
113	памяти и	1	4
114	мы и	1	4
115	во всех	7	4
116	только тогда	3	4
117	относится к	3	4
118	в одной	1	4
119	в той	1	4
120	с этим	7	4
121	в мысли	5	4
122	в себе	10	4
123	в нашем	2	4
124	на то	5	4
125	в наших	1	4
126	свою силу	1	4
127	на этом	2	4
128	к другу	1	4
129	и того	6	4
130	одного и	6	4
131	но если	2	4
132	он должен	1	4
133	от одной	1	4
134	на первых	1	4
135	знаем что	1	4
136	не в	13	4
137	мысли в	3	4
138	в сознании	23	4
139	что на	3	4
140	оно не	3	4
141	что при	1	4
142	чего он	1	4
143	связь между	2	4
144	что и	11	4
145	именно в	1	4
146	между этими	1	4
147	мы знаем	2	4
148	которые в	1	4
149	заключить что	2	4
150	ребенок должен	1	4
151	в состоянии	6	4
152	друг друга	2	4
153	но что	2	4
154	только по	3	4
155	и следовательно	2	4
156	ко всем	2	4
157	который мы	1	4
158	в исследовании	1	4
159	они не	4	4
160	ту же	1	3
161	отношения к	2	3
162	чего не	2	3
163	оба эти	2	3
164	с его	2	3
165	друг к	1	3
166	из этих	4	3
167	видели что	1	3
