N	3gram	Losev_Dial_4	Istorich
1	и т д	15	16
2	с другой стороны	1	8
3	не только в	1	5
4	о том что	1	5
5	тем не менее	2	4
6	в том что	9	4
7	этой точки зрения	2	3
8	с этой точки	2	3
9	мы видим что	2	3
10	не может быть	6	3
11	в данном случае	1	3
12	точно так же	2	2
13	т д в	1	2
14	после того как	1	2
15	но это не	1	2
16	но тем не	1	2
17	лежит в основе	3	2
18	одна из этих	1	2
19	т е в	2	2
20	но все же	1	2
21	что это не	1	2
22	то же что	3	2
23	о том как	2	1
24	только потому что	1	1
25	сказать что в	1	1
26	с точки зрения	9	1
27	а не в	1	1
28	т е мы	1	1
29	что в данном	1	1
30	в частности и	1	1
31	т д и	3	1
32	в этом случае	1	1
33	очень много но	1	1
34	же как и	1	1
35	он не может	1	1
36	что сам он	1	1
37	но они же	1	1
38	и то и	1	1
39	в зависимости от	1	1
40	сама по себе	5	1
41	не входит в	1	1
42	и та же	1	1
43	т д но	1	1
44	именно так как	1	1
45	вы говорите что	1	1
46	и не в	1	1
47	тем более нужно	1	1
48	то и другое	2	1
49	и что это	1	1
50	не имеет никаких	1	1
51	может быть установлена	1	1
52	не говорит о	3	1
53	что то что	1	1
54	в свете этой	1	1
55	легко может быть	1	1
56	того как все	1	1
57	это не так	1	1
58	в мифе о	1	1
59	в связи с	1	1
60	одна и та	1	1
61	то чего не	1	1
62	а именно в	1	1
63	ему прямо в	1	1
64	не имеет значения	1	1
65	далеко еще не	1	1
66	это значит что	7	1
67	и тем более	4	1
68	вопрос о том	1	1
69	ту или иную	2	1
70	становится ясным что	1	1
71	только тогда если	1	1
72	совершенно очевидно что	1	1
73	как в мифе	1	1
74	в чем собственно	1	1
75	тем более не	3	1
76	только тот кто	1	1
77	все это не	1	1
78	видеть в нем	1	1
79	не просто как	1	1
80	они же должны	1	1
