N	2gram	Losev_Prob_1	Vladivir
1	и в	32	30
2	в году	1	24
3	в этом	19	20
4	то что	42	20
5	и не	31	18
6	в том	9	18
7	и с	2	14
8	что он	7	13
9	в конце	6	13
10	не только	17	12
11	том что	12	12
12	что в	12	12
13	как мы	7	11
14	в его	6	11
15	а в	4	11
16	сказать что	13	11
17	и вообще	4	10
18	а также	4	10
19	не было	4	10
20	и даже	11	10
21	все же	1	9
22	кроме того	2	9
23	было бы	8	9
24	не в	4	9
25	в то	6	9
26	не может	8	9
27	для него	2	9
28	потому что	16	9
29	в своем	5	8
30	но в	14	8
31	что же	9	8
32	связи с	5	8
33	но и	9	8
34	в связи	4	8
35	вместе с	2	8
36	то есть	33	7
37	ни в	7	7
38	точки зрения	3	7
39	никогда не	7	7
40	не менее	19	7
41	может быть	14	7
42	а не	15	7
43	как это	6	7
44	между прочим	2	7
45	для нас	5	7
46	и все	7	7
47	также и	11	6
48	он был	1	6
49	хотя и	6	6
50	и к	1	6
51	в себе	15	6
52	об этом	10	6
53	в москве	1	6
54	тем не	18	6
55	и его	3	6
56	у нас	14	6
57	то время	1	6
58	его жизни	1	6
59	всякого рода	1	6
60	только в	7	6
61	всяком случае	3	6
62	а именно	12	6
63	еще и	5	6
64	прежде всего	10	6
65	о чем	6	6
66	года в	1	6
67	к этому	1	6
68	жизни и	1	6
69	во всяком	7	6
70	того же	3	5
71	и то	6	5
72	и я	1	5
73	с этим	3	5
74	то в	5	5
75	все эти	8	5
76	при этом	6	5
77	необходимо сказать	2	5
78	же касается	3	5
79	как и	3	5
80	в своей	8	5
81	в котором	5	5
82	по себе	15	5
83	так как	11	5
84	для себя	3	5
85	в дальнейшем	4	5
86	это мы	2	5
87	так и	12	5
88	с ним	3	5
89	другими словами	3	5
90	и что	9	5
91	того что	7	5
92	тот же	1	5
93	он уже	1	5
94	так что	6	5
95	но что	2	5
96	в течение	1	5
97	как бы	14	5
98	в основном	1	5
99	о его	2	5
100	все это	7	5
101	в результате	2	5
102	с с	1	4
103	то же	10	4
