N	2gram	Tiupa_Lite_1	Istorich
1	и в	8	28
2	может быть	13	25
3	а не	16	15
4	не может	5	15
5	никогда не	4	14
6	мы имеем	1	13
7	для нас	1	13
8	то же	5	12
9	не только	24	12
10	что в	3	12
11	только в	8	11
12	мы не	1	10
13	все же	4	10
14	и что	1	10
15	что он	5	10
16	но и	17	10
17	прежде всего	11	10
18	не в	8	9
19	так и	4	9
20	о том	2	9
21	то что	10	9
22	в том	16	9
23	и не	12	9
24	в этом	12	8
25	но в	3	8
26	таким образом	3	8
27	не всегда	1	8
28	если бы	1	8
29	это не	4	7
30	еще не	4	7
31	и здесь	1	7
32	и др	3	7
33	том что	14	7
34	было бы	2	7
35	в этих	1	7
36	а в	3	7
37	в этой	4	6
38	его в	3	6
39	так например	1	6
40	для изучения	1	6
41	тем не	2	6
42	не менее	7	6
43	к тому	2	6
44	что и	1	6
45	вслед за	1	6
46	так как	1	6
47	представляют собой	1	6
48	в исторической	1	6
49	с другой	3	6
50	вместе с	1	6
51	например в	3	5
52	должна быть	2	5
53	вопрос о	1	5
54	что они	1	5
55	в своем	11	5
56	в силу	4	5
57	по существу	1	5
58	дело не	2	5
59	на основе	1	5
60	в дальнейшем	1	5
61	можно было	2	5
62	в его	7	5
63	но не	4	5
64	в качестве	17	5
65	в одном	1	5
66	до сих	1	5
67	сих пор	1	5
68	или в	1	5
69	не должен	3	5
70	не знает	1	5
71	сказать что	1	5
72	другой стороны	1	5
73	и даже	3	4
74	действительности это	1	4
75	и на	1	4
76	как правило	2	4
77	представляет собой	4	4
78	все эти	2	4
79	на то	1	4
80	но все	1	4
81	и с	1	4
82	с тем	1	4
83	как и	6	4
84	даже в	2	4
85	на него	1	4
86	в основе	3	4
87	связи с	6	4
88	в пределах	3	4
89	так в	1	4
90	того что	6	4
91	с одной	2	4
92	потому что	3	4
93	в большинстве	1	4
94	большинстве случаев	1	4
95	мы знаем	1	4
96	превращается в	2	4
97	один из	3	4
98	в иной	1	4
99	одной стороны	2	4
100	могут быть	2	4
101	как будто	2	4
102	ссылки на	1	4
103	в связи	4	4
104	хотя бы	2	4
105	они не	1	4
106	также и	3	3
107	чтобы не	2	3
108	исходит из	3	3
109	я не	7	3
110	ему в	1	3
111	то это	2	3
112	и он	1	3
113	по отношению	3	3
114	не просто	1	3
115	перед нами	1	3
116	могли бы	1	3
117	при этом	19	3
118	ключ к	1	3
119	не как	4	3
120	и по	1	3
121	на этом	2	3
122	в другом	2	3
123	из них	4	3
124	во время	1	3
125	в котором	1	3
126	в их	3	3
127	бы быть	1	3
128	раз и	2	3
129	эта мысль	2	3
130	в то	5	3
131	на котором	1	3
132	дело в	3	3
133	с материалом	1	3
134	с другом	1	3
135	должен быть	2	3
136	как мы	1	3
137	для этого	4	3
138	в какой	1	3
139	может оказаться	1	3
140	и его	4	3
141	уже не	7	3
142	не можем	1	3
143	если мы	1	3
144	в начале	1	3
145	представлений о	1	3
146	тем что	2	3
147	именно в	1	3
148	на эту	1	3
149	как это	8	3
150	из которых	1	3
151	что же	1	3
152	более ранних	1	3
153	отношению к	2	3
154	одним из	5	2
155	же как	1	2
156	в зависимости	1	2
157	а для	2	2
158	зависимости от	1	2
159	это время	1	2
160	к своему	1	2
161	столь же	4	2
162	бы то	1	2
163	во всех	1	2
164	то он	2	2
165	а только	2	2
166	ответ на	1	2
167	отличие от	5	2
168	относится к	2	2
169	первый взгляд	1	2
170	как в	5	2
171	без другого	1	2
172	однако не	1	2
173	как уже	1	2
174	и как	1	2
175	в действительности	1	2
176	за собой	1	2
177	в целом	8	2
178	он в	1	2
179	право на	1	2
180	в себе	7	2
181	во многих	2	2
182	в жертву	1	2
183	как он	2	2
184	вследствие этого	1	2
185	и если	1	2
186	в нем	2	2
187	он не	1	2
188	и вот	1	2
189	мы получим	1	2
190	то ни	1	2
191	а затем	1	2
192	а по	1	2
193	материала и	1	2
194	и мы	1	2
195	и тем	4	2
196	смерть и	1	2
197	об этой	1	2
198	ведет к	4	2
199	в чистом	1	2
200	должно быть	1	2
201	на первый	1	2
202	для него	2	2
203	что такое	2	2
204	на ступени	1	2
205	в отличие	5	2
206	нет необходимости	1	2
207	из середины	1	2
208	только для	1	2
209	в эпоху	1	2
210	однако в	2	2
211	чистом виде	1	2
212	как о	1	2
213	в русской	10	2
214	самого начала	1	2
215	тогда когда	1	2
216	одна из	3	2
217	только из	1	2
218	по своей	3	2
219	только с	1	2
220	всего в	3	2
221	в области	3	2
222	не есть	2	2
223	отказаться от	1	2
224	на это	2	2
225	быть назван	1	2
226	на вопрос	1	2
227	в ее	1	2
228	мысль о	1	2
229	с самого	1	2
230	приводит к	3	2
231	на нее	1	2
232	еще в	4	2
233	что от	1	2
234	мы в	2	2
235	о нем	1	2
236	в пользу	1	2
237	не выходит	1	2
238	отражением в	1	2
239	между тем	2	2
240	этому поводу	1	2
241	в конечном	5	2
242	во всей	1	2
243	и только	2	2
244	непосредственно в	1	2
245	это приводит	1	2
246	с той	1	2
247	тот же	1	2
248	одной из	1	2
249	отказ от	7	2
250	их не	2	2
251	по этому	2	2
252	себя в	6	2
253	для всех	1	2
254	то и	2	2
255	ни было	1	2
256	борьбы с	1	2
257	оно в	1	2
258	не так	1	2
259	никто не	1	2
260	пока не	1	2
261	вовсе не	1	2
262	как раз	4	2
263	в особенности	1	2
264	со стороны	4	2
265	еще и	3	2
266	с ней	1	2
267	а с	1	2
268	а сам	1	2
269	один и	1	2
270	что не	2	2
271	в некоторых	1	2
272	не на	2	2
273	уже у	1	2
274	xix века	6	2
275	как бы	7	2
276	именно так	2	2
277	ко мне	1	2
278	и от	1	2
279	между ними	1	2
280	в рамках	6	2
281	была бы	1	2
282	из этого	1	2
283	конечном итоге	1	2
284	в виде	1	2
285	в частности	15	2
286	это было	1	2
287	к этому	1	2
288	можно назвать	1	2
289	которых не	1	1
290	этой связи	1	1
291	художественного произведения	1	1
292	не остается	2	1
293	и то	2	1
294	не делает	1	1
295	на самом	1	1
296	тех же	3	1
297	к своей	2	1
298	и есть	3	1
299	тем же	3	1
300	ту же	2	1
301	свидетельствует об	1	1
302	из его	2	1
303	едва ли	1	1
304	и этот	1	1
305	в году	13	1
306	а как	2	1
307	есть не	1	1
308	и мифа	1	1
309	себе как	1	1
310	ряд явлений	1	1
311	та же	2	1
312	или с	1	1
313	есть нечто	1	1
314	говорить о	1	1
315	на себя	2	1
316	эпохи в	1	1
317	в полной	1	1
318	но даже	1	1
319	более глубокий	1	1
320	он был	1	1
321	иной характер	1	1
322	себе из	1	1
323	из крупнейших	1	1
324	но как	1	1
325	было указано	1	1
326	в сторону	1	1
327	тут же	1	1
328	или нет?	2	1
329	основная задача	1	1
330	из таких	1	1
331	отнюдь не	2	1
332	он или	1	1
333	и я	6	1
334	как нам	1	1
335	просто как	1	1
336	целый ряд	1	1
337	том где	1	1
338	имеет в	1	1
339	как таковое	1	1
340	в противоположность	1	1
341	этой цели	2	1
342	то в	1	1
343	со своей	1	1
344	еще на	1	1
345	в которой	1	1
346	и у	1	1
347	во главе	1	1
348	в нашем	1	1
349	бы не	3	1
350	из этих	2	1
351	будет сказано	1	1
352	говорят о	1	1
353	тому же	2	1
354	после чего	1	1
355	изменилась и	1	1
356	так сказать	1	1
357	от которого	1	1
358	этой книге	2	1
359	у читателя	1	1
360	каком отношении	1	1
361	какой бы	1	1
362	подобно тому	2	1
363	и будет	1	1
364	собственно говоря	1	1
365	или иных	1	1
366	значительной степени	1	1
367	культуры но	1	1
368	на всю	1	1
369	несколько иной	1	1
370	каждого элемента	1	1
371	с начала	1	1
372	чаще всего	1	1
373	в жизни	6	1
374	из первых	1	1
375	кажется что	1	1
376	в них	1	1
377	в историческом	1	1
378	соответствии с	1	1
379	на основании	1	1
380	этого не	2	1
381	и уже	1	1
382	между собою	1	1
383	и некоторые	1	1
384	не мог	3	1
385	перед собой	1	1
386	в эту	1	1
387	в понимании	1	1
388	в своей	4	1
389	это делает	1	1
390	в советской	1	1
391	в которых	1	1
392	не исчерпывается	1	1
393	от себя	2	1
394	сама собой	1	1
395	отказываемся от	1	1
396	одном из	1	1
397	мифа с	1	1
398	вплоть до	2	1
399	нам в	1	1
400	не могли	1	1
401	быть не	1	1
402	тому чтобы	1	1
403	от традиции	1	1
404	себя от	1	1
405	в отношении	1	1
406	культурной жизни	1	1
407	она не	1	1
408	мы вынуждены	1	1
409	ее с	1	1
410	можно указать	1	1
411	действительности по	1	1
412	о них	1	1
413	иметь в	1	1
414	это еще	1	1
415	это мы	1	1
416	это проблема	1	1
417	на наш	5	1
418	имеем дело	1	1
419	литературе в	3	1
420	при всем	3	1
421	к концу	1	1
422	же слова	1	1
423	другого но	1	1
424	в каком	1	1
425	например что	1	1
426	а во-вторых	1	1
427	мы узнаем	1	1
428	с легкостью	1	1
429	герой и	1	1
430	ли не	3	1
431	уже было	1	1
432	обряда инициации	1	1
433	прошлого в	1	1
434	в поле	2	1
435	день и	1	1
436	но по	1	1
437	каждому из	1	1
438	в виду	3	1
439	как один	1	1
440	говоря уже	2	1
441	последнее время	1	1
442	реальной действительности	1	1
443	только то	2	1
444	в себя	2	1
445	так было	1	1
446	как с	1	1
447	на том	2	1
448	с собой	4	1
449	он появляется	1	1
450	здесь как	2	1
451	как герой	1	1
452	уже на	1	1
453	к тем	1	1
454	имеется в	2	1
455	в последней	1	1
456	строго говоря	1	1
457	помочь ему	1	1
458	собой и	1	1
459	сводится к	3	1
460	имеет право	1	1
461	а также	5	1
462	на другого	2	1
463	другом месте	1	1
464	при котором	1	1
465	никак не	1	1
466	в значительной	1	1
467	знает что	1	1
468	обратном порядке	1	1
469	все в	1	1
