N	3gram	Voloshinov_1	Komedia
1	в том что	4	9
2	к тому же	1	5
3	с другой стороны	2	5
4	в то время	1	5
5	в то же	1	4
6	то же время	1	4
7	то время как	1	4
8	о том что	1	3
9	с одной стороны	2	3
10	по отношению к	11	3
11	в этом отношении	1	3
12	бы то ни	3	2
13	как и в	1	2
14	до сих пор	3	2
15	или может быть	1	2
16	то ни было	3	2
17	то же самое	2	2
18	но и в	1	2
19	во всяком случае	1	2
20	и таким образом	1	2
21	его близости к	1	1
22	и тот же	1	1
23	одному и тому	1	1
24	чтобы убедиться в	1	1
25	с самого начала	1	1
26	в том же	1	1
27	подобно тому как	1	1
28	так же как	1	1
29	сам по себе	1	1
30	со всех сторон	1	1
31	мы не найдем	1	1
32	или хотя бы	1	1
33	а между тем	1	1
34	и прежде всего	1	1
35	же как и	1	1
36	и тому же	1	1
37	степень его близости	1	1
38	этой точки зрения	3	1
39	тем не менее	3	1
40	включая сюда и	1	1
41	в отношении к	2	1
42	том что в	1	1
43	в чем не	1	1
44	как мы уже	1	1
45	в значительной степени	1	1
46	более или менее	1	1
47	ни в чем	1	1
48	ни в коем	1	1
49	и в каком	1	1
50	в зависимости от	2	1
51	следует отметить что	1	1
52	по аналогии с	1	1
53	в высшей степени	1	1
54	и здесь мы	1	1
55	но прежде всего	1	1
56	в данном случае	2	1
57	и независимо от	1	1
58	в коем случае	1	1
59	можно было бы	1	1
