N	2gram	Bakhtin_Pr_3	formyVre
1	и в	53	50
2	то есть	48	33
3	в романе	1	32
4	греческого романа	1	26
5	в этом	8	25
6	в нем	10	24
7	человека в	3	17
8	и его	10	16
9	в литературе	5	16
10	прежде всего	15	15
11	как мы	5	14
12	и не	15	14
13	в его	8	13
14	вовсе не	3	13
15	по существу	5	12
16	так и	6	12
17	человека и	7	11
18	то же	6	11
19	мы уже	5	11
20	образа человека	1	11
21	таким образом	6	11
22	может быть	12	11
23	но в	5	10
24	времени и	2	10
25	с его	2	9
26	все эти	9	9
27	не только	4	9
28	в то	5	9
29	ничего не	6	9
30	же время	5	9
31	в том	14	9
32	в конце	3	9
33	в других	1	9
34	в особенности	2	9
35	и др	14	9
36	того же	2	8
37	у апулея	2	8
38	и на	18	8
39	в самом	2	8
40	жизни в	3	8
41	его жизни	1	8
42	но и	7	8
43	и их	2	8
44	как и	11	8
45	жизни и	9	8
46	на античной	1	7
47	так сказать	5	7
48	и во	4	7
49	не было	4	7
50	в условиях	4	7
51	например в	5	6
52	античной почве	1	6
53	между двумя	1	6
54	время в	1	6
55	во всех	12	6
56	как в	7	6
57	с этим	2	6
58	это не	6	6
59	в их	2	6
60	так как	7	6
61	с ее	1	6
62	в ее	3	6
63	в дальнейшем	7	6
64	связи с	1	6
65	в жизни	8	6
66	у него	1	6
67	то что	9	6
68	человеческой жизни	3	6
69	не может	2	6
70	в результате	1	6
71	и все	10	6
72	отношению к	1	5
73	и до	5	5
74	время как	1	5
75	еще не	5	5
76	но не	5	5
77	этого типа	1	5
78	этих романов	1	5
79	и у	7	5
80	не в	2	5
81	он не	3	5
82	всех этих	1	5
83	значение в	4	5
84	с самим	5	5
85	в основе	5	5
86	точки зрения	4	5
87	в разных	4	5
88	могут быть	4	5
89	в образе	3	5
90	романа в	1	5
91	до нас	2	5
92	в пространстве	1	5
93	для того	1	5
94	в связи	2	5
95	наряду с	5	5
96	что в	2	5
97	и другие	9	5
98	этого романа	1	4
99	и то	1	4
100	и это	3	4
101	роман в	1	4
102	мы и	2	4
103	конечно и	4	4
104	в ней	7	4
105	для других	2	4
106	в своем	1	4
107	конечно не	4	4
108	и пространства	1	4
109	романа но	1	4
110	но на	1	4
111	на площади	2	4
112	бытовой жизни	1	4
113	время и	1	4
114	чтобы они	1	4
115	и с	6	4
116	в них	2	4
117	в последующей	1	4
118	том что	5	4
119	в котором	1	4
120	здесь на	2	4
121	в процессе	1	4
122	потому что	5	4
123	к себе	6	4
124	в последующие	2	4
125	здесь не	4	4
126	жизнь и	1	4
127	только в	4	4
128	характерно что	2	4
129	именно как	1	4
130	и т.п	31	4
131	влияние на	12	4
132	в последующем	2	4
133	на этой	1	4
134	нет ничего	2	4
135	в той	2	4
136	своей жизни	1	4
137	все это	8	4
138	кроме того	3	4
139	и для	4	4
140	судьбы и	1	4
141	себе самому	6	4
142	вполне понятно	1	4
143	том числе	11	4
144	жизни поэтому	1	3
