N	2gram	Tiupa_Lite_1	formyVre
1	и в	8	50
2	то есть	6	33
3	в романе	1	32
4	в этом	12	25
5	в нем	2	24
6	человека в	1	17
7	и его	4	16
8	в литературе	1	16
9	прежде всего	11	15
10	как мы	1	14
11	и не	12	14
12	в его	7	13
13	вовсе не	1	13
14	как раз	4	13
15	по существу	1	12
16	так и	4	12
17	человека и	2	11
18	то же	5	11
19	таким образом	3	11
20	может быть	13	11
21	и как	1	10
22	но в	3	10
23	с его	5	9
24	все эти	2	9
25	роль в	2	9
26	не только	24	9
27	в то	5	9
28	же время	5	9
29	в том	16	9
30	в конце	4	9
31	в особенности	1	9
32	и др	3	9
33	того же	2	8
34	и на	1	8
35	в самом	3	8
36	жизненный путь	1	8
37	жизни в	1	8
38	его жизни	1	8
39	но и	17	8
40	как и	6	8
41	жизни и	3	8
42	это время	1	7
43	так сказать	1	7
44	для себя	5	7
45	и во	1	7
46	не было	3	7
47	в условиях	1	7
48	героя и	1	7
49	например в	3	6
50	между двумя	1	6
51	во всех	1	6
52	как в	5	6
53	все же	4	6
54	не оставляет	2	6
55	лишь в	4	6
56	это не	4	6
57	и того	2	6
58	в их	3	6
59	так как	1	6
60	с ее	1	6
61	в ее	1	6
62	в дальнейшем	1	6
63	связи с	6	6
64	в жизни	6	6
65	у него	3	6
66	то что	10	6
67	в частности	15	6
68	не может	5	6
69	и все	1	6
70	отношению к	2	5
71	еще не	4	5
72	но не	4	5
73	отнюдь не	2	5
74	и у	1	5
75	не в	8	5
76	он не	1	5
77	значение в	1	5
78	с самим	1	5
79	жизни но	1	5
80	одного и	1	5
81	в основе	3	5
82	точки зрения	6	5
83	не могло	2	5
84	могут быть	2	5
85	но все	1	5
86	в пределах	3	5
87	если бы	1	5
88	в связи	4	5
89	что в	3	5
90	этого романа	1	4
91	и то	2	4
92	в своем	11	4
93	и с	1	4
94	в них	1	4
95	том что	14	4
96	в котором	1	4
97	не имеет	1	4
98	потому что	3	4
99	к себе	3	4
100	как человек	1	4
101	было и	1	4
102	могло быть	2	4
103	только в	8	4
104	между этими	1	4
105	и т.п	4	4
106	до конца	1	4
107	в последующем	1	4
108	нет ничего	2	4
109	в той	1	4
110	себе самому	1	4
111	том числе	1	4
112	по преимуществу	4	3
113	а как	2	3
114	есть не	1	3
115	мы не	1	3
116	в сущности	2	3
117	в виду	3	3
118	по отношению	3	3
119	к концу	1	3
120	со своей	1	3
121	в себе	7	3
122	вследствие этого	1	3
123	при этом	19	3
124	вовне в	1	3
125	его в	3	3
126	и других	1	3
127	для них	2	3
128	и уже	1	3
129	между ними	1	3
130	в этих	1	3
131	в отношении	1	3
132	характер это	1	3
133	самого человека	1	3
134	xviii века	2	3
135	друг друга	4	3
136	жизни не	2	3
137	этом отношении	2	3
138	к тому	2	3
139	самим собою	2	3
140	и внутреннее	1	3
141	что и	1	3
142	во всей	1	3
143	один из	3	3
144	одной из	1	3
145	с одной	2	3
146	со всеми	1	3
147	в качестве	17	3
148	только на	2	3
149	же в	5	3
150	в начале	1	3
151	в частной	1	3
152	одно из	3	3
153	в одном	1	3
154	до сих	1	3
155	именно в	1	3
156	себя и	1	3
157	что не	2	3
158	более того	1	3
159	с тем	1	3
160	а не	16	3
161	человек в	1	3
162	мира в	3	3
163	вместе с	1	3
164	подхода к	1	3
165	да и	3	3
166	сих пор	1	3
167	и времени	1	3
168	или в	1	3
169	своей собственной	2	3
170	проходит через	1	3
171	оказались бы	1	3
172	а в	3	3
173	не знает	1	3
174	сказать что	1	3
175	имеет место	1	3
176	они не	1	3
177	к этому	1	3
178	во всяком	3	3
179	также и	3	2
180	же как	1	2
181	тех же	3	2
182	к своей	2	2
183	всего это	1	2
184	к другому	1	2
185	той же	3	2
186	жизни по	1	2
187	вопрос о	1	2
188	на себя	2	2
189	жизни это	1	2
190	в различных	1	2
191	в чем	1	2
192	а только	2	2
193	в центре	1	2
194	же и	3	2
195	для всех	1	2
196	того не	1	2
197	с их	3	2
198	и нет	2	2
199	мир и	2	2
200	имеет в	1	2
201	в целом	8	2
202	тому же	2	2
203	в нашем	1	2
204	как бы	7	2
205	как он	2	2
206	не как	4	2
207	уже не	7	2
208	и по	1	2
209	но дело	1	2
210	самим собой	2	2
211	было бы	2	2
212	на почве	2	2
213	мир в	4	2
214	автора и	1	2
215	места в	1	2
216	для него	2	2
217	в своей	4	2
218	с точки	2	2
219	не к	2	2
220	в отличие	5	2
221	в которых	1	2
222	том же	3	2
223	раз и	2	2
224	самого начала	1	2
225	тогда когда	1	2
226	дело в	3	2
227	никогда не	4	2
228	и является	2	2
229	так называемый	2	2
230	в каком	1	2
231	все то	1	2
232	во всякой	1	2
233	но по	1	2
234	с самого	1	2
235	и иные	1	2
236	здесь как	2	2
237	ту же	2	2
238	или иной	2	2
239	а также	5	2
240	в значительной	1	2
241	на основе	1	2
242	собственной жизни	1	2
243	во втором	2	2
244	ничто в	1	2
245	внешнее и	1	2
246	нового типа	1	2
247	того что	6	2
248	иной характер	1	2
249	уже в	5	2
250	если мы	1	2
251	никто не	1	2
252	не для	1	2
253	отношение к	1	2
254	не о	1	2
255	отличие от	5	2
256	жизни на	2	2
257	тем что	2	2
258	и даже	3	2
259	этапы его	1	2
260	с другой	3	2
261	я был	1	2
262	далеко не	3	2
263	и прежде	3	2
264	еще и	3	2
265	соответствии с	1	2
266	в некоторых	1	2
267	в соответствии	1	2
268	процесс в	1	2
269	одной стороны	2	2
270	он становится	1	2
271	его на	1	2
272	к своему	1	2
273	в данном	5	2
274	к жизни	1	2
275	к настоящему	1	2
276	сохраняется в	1	2
277	в это	1	2
278	но для	1	2
279	не является	2	2
280	одна из	3	2
281	уже на	1	2
282	для нас	1	2
283	у них	1	2
284	хотя бы	2	2
285	или не	1	2
286	была бы	1	2
287	совершенно не	1	2
288	в свою	1	2
289	на один	2	2
290	время не	1	2
291	в которой	1	2
292	можно назвать	1	2
293	всем и	2	1
294	я и	7	1
295	одним из	5	1
296	до него	1	1
297	свою первоначальную	1	1
298	идет о	1	1
299	и есть	3	1
300	тем же	3	1
301	фольклора и	1	1
302	об исторической	1	1
303	когда это	1	1
304	в зависимости	1	1
305	и за	1	1
306	для своего	2	1
307	мы имеем	1	1
308	и само	2	1
309	развития человечества	1	1
310	с более	1	1
311	все последующее	1	1
312	нам в	1	1
313	конститутивным моментом	1	1
314	входит как	1	1
315	оно вообще	1	1
316	и характеризуется	1	1
317	я не	7	1
318	и чужого	1	1
319	как я	1	1
320	из того	2	1
321	зависимости от	1	1
322	отступление от	1	1
323	и он	1	1
324	в xix	1	1
325	он был	1	1
326	он сам	1	1
327	самом деле	2	1
328	данном случае	4	1
329	то он	2	1
330	но как	1	1
331	бы себя	1	1
332	любви или	1	1
333	второй план	1	1
334	всех ее	1	1
335	и я	6	1
336	о жизни	1	1
337	более и	1	1
338	однако не	1	1
339	перед нами	1	1
340	могли бы	1	1
341	и сам	6	1
342	к построению	1	1
343	жизни к	1	1
344	счастья оно	1	1
345	та же	2	1
346	себя к	1	1
347	к месту	1	1
348	бы не	3	1
349	по которым	1	1
350	из этих	2	1
351	но без	2	1
352	в этой	4	1
353	в жертву	1	1
354	на то	1	1
355	и лучше	1	1
356	оно было	1	1
357	как мыслитель	1	1
358	стремится к	1	1
359	игра с	1	1
360	в понимании	1	1
361	в плане	1	1
362	с чем	2	1
363	не бывает	1	1
364	значительной степени	1	1
365	в мире	2	1
366	и неизбежно	1	1
367	времени если	1	1
368	это было	1	1
369	этого чужого	1	1
370	себя во	1	1
371	бытие и	1	1
372	основные моменты	1	1
373	на второй	2	1
374	корни этого	1	1
375	уже у	1	1
376	должно быть	1	1
377	и некоторые	1	1
378	в один	1	1
379	времени на	1	1
380	в эту	1	1
381	во время	1	1
382	значительную роль	1	1
383	всяком случае	2	1
384	не столько	5	1
385	три существенных	1	1
386	своего рода	11	1
387	для изучения	1	1
388	остается вне	1	1
389	и более	1	1
390	но такова	1	1
391	не должно	1	1
392	для нее	2	1
393	так называемого	2	1
394	в историческом	1	1
395	героем и	1	1
396	из которых	1	1
397	случае в	1	1
398	на три	1	1
399	вплоть до	2	1
400	она не	1	1
401	иной раз	1	1
402	изменений не	1	1
403	как о	1	1
404	дело не	2	1
405	и сама	1	1
406	например что	1	1
407	когда они	1	1
408	из ряда	1	1
409	и политического	1	1
410	момент является	1	1
411	бы между	1	1
412	самой жизни	1	1
413	это именно	1	1
414	по своей	3	1
415	жизни как	1	1
416	с другом	1	1
417	тот внешний	1	1
418	воспринимаются как	1	1
419	xx века	2	1
420	пока не	1	1
421	в момент	1	1
422	ни был	1	1
423	строится как	1	1
424	отличается от	1	1
425	всего в	3	1
426	другом месте	1	1
427	в каждом	1	1
428	день и	1	1
429	конца не	1	1
430	не делает	1	1
431	свою очередь	1	1
432	служит только	1	1
433	в себя	2	1
434	во главе	1	1
435	так в	1	1
436	приводит к	3	1
437	как с	1	1
438	на том	2	1
439	цели с	1	1
440	становится лишь	1	1
441	в другом	2	1
442	с собой	4	1
443	ориентировано на	1	1
444	собой в	1	1
445	в чужом	4	1
446	оно ориентировано	1	1
447	в эпоху	1	1
448	и здесь	1	1
449	не был	1	1
450	в состав	1	1
451	и т.д	1	1
452	о том	2	1
453	оставляет места	2	1
454	начинается и	1	1
455	затем в	1	1
456	все в	1	1
457	является здесь	1	1
458	места и	1	1
459	путь к	1	1
460	от них	1	1
461	на одном	1	1
462	сюда же	1	1
463	и только	2	1
464	наконец в	1	1
465	на всю	1	1
466	единого и	1	1
467	вся жизнь	1	1
468	герой в	1	1
469	жизни его	1	1
470	время у	1	1
471	поэтому для	1	1
472	тот же	1	1
473	что он	5	1
474	что даже	1	1
475	должен быть	2	1
476	он достаточно	1	1
477	в литературу	1	1
478	их не	2	1
479	по этому	2	1
480	она лишь	1	1
481	чаще всего	1	1
482	себя в	6	1
483	мира такое	1	1
484	решающее значение	1	1
485	в большинстве	1	1
486	вернуться к	1	1
487	от других	1	1
488	из них	4	1
489	где бы	1	1
490	произведения и	1	1
491	и искусства	1	1
492	при всей	3	1
493	мы можем	1	1
494	человек как	1	1
495	отдельного человека	1	1
496	тут же	1	1
497	герой и	1	1
498	стороны он	1	1
499	резко отличается	1	1
500	и внешнее	1	1
501	то и	2	1
502	а на	1	1
503	не на	2	1
504	одну из	2	1
505	романы достоевского	1	1
506	становится ясным	1	1
507	если не	1	1
508	для этой	1	1
509	между собою	1	1
510	все более	2	1
511	из форм	1	1
512	не знал	1	1
513	и вот	1	1
514	я так	1	1
515	однако эти	1	1
516	самого себя	3	1
517	в словах	1	1
518	ко мне	1	1
519	в одноименном	1	1
520	природу и	1	1
521	общественной жизни	1	1
522	между прочим	1	1
523	имел в	1	1
524	этом и	1	1
525	перед смертью	1	1
526	последующее развитие	1	1
527	которые были	1	1
528	при всем	3	1
529	это уже	2	1
530	и позволяет	1	1
531	и от	1	1
532	не подлежит	1	1
533	в отдельных	1	1
534	себя самого	1	1
535	на первый	1	1
536	но эти	1	1
537	от него	1	1
538	тем более	2	1
539	у которого	1	1
540	но зато	1	1
541	от всего	1	1
542	человеческих характеров	1	1
543	все они	2	1
544	на берегу	1	1
545	самому и	1	1
546	от так	1	1
547	не обладает	2	1
548	с ней	1	1
549	это делает	1	1
550	от всех	1	1
551	эпохи или	1	1
552	культуры в	4	1
553	для которой	1	1
554	к этой	1	1
555	в искусстве	2	1
556	в своих	4	1
557	героя как	2	1
558	он лишь	1	1
559	гораздо более	1	1
