N	3gram	Bakhtin_Fr_8	Psycholo
1	для того чтобы	2	19
2	в том что	6	14
3	с одной стороны	2	12
4	о том что	2	6
5	заключается в том	1	6
6	в самом деле	1	5
7	до сих пор	8	5
8	с другой стороны	2	5
9	по сравнению с	1	4
10	а с другой	1	4
11	и как бы	1	4
12	друг к другу	1	4
13	не только не	2	4
14	таким образом что	1	3
15	то же самое	1	3
16	вместе с тем	1	3
17	и то что	1	3
18	с самого начала	1	3
19	мы видим что	2	3
20	можно было бы	1	3
21	друг с другом	1	3
22	в этом отношении	1	3
23	мы видим в	1	2
24	состоит в том	1	2
25	о котором говорит	1	2
26	потому что в	1	2
27	может быть и	1	2
28	с точки зрения	2	2
29	в отличие от	1	2
30	в данном случае	2	2
31	если бы мы	1	2
32	не может быть	2	2
33	и в самом	1	2
34	вопрос о том	1	2
35	той или иной	1	2
36	можно сказать что	2	2
37	как бы в	1	2
38	на самом деле	1	2
39	том что она	1	1
40	мы видим таким	1	1
41	прямо сказать что	1	1
42	о том насколько	1	1
43	что на протяжении	1	1
44	дело в том	2	1
45	по отношению к	1	1
46	того чтобы показать	1	1
47	более или менее	2	1
48	лиц и все	1	1
49	в этом смысле	1	1
50	том что оно	1	1
51	одной стороны и	1	1
52	между собой в	1	1
53	те и другие	1	1
54	и в этом	1	1
55	потому что на	1	1
56	до известной степени	1	1
57	в другом месте	3	1
58	жизни и смерти	1	1
59	только то что	1	1
60	или наоборот как	1	1
61	но он не	1	1
62	том или ином	1	1
63	в приложении к	1	1
64	еще далеко не	1	1
65	что и здесь	1	1
66	и др в	2	1
67	в значительной мере	1	1
68	глазах и в	1	1
69	и в частности	1	1
70	если же мы	1	1
71	и в эти	1	1
72	мы не можем	1	1
73	в том или	1	1
74	он был бы	1	1
75	что между этими	1	1
76	и ни о	1	1
77	казалось бы что	1	1
78	если бы в	1	1
79	как один из	1	1
80	еще не было	1	1
81	как например при	1	1
82	и при этом	1	1
83	мы встречаем и	1	1
84	или ином виде	1	1
85	все же не	1	1
86	и в романе	2	1
87	потому что они	1	1
88	не могут иметь	1	1
89	в частности в	1	1
90	в то время	2	1
91	после того как	1	1
92	как раз те	1	1
93	видим таким образом	1	1
94	никогда еще не	1	1
95	речь идет о	1	1
96	один из самых	1	1
97	что это не	1	1
98	мы видели что	3	1
99	в самом центре	1	1
100	вместо того чтобы	1	1
101	при взгляде на	2	1
102	и только в	1	1
