N	2gram	Propp_Isto_2	slovoVRo
1	и в	15	41
2	в нем	7	30
3	и т	19	28
4	могут быть	2	19
5	во всех	2	17
6	не только	18	16
7	и не	11	16
8	но и	14	16
9	а не	5	15
10	то же	10	14
11	и на	4	14
12	в то	1	14
13	и его	3	14
14	в пределах	1	14
15	может быть	17	14
16	и др	4	14
17	не может	5	14
18	в сущности	2	13
19	в его	6	13
20	в этом	11	12
21	до конца	1	12
22	как бы	6	12
23	так и	5	11
24	в той	1	10
25	все эти	4	9
26	таким образом	7	9
27	как в	5	8
28	но в	6	8
29	на его	2	8
30	как мы	1	8
31	в особенности	2	8
32	или в	2	8
33	слова в	2	8
34	прежде всего	5	8
35	все же	9	7
36	в своей	1	7
37	не в	7	7
38	вовсе не	1	7
39	с ним	1	7
40	и следовательно	1	7
41	все они	1	7
42	при этом	4	6
43	это не	2	6
44	в них	1	6
45	к своему	1	6
46	только в	6	6
47	а в	12	6
48	и к	1	5
49	в самом	1	5
50	он в	3	5
51	так сказать	2	5
52	т д	18	5
53	с другими	2	5
54	далеко не	1	5
55	все это	3	5
56	к нему	5	5
57	с другой	2	5
58	и непосредственно	1	5
59	еще более	1	5
60	на своем	1	5
61	на мир	1	4
62	в ней	4	4
63	еще не	9	4
64	с его	1	4
65	перед нами	2	4
66	и наконец	5	4
67	в которой	2	4
68	всех этих	3	4
69	связанных с	1	4
70	и с	4	4
71	входит в	1	4
72	как и	2	4
73	в их	3	4
74	в процессе	1	4
75	и для	2	4
76	лежит в	1	4
77	с ее	2	4
78	ничего не	7	4
79	автор не	1	4
80	о нем	4	4
81	один из	8	4
82	оно и	2	4
83	с одной	4	4
84	одной стороны	3	4
85	там где	1	4
86	и потому	1	4
87	кроме того	2	4
88	здесь в	2	4
89	и часто	2	4
90	быть и	1	4
91	другой стороны	2	4
92	почти всегда	1	3
93	в зависимости	1	3
94	зависимости от	1	3
95	из этих	3	3
96	в себе	4	3
97	его но	1	3
98	связанные с	1	3
99	конца и	1	3
100	как оно	1	3
101	и может	2	3
102	его в	10	3
103	было бы	5	3
104	разные языки	1	3
105	он не	8	3
106	и ее	2	3
107	от его	1	3
108	которые в	1	3
109	а иногда	1	3
110	она не	5	3
111	никогда не	15	3
112	в разных	2	3
113	и здесь	9	3
114	не могут	1	3
115	в других	3	3
116	к тому	5	3
117	и этим	1	3
118	образом в	1	3
119	о том	3	3
120	и во	1	3
121	переходит в	1	3
122	в него	2	3
123	того что	3	3
124	в том	6	3
125	в качестве	3	3
126	и других	1	3
127	из них	2	3
128	его и	4	3
129	так как	14	3
130	друг друга	1	3
131	у него	4	3
132	именно в	2	3
133	в свою	1	3
134	не было	2	3
