N	2gram	Potebnia_M_2	Narrotol
1	не только	15	32
2	может быть	23	25
3	но и	9	23
4	и не	19	20
5	то есть	30	19
6	и в	24	19
7	в том	18	18
8	в этом	8	17
9	не в	13	14
10	том что	8	14
11	состоит в	2	13
12	тогда как	10	12
13	а не	18	12
14	то что	20	11
15	а в	8	11
16	не может	12	10
17	при этом	13	9
18	так и	5	9
19	в его	2	9
20	со стороны	3	9
21	в себе	10	8
22	во времени	2	8
23	с другой	6	8
24	еще не	4	7
25	по отношению	2	7
26	как в	10	7
27	все же	5	7
28	времени и	1	7
29	как и	7	7
30	к тому	1	7
31	с одной	4	7
32	одной стороны	3	7
33	ни для	1	7
34	с его	2	6
35	но не	12	6
36	в той	1	6
37	то в	1	6
38	тем самым	4	6
39	в себя	2	6
40	о том	5	6
41	что он	4	6
42	именно в	1	6
43	как это	2	6
44	но в	4	6
45	между двумя	6	5
46	не все	2	5
47	отличие от	1	5
48	и как	6	5
49	уже не	4	5
50	тому же	1	5
51	далеко не	3	5
52	в отличие	1	5
53	по себе	15	5
54	и его	2	5
55	к себе	1	5
56	к нему	1	5
57	можно сказать	1	5
58	переход от	1	4
59	то же	12	4
60	здесь не	1	4
61	перед нами	1	4
62	в нем	9	4
63	но все	2	4
64	же не	1	4
65	и с	1	4
66	было бы	13	4
67	и тем	3	4
68	связи с	6	4
69	имеет место	2	4
70	не столько	2	4
71	те же	3	4
72	одного из	1	4
73	же время	2	4
74	во втором	1	4
75	вслед за	3	4
76	только в	11	4
77	хотя бы	2	4
78	в пространстве	2	4
79	у него	2	4
80	в особенности	1	4
81	что не	5	4
82	прежде всего	7	4
83	если не	4	4
84	как бы	9	4
85	отличается от	1	4
86	же в	5	4
87	сказать что	2	4
88	другой стороны	2	4
89	в ней	3	3
90	и на	8	3
91	бы то	1	3
92	в ее	1	3
93	значении этого	1	3
94	если в	3	3
95	что они	5	3
96	хотя и	3	3
97	что это	3	3
98	уже в	5	3
99	из этих	4	3
100	не есть	6	3
101	он не	1	3
102	без чего	1	3
103	то ни	1	3
104	не будет	1	3
105	ни в	1	3
106	тем не	6	3
107	бы быть	3	3
108	не менее	5	3
109	в то	6	3
110	тем что	7	3
111	одна из	4	3
112	на него	3	3
113	никогда не	4	3
114	по своей	1	3
115	могут быть	8	3
116	как мы	1	3
117	свою очередь	6	3
118	и самого	1	3
119	на том	1	3
120	не с	3	3
121	мог бы	3	3
122	столь же	5	3
123	между тем	6	3
124	а именно	1	3
125	один из	2	3
126	из них	5	3
127	не о	1	3
128	в свою	6	3
129	а с	2	3
130	что в	16	3
131	ни было	3	3
132	жизни и	1	3
133	отношения к	2	2
134	одним из	1	2
135	например в	3	2
136	таком случае	2	2
137	и потому	2	2
138	самом деле	2	2
139	к другому	4	2
140	и до	1	2
141	оно может	2	2
142	должна быть	1	2
143	который в	1	2
144	между собой	1	2
145	не отличается	1	2
146	но как	1	2
147	не то	2	2
148	отношение к	1	2
149	независимо от	9	2
150	что именно	1	2
151	как к	1	2
152	что касается	1	2
153	что по	1	2
154	более или	8	2
155	в противоположность	1	2
156	точкой зрения	1	2
157	все эти	2	2
158	бы не	5	2
159	в известном	1	2
160	и тот	2	2
161	например как	1	2
162	с чем	3	2
163	себя и	2	2
164	не как	3	2
165	подобно тому	4	2
166	человека в	3	2
167	значительной степени	1	2
168	различие между	1	2
169	его в	3	2
170	от одного	3	2
171	это не	3	2
172	жизни но	1	2
173	или менее	8	2
174	с точки	1	2
175	в памяти	5	2
176	зрения и	7	2
177	есть всегда	1	2
178	не могло	1	2
179	не имеет	6	2
180	ничего не	1	2
181	что на	3	2
182	когда мы	2	2
183	следует признать	1	2
184	то они	1	2
185	оно не	3	2
186	то она	1	2
187	на другой	2	2
188	языка и	3	2
189	в собственном	2	2
190	что у	2	2
191	или в	2	2
192	было в	2	2
193	во второй	1	2
194	всей вероятности	1	2
195	быть может	7	2
196	с человеком	1	2
197	его жизни	1	2
198	времени в	1	2
199	и только	6	2
200	от всех	1	2
201	дело с	1	2
202	от одной	1	2
203	есть в	2	2
204	каждый из	1	2
205	одно из	3	2
206	для него	10	2
207	сами по	7	2
208	к которому	2	2
209	по всей	1	2
210	и др	1	2
211	не было	6	2
212	ей не	1	2
213	не на	2	2
214	зависит от	2	2
215	его как	1	2
216	как ни	1	2
217	не всегда	1	2
218	как представляется	1	2
219	к другой	2	2
220	как кажется	4	2
221	а если	1	2
222	тому как	4	2
223	с точкой	1	2
224	только о	1	2
225	что мы	11	2
226	что нет	2	2
227	и для	3	2
228	в связи	2	2
229	и все	3	2
230	тем более	1	2
231	все то	1	2
232	не от	5	2
233	к самому	1	2
234	нами не	2	2
235	этот способ	1	2
236	между ними	2	2
237	этого слова	6	2
238	себе не	4	2
239	в какой	2	2
240	так же	2	2
241	в таком	4	2
242	точно так	9	2
243	этой точки	1	2
244	они не	4	2
245	чем было	1	1
246	для образования	2	1
247	к их	1	1
248	того же	14	1
249	они еще	1	1
250	на самом	2	1
251	он может	1	1
252	и есть	2	1
253	что смысл	1	1
254	а непосредственно	1	1
255	чего не	2	1
256	отношения между	2	1
257	на две	2	1
258	видеть в	1	1
259	с таким	3	1
260	с прежним	4	1
261	уже по	1	1
262	и могут	1	1
263	есть не	5	1
264	им самим	1	1
265	связаны между	1	1
266	уже более	1	1
267	говоря и	1	1
268	этом не	1	1
269	есть нечто	3	1
270	но она	3	1
271	которое не	1	1
272	мы и	1	1
273	имеет своим	1	1
274	в целом	3	1
275	не сразу	2	1
276	которое в	1	1
277	как не	3	1
278	боль в	2	1
279	последней в	1	1
280	сам по	4	1
281	изменение в	2	1
282	к своему	1	1
283	на другом	2	1
284	двух или	1	1
285	столько же	1	1
286	а еще	1	1
287	к ее	1	1
288	в чем	7	1
289	во всех	7	1
290	бы она	1	1
291	без которого	1	1
292	одним словом	4	1
293	прочих не	1	1
294	совсем не	2	1
295	понимания не	1	1
296	могло быть	1	1
297	видит в	1	1
298	мы будем	1	1
299	только потому	2	1
300	для обозначения	2	1
301	быть так	1	1
302	друг от	1	1
303	один и	1	1
304	всего к	1	1
305	мере в	1	1
306	с чисто	1	1
307	похоже было	1	1
308	что как	1	1
309	изменений в	1	1
310	впечатление как	1	1
311	могли бы	2	1
312	и наконец	1	1
313	это вообще	1	1
314	в действительности	2	1
315	это определение	2	1
316	от этого	1	1
317	в самом	4	1
318	и способность	1	1
319	из опыта	1	1
320	есть факт	1	1
321	рассказ о	1	1
322	речи но	1	1
323	новое состояние	1	1
324	будто и	1	1
325	имеет для	3	1
326	но на	2	1
327	так сказать	4	1
328	создается только	1	1
