N	3gram	Voloshinov_1	Problema
1	с точки зрения	6	11
2	той или иной	1	11
3	в том что	1	8
4	то же самое	1	6
5	по крайней мере	3	6
6	в данном случае	1	5
7	но даже и	1	4
8	можно было бы	1	4
9	во всяком случае	3	4
10	имеем в виду	1	3
11	на самом деле	4	3
12	в этом смысле	3	3
13	ни в коем	1	3
14	вместе с тем	1	3
15	в коем случае	1	3
16	в связи с	1	3
17	о том что	2	3
18	и ни в	1	3
19	что иное как	1	2
20	в том смысле	1	2
21	для того чтобы	1	2
22	не что иное	1	2
23	чем иным как	1	2
24	не чем иным	1	2
25	и прежде всего	1	2
26	если бы он	1	1
27	и может быть	2	1
28	в чем не	3	1
29	мы здесь имеем	1	1
30	для объяснения всех	1	1
31	сказать то же	1	1
32	дело в том	1	1
33	мы имеем в	1	1
34	нам кажется что	2	1
35	же как и	1	1
36	в нем и	1	1
37	по сравнению с	3	1
38	как мы сказали	1	1
39	на этой ступени	2	1
40	таким образом к	1	1
41	бы то ни	1	1
42	ни в чем	3	1
43	и мышления не	1	1
44	во всех областях	1	1
45	и говорить о	1	1
46	с этой точки	1	1
47	до сих пор	3	1
48	так же как	2	1
49	то ни было	1	1
50	с одной стороны	1	1
51	на первый взгляд	1	1
52	говорить о том	1	1
53	каких бы то	1	1
54	так и с	1	1
55	имеем дело с	1	1
56	всяком случае не	1	1
57	он прежде всего	1	1
58	что представляет собою	1	1
59	том что мы	1	1
60	жизни таким образом	1	1
61	этой точки зрения	1	1
62	а вместе с	1	1
63	мы видим и	1	1
64	так и в	1	1
65	это и есть	1	1
66	с самого начала	4	1
67	жизни в этом	1	1
68	но отнюдь не	2	1
69	кажется что такие	1	1
70	ничего не говорит	1	1
71	а может быть	1	1
72	как учение о	1	1
73	нечего и говорить	2	1
74	коем случае нельзя	1	1
75	может быть даже	1	1
76	для всех других	1	1
