N	3gram	Vygotskiy__6	Psycholo
1	для того чтобы	8	19
2	в том что	19	12
3	в самом деле	1	7
4	то же самое	6	6
5	на то что	4	6
6	к тому что	7	5
7	так же точно	3	5
8	на самом деле	1	5
9	с самого начала	7	5
10	с точки зрения	10	4
11	что он не	1	4
12	можно было бы	5	4
13	как раз в	2	4
14	друг с другом	5	4
15	сами по себе	1	3
16	то что в	1	3
17	точно так же	1	3
18	не то что	1	3
19	так как она	1	3
20	так же как	6	3
21	в самом конце	1	3
22	в первый раз	1	3
23	в конце концов	1	3
24	смысле этого слова	1	3
25	и в этом	1	3
26	то что он	2	3
27	надо сказать что	1	3
28	заключается в том	5	3
29	то что мы	2	3
30	до сих пор	3	3
31	с одной стороны	1	3
32	и в конце	1	2
33	таким образом что	1	2
34	потому что он	4	2
35	показать что все	2	2
36	никак не может	1	2
37	внимание на то	1	2
38	о том как	1	2
39	сам по себе	1	2
40	по себе и	1	2
41	вместе с тем	2	2
42	то время как	5	2
43	же самое что	1	2
44	так как мы	1	2
45	с другой стороны	2	2
46	и той же	3	2
47	вместо того чтобы	2	2
48	в то время	6	2
49	не только не	2	2
50	одной и той	3	2
51	в сущности говоря	4	2
52	те же самые	3	2
53	потому что его	1	1
54	мы знаем что	3	1
55	что иное как	1	1
56	мы и в	2	1
57	это на примере	1	1
58	она возникает как	1	1
59	совершенно очевидно что	2	1
60	психологической точки зрения	1	1
61	всякий раз после	1	1
62	и с какими	1	1
63	по отношению к	10	1
64	ответить на этот	1	1
65	подобно тому как	1	1
66	в том и	1	1
67	для психологического исследования	1	1
68	же как и	1	1
69	бы сказать что	2	1
70	в одной и	2	1
71	мы не можем	1	1
72	того чтобы ответить	1	1
73	же самое в	1	1
74	тому что в	1	1
75	самом деле не	1	1
76	он не должен	1	1
77	именно то что	1	1
78	по самой своей	4	1
79	понятия и в	1	1
80	для этого нужно	1	1
81	было бы показать	1	1
82	что все эти	2	1
83	мы могли бы	9	1
84	только то что	2	1
85	таким образом сам	1	1
86	из того что	3	1
87	но он не	1	1
88	с тем что	2	1
89	и не может	2	1
90	на этот вопрос	2	1
91	этот вопрос можно	1	1
92	с этой точки	1	1
93	мы не станем	2	1
94	этого нужно было	1	1
95	в своем развитии	4	1
96	нашего исследования и	1	1
97	бы показать что	1	1
98	в том или	1	1
99	была в том	2	1
100	до конца и	1	1
101	один из них	1	1
102	раскрывается перед нами	1	1
103	то что она	1	1
104	чтобы ответить на	1	1
105	а другой раз	4	1
106	тот факт что	1	1
107	это было вызвано	1	1
108	с психологической точки	1	1
109	к другу в	1	1
110	что самое важное	1	1
111	ясно что в	1	1
112	в полном смысле	1	1
113	должен был заканчивать	1	1
114	в свою очередь	1	1
115	друг к другу	3	1
116	полном смысле этого	1	1
117	как бы в	1	1
118	мы назвали выше	1	1
119	можем заключить что	1	1
120	потому что они	1	1
121	оно может быть	1	1
122	но и вообще	1	1
123	мы остановились на	1	1
124	не может быть	2	1
125	то обстоятельство что	1	1
126	не что иное	1	1
127	потому что и	1	1
128	из этого ряда	1	1
129	самое в отношении	1	1
130	ничего общего с	1	1
131	этой точки зрения	1	1
132	к выводу что	1	1
133	не только в	1	1
134	можно сказать что	6	1
135	с тем и	2	1
136	связь и сцепление	1	1
137	в этом смысле	2	1
138	самой своей природе	4	1
139	в каком отношении	1	1
140	мы встречаемся с	1	1
141	тому что он	4	1
142	он утверждает что	1	1
143	но в этом	1	1
144	может быть в	1	1
145	но совершенно очевидно	1	1
146	только в самом	1	1
147	что и в	1	1
148	как бы он	1	1
149	замечательно то что	1	1
