N	2gram	Voloshinov_1	Formalny
1	поэтического языка	2	65
2	и в	13	38
3	в этом	2	27
4	может быть	8	23
5	и его	12	21
6	и пр	7	21
7	таким образом	6	20
8	и не	8	20
9	в самом	2	16
10	не в	3	15
11	формального метода	1	15
12	прежде всего	9	15
13	не может	8	14
14	связи с	1	13
15	в нем	2	13
16	но и	3	13
17	в поэзии	5	12
18	языка и	5	12
19	в пределах	3	12
20	вовсе не	2	11
21	в том	2	11
22	языка как	3	11
23	с его	1	11
24	в связи	2	10
25	с помощью	2	10
26	в его	7	10
27	формальный метод	2	10
28	как и	3	9
29	при этом	2	9
30	языка в	1	9
31	в процессе	5	9
32	не только	6	9
33	все же	5	8
34	так и	3	8
35	точки зрения	7	8
36	поэтического произведения	3	8
37	тем что	2	8
38	отнюдь не	1	8
39	самом деле	3	8
40	в поэтическом	1	7
41	в своей	4	7
42	по себе	1	7
43	что в	3	7
44	для него	2	7
45	с точки	5	7
46	лишь в	4	7
47	этом отношении	1	7
48	слова и	2	7
49	все эти	2	6
50	все время	1	6
51	в шкловского	2	6
52	хотя бы	5	6
53	в их	3	6
54	а в	2	6
55	вместе с	1	6
56	для понимания	1	6
57	истории литературы	2	6
58	то же	4	6
59	художественного произведения	5	6
60	в истории	1	6
61	только в	6	6
62	в этой	1	6
63	могут быть	2	6
64	в языке	2	6
65	то что	6	6
66	и ее	2	6
67	а не	2	6
68	в ней	2	6
69	было бы	4	6
70	не было	1	6
71	бы в	2	5
72	же время	1	5
73	идеологического кругозора	1	5
74	и для	3	5
75	более того	2	5
76	сводится к	1	5
77	что же	3	5
78	говорить о	3	5
79	это и	1	5
80	в то	1	5
81	с этим	3	5
82	ни о	1	5
83	в основе	1	5
84	если бы	2	5
85	и речи	1	5
86	в общем	2	5
87	или иного	2	5
88	и должно	2	5
89	что он	1	5
90	звука и	1	5
91	и наконец	5	4
92	что они	2	4
93	другой стороны	2	4
94	здесь и	1	4
95	лишь как	1	4
96	каждый элемент	2	4
97	там где	2	4
98	в некоторых	1	4
99	того или	2	4
100	входит в	2	4
101	и к	2	4
102	они не	1	4
103	в дальнейшем	1	4
104	в статье	1	4
105	к тому	2	4
106	метод в	1	4
107	даже и	1	4
108	в особенности	1	4
109	не столько	3	4
110	о языке	2	4
111	не как	3	4
112	но в	4	4
113	проблемы поэтического	1	4
114	как в	2	4
115	на фоне	4	4
116	материала и	3	4
117	так как	3	4
118	социального общения	6	4
119	как о	1	4
120	к этому	1	4
121	как бы	6	4
122	произведения не	1	3
123	о литературе	1	3
124	каждый из	1	3
125	и здесь	1	3
126	в значительной	1	3
127	ни была	1	3
128	или в	1	3
129	от этого	2	3
130	для них	1	3
131	и их	7	3
132	и все	3	3
133	поэзии в	1	3
134	к нему	1	3
135	произведения и	1	3
136	с проблемой	1	3
137	системы и	1	3
138	мы не	4	3
139	того чтобы	1	3
140	о возможности	1	3
141	так в	1	3
142	менее всего	1	3
143	его в	1	3
144	литературного языка	2	3
145	например в	1	3
146	а лишь	1	3
147	особенно в	1	3
148	и отчасти	2	3
149	на самом	1	3
150	не приходится	1	3
151	литературного произведения	2	3
152	зависимости от	2	3
153	материалом для	2	3
154	а как	2	3
155	общения в	1	3
156	в целом	2	3
157	своего развития	1	3
158	для того	1	3
159	роль в	2	3
160	он и	1	3
161	то это	1	3
162	и может	2	3
163	только и	4	3
164	и др	2	3
165	речи и	1	3
166	в зависимости	2	3
167	поэтическое произведение	1	3
168	же как	1	3
169	она ни	1	3
170	такой же	1	3
171	не входит	1	3
172	как к	1	3
173	своей статье	1	3
174	быть и	1	3
175	но ведь	5	3
176	с другой	2	3
177	все это	4	3
178	в области	2	3
179	чем же	2	3
180	должно было	1	3
181	формалистической поэтики	1	3
182	не является	4	3
183	только на	1	3
184	и как	1	3
185	и до	1	3
186	к предмету	2	3
187	в которой	3	2
188	борьба с	1	2
189	от всех	2	2
190	и композиции	2	2
191	ведь именно	1	2
192	ни одна	1	2
193	своей научной	1	2
194	науки о	1	2
195	в ритме	1	2
196	и то	3	2
197	произведение как	1	2
198	с системой	1	2
199	к другим	1	2
200	еще одну	1	2
201	образом не	1	2
202	и элементов	1	2
203	и всякое	1	2
204	особенности в	1	2
205	к поэтическому	1	2
206	социального события	2	2
207	в тех	2	2
208	что эта	2	2
209	поставить вопрос	3	2
210	в конце	1	2
211	произведения его	1	2
212	как это	1	2
213	в понимании	1	2
214	от него	1	2
215	метод должен	1	2
216	отношение к	1	2
217	на нем	1	2
218	подхода к	1	2
219	на язык	2	2
220	формалистов к	1	2
221	или даже	1	2
222	и другое	1	2
223	совсем не	1	2
