N	2gram	Vygotskiy__5	DiskursI
1	в качестве	4	34
2	не только	16	28
3	в том	18	23
4	а не	10	22
5	тогда как	1	19
6	том что	15	19
7	представляет собой	7	17
8	может быть	9	17
9	как и	8	16
10	и в	16	16
11	в этом	25	15
12	еще не	4	14
13	но и	6	14
14	при этом	4	13
15	и т.п	1	12
16	по своей	3	11
17	но не	10	11
18	прежде всего	3	11
19	и не	12	11
20	как в	5	10
21	с другой	4	10
22	по отношению	12	9
23	в нем	7	9
24	не может	18	9
25	состоит в	6	9
26	с одной	3	9
27	одной стороны	3	9
28	в частности	3	9
29	отношению к	12	9
30	но в	6	8
31	о том	8	8
32	так и	7	8
33	не было	1	7
34	в себе	1	7
35	то же	8	7
36	не в	6	7
37	в основе	8	7
38	со стороны	1	7
39	в его	11	7
40	только в	10	7
41	в своем	5	6
42	и как	3	6
43	и на	6	5
44	во всех	2	5
45	отличие от	2	5
46	природе своей	1	5
47	тому же	2	5
48	в силу	10	5
49	в котором	2	5
50	в их	3	5
51	в отличие	2	5
52	в процессе	13	5
53	в себя	3	5
54	сводится к	1	5
55	или иной	1	5
56	можно сказать	5	5
57	а с	2	5
58	в данном	1	5
59	как бы	5	5
60	к тому	6	5
61	а в	3	5
62	то что	26	5
63	в своей	2	5
64	и о	1	4
65	с его	1	4
66	отношение к	11	4
67	в истории	2	4
68	и к	2	4
69	в целом	4	4
70	на его	2	4
71	не как	1	4
72	лишь в	1	4
73	в них	2	4
74	потому что	21	4
75	могут быть	4	4
76	для себя	1	4
77	и т.д	4	4
78	между тем	3	4
79	во втором	1	4
80	как правило	1	4
81	одной из	3	4
82	что он	25	4
83	для него	5	4
84	что не	1	4
85	связи с	3	4
86	не является	5	4
87	что в	16	4
88	также и	1	3
89	того же	7	3
90	и потому	2	3
91	в первом	3	3
92	имеет свою	3	3
93	столь же	2	3
94	той или	1	3
95	различия между	1	3
96	в одной	1	3
97	с этим	3	3
98	перед нами	1	3
99	в самом	4	3
100	зрения на	1	3
101	заключается в	5	3
102	это не	4	3
103	и того	3	3
104	точки зрения	18	3
105	в ходе	12	3
106	в своих	2	3
107	однако в	1	3
108	по себе	7	3
109	в то	5	3
110	он мог	1	3
111	таким образом	19	3
112	должны быть	2	3
113	свою очередь	3	3
114	но при	2	3
115	в ее	1	3
116	не с	2	3
117	еще в	3	3
118	и даже	2	3
119	или на	1	3
120	что и	3	3
121	в сферу	1	3
122	хотя бы	5	3
123	из них	2	3
124	к ним	2	3
125	тем что	5	3
126	именно в	4	3
127	имеет место	2	3
128	и составляет	4	3
129	понятие о	1	3
130	по своему	3	3
131	для обозначения	1	3
132	тому как	4	3
133	того что	16	3
134	один из	1	3
135	все же	3	3
136	как уже	3	3
137	в свою	4	3
138	сказать что	13	3
139	другой стороны	2	3
140	в действительности	3	3
141	это понятие	2	3
142	отношения к	2	2
143	одним из	2	2
144	например в	1	2
145	к данному	2	2
