N	2gram	Voloshinov_1	slovoVRo
1	и в	38	41
2	в нем	4	30
3	то есть	4	26
4	в романе	1	21
5	во всех	6	17
6	не только	27	16
7	и не	14	16
8	точки зрения	10	16
9	языка в	2	16
10	но и	13	16
11	а не	6	15
12	то же	14	14
13	и на	6	14
14	в то	9	14
15	и его	7	14
16	может быть	13	14
17	не может	12	14
18	слова и	5	13
19	в сущности	1	13
20	в его	6	13
21	в этом	10	12
22	же время	7	12
23	языка и	4	12
24	как бы	28	12
25	авторской речи	1	11
26	так и	6	11
27	язык и	9	10
28	в большинстве	1	10
29	в той	5	10
30	слово в	2	10
31	себя в	4	9
32	все эти	2	9
33	таким образом	7	9
34	той или	3	9
35	или иной	4	9
36	как в	2	8
37	но в	5	8
38	на его	5	8
39	с точки	5	8
40	как мы	9	8
41	в особенности	1	8
42	или в	2	8
43	может не	1	8
44	и организации	1	8
45	слова в	5	8
46	прежде всего	21	8
47	отношение к	2	7
48	все же	7	7
49	в слове	3	7
50	в своей	2	7
51	не в	6	7
52	вовсе не	2	7
53	с ним	2	7
54	зрения на	2	7
55	и следовательно	5	7
56	всех его	2	7
57	все они	1	7
58	того же	1	6
59	при этом	9	6
60	это не	3	6
61	к своему	4	6
62	установка на	1	6
63	в отношении	2	6
64	слова как	2	6
65	только в	6	6
66	большинстве случаев	1	6
67	и даже	3	6
68	а в	5	6
69	на слушателя	4	5
70	речи героев	1	5
71	роман и	1	5
72	и к	4	5
73	в самом	4	5
74	он в	1	5
75	слушателя и	1	5
76	так сказать	4	5
77	с другими	2	5
78	все это	4	5
79	в основе	2	5
80	к нему	2	5
81	слово как	7	5
82	точек зрения	4	5
83	с другой	1	5
84	своего предмета	1	5
85	еще более	2	5
86	одним из	1	4
87	в ней	8	4
88	еще не	3	4
89	с его	7	4
90	за пределы	1	4
91	перед нами	3	4
92	и наконец	5	4
93	в которой	7	4
94	всех этих	1	4
95	не как	1	4
96	связанных с	3	4
97	и с	5	4
98	лишь в	4	4
99	как и	10	4
100	в их	1	4
101	речи в	1	4
102	том же	1	4
103	в процессе	6	4
104	и для	3	4
105	жанра в	1	4
106	ничего не	8	4
107	оценок и	1	4
108	все его	1	4
109	язык в	6	4
110	один из	4	4
111	ли он	2	4
112	языка как	1	4
113	и все	4	4
114	там где	1	4
115	и потому	2	4
116	и от	7	4
117	кроме того	2	4
118	здесь в	1	4
119	и часто	1	4
120	другой стороны	1	4
121	также и	2	3
122	в зависимости	5	3
123	язык как	1	3
124	эта форма	1	3
125	зависимости от	5	3
126	же слово	2	3
127	в своем	1	3
128	более или	1	3
129	бы и	2	3
130	из этих	1	3
131	выражение в	3	3
132	в себе	9	3
133	его но	1	3
134	связанные с	2	3
135	внутренней речи	18	3
136	вообще не	1	3
137	и сам	2	3
138	его в	4	3
139	было бы	7	3
140	он не	2	3
141	или менее	1	3
142	точку зрения	3	3
143	которые в	2	3
144	не должно	2	3
145	она не	1	3
146	следовательно и	1	3
147	никогда не	7	3
148	в разных	3	3
149	и здесь	3	3
150	не могут	1	3
151	к тому	4	3
152	к языку	1	3
153	о том	4	3
154	и во	1	3
155	все время	5	3
156	в него	1	3
157	того что	4	3
158	в том	2	3
159	словом и	3	3
160	в качестве	4	3
161	конечно не	3	3
162	установлено на	1	3
163	из них	3	3
164	его и	3	3
165	для него	3	3
166	так как	7	3
167	друг друга	2	3
168	у него	1	3
169	речь и	4	3
170	именно в	1	3
171	в свою	6	3
172	по всей	1	3
173	не было	2	3
174	в истории	1	3
175	но оно	1	3
176	речь но	2	3
177	с этим	2	3
178	и стилистика	2	3
179	с этой	1	3
180	как только	4	3
181	в основном	1	3
182	при всем	2	3
183	форм и	1	3
184	мы найдем	2	3
185	в результате	1	3
186	хотя бы	18	3
187	одной из	2	3
188	с ними	1	3
189	смысле слова	1	2
190	например в	1	2
191	на самом	3	2
192	к своей	1	2
193	то в	1	2
194	в котором	3	2
195	мы уже	10	2
196	той же	5	2
197	авторская речь	1	2
198	мы не	9	2
199	же как	1	2
200	они были	1	2
201	слово не	4	2
202	свою очередь	4	2
203	и то	3	2
204	между собой	2	2
205	как вещь	1	2
206	столь же	1	2
207	по своему	3	2
208	одним словом	1	2
209	в ее	3	2
210	он может	1	2
211	но не	2	2
212	слову в	1	2
213	сих пор	2	2
214	речи но	2	2
215	как к	1	2
216	хотя и	3	2
217	от этого	1	2
218	именно эта	1	2
219	сливается с	1	2
220	в целом	4	2
221	другом случае	1	2
222	и те	1	2
223	высказывания не	2	2
224	не могла	1	2
225	широком смысле	1	2
226	время и	1	2
227	одному из	1	2
228	перестает быть	1	2
229	том и	1	2
230	на этом	1	2
231	всех своих	4	2
232	одному и	1	2
233	одно и	4	2
234	не из	1	2
235	стилистическое своеобразие	2	2
236	те же	4	2
237	слов о	1	2
238	на ту	1	2
239	на все	1	2
240	для них	2	2
241	был бы	1	2
242	том что	3	2
243	в этих	2	2
244	и той	5	2
245	высказывания и	3	2
246	друг другу	2	2
247	и эти	1	2
248	войти в	2	2
249	вместе со	1	2
250	зрения и	1	2
251	заставляет его	1	2
252	тому что	5	2
253	на один	1	2
254	и проч	1	2
255	дело не	1	2
256	все свои	1	2
257	автор и	1	2
258	вне его	1	2
259	языка это	1	2
260	для нас	3	2
261	в сознании	3	2
262	у нас	4	2
263	на протяжении	1	2
264	языке и	1	2
265	мы все	1	2
266	оно может	1	2
267	и самое	1	2
268	и о	1	2
269	этот язык	1	2
270	роль в	3	2
271	с языком	1	2
272	можно было	4	2
273	не с	3	2
274	иногда в	1	2
275	из одного	1	2
276	и вообще	2	2
277	в другом	1	2
278	за пределами	1	2
279	одного из	1	2
280	свое произведение	1	2
281	можно сказать	4	2
282	и стилистическую	1	2
283	слова по	1	2
284	слов и	7	2
285	слова для	1	2
286	речи героя	1	2
287	и самая	1	2
288	и одновременно	1	2
289	здесь не	2	2
290	мы видим	3	2
291	между тем	3	2
292	и тем	6	2
293	где они	1	2
294	так что	1	2
295	же и	1	2
296	укладывается в	1	2
297	связи с	3	2
298	уже не	4	2
299	если мы	4	2
300	только на	3	2
301	в виде	1	2
302	или даже	2	2
303	автора или	1	2
304	в одном	3	2
305	произведения и	1	2
306	свое выражение	2	2
307	для того	9	2
308	в другой	1	2
309	до сих	1	2
310	не есть	1	2
311	а с	5	2
312	его социальная	1	2
313	а на	2	2
314	на возможность	2	2
315	между этими	1	2
316	совершенно не	3	2
317	связь с	2	2
318	в частности	3	2
319	эти слова	8	2
320	так же	4	2
321	его как	1	2
322	которые являются	2	2
323	речь в	1	2
324	должно быть	2	2
325	этом случае	3	2
326	того или	5	2
327	и слово	3	2
328	как раз	1	2
329	не является	5	2
330	одна из	1	2
331	говорящего и	6	2
332	социальной группы	3	2
333	тем и	2	2
334	и кроме	2	2
335	у них	2	2
336	потому что	5	2
