N	3gram	Bakhtin_Pr_3	Mirosoze
1	не может быть	6	8
2	в нем есть	1	6
3	друг к другу	1	5
4	для того чтобы	1	4
5	его отношение к	4	4
6	что и в	1	4
7	до сих пор	1	3
8	к тому что	1	3
9	у него нет	1	3
10	в высшей степени	3	3
11	и в этом	2	3
12	в творчестве достоевского	3	3
13	у достоевского есть	1	3
14	человека к человеку	1	3
15	для этого необходимо	2	3
16	у достоевского нет	2	2
17	в чем не	2	2
18	а не в	2	2
19	подобно тому как	2	2
20	мышкина и рогожина	1	2
21	эта мысль что	1	2
22	но для этого	1	2
23	с самим собою	7	2
24	в братьях карамазовых	3	2
25	может быть и	1	2
26	с настасьей филипповной	1	2
27	для него и	1	2
28	в нем нет	1	2
29	все равно что	1	2
30	в отношении к	7	2
31	о великом инквизиторе	1	2
32	о том что	2	2
33	по отношению к	5	2
34	ни в чем	2	2
35	как и в	1	2
36	никогда не бывает	2	2
37	друг для друга	1	2
38	в том что	1	2
39	как и во	1	2
40	мы увидим что	2	2
41	из подполья и	1	2
42	у достоевского это	1	1
43	а между тем	3	1
44	к нему он	2	1
45	по замыслу достоевского	7	1
46	смирись гордый человек	1	1
47	прежде всего как	1	1
48	он сам не	1	1
49	записок из подполья	3	1
50	потому что в	1	1
51	легенда о великом	1	1
52	в записках из	2	1
53	так и не	1	1
54	не приводит в	1	1
55	в нем и	1	1
56	с точки зрения	4	1
57	для себя и	1	1
58	как и все	2	1
59	что он не	1	1
60	друг на друга	2	1
61	в романах достоевского	3	1
62	а может быть	2	1
63	в этом отношении	1	1
64	в другом и	1	1
65	достоевский не знает	1	1
66	старца зосимы в	1	1
67	записках из подполья	2	1
68	на то что	1	1
69	и не было	1	1
70	зачем живет такой	1	1
71	с другим и	3	1
72	ибо и в	1	1
73	в значительной степени	1	1
74	как можно более	1	1
75	него на два	1	1
76	его отношения к	1	1
77	милый мой мальчик	1	1
78	в противоречии с	1	1
79	убеждается что он	1	1
80	обращенность к своему	1	1
81	ивана как бы	1	1
82	и он был	1	1
83	смысле этого слова	2	1
84	так же не	1	1
85	в обычном смысле	2	1
86	и к чему	1	1
87	к одному знаменателю	1	1
88	что он сам	2	1
89	один из моментов	1	1
90	федор павлович карамазов	1	1
91	что у достоевского	2	1
92	в этом направлении	1	1
93	чистый человек в	1	1
94	становится по ту	1	1
95	я не люблю	1	1
96	и во всем	1	1
97	он не принимает	1	1
98	себя и для	1	1
99	лежит в основе	1	1
100	что же такое	1	1
101	по ту сторону	2	1
102	как бы не	1	1
103	а не о	1	1
104	только с другой	1	1
105	не в силах	2	1
106	на протяжении всего	4	1
107	все так же	1	1
108	с самим собой	6	1
109	и не то	2	1
110	той или иной	2	1
111	как будто что-то	1	1
112	к матери подростка	1	1
113	сама по себе	2	1
114	на самом деле	10	1
115	в целом мире	1	1
116	нас прежде всего	1	1
117	и в нем	3	1
118	уже как бы	1	1
119	себя и других	1	1
120	что все позволено	2	1
121	в конце концов	3	1
122	что он в	2	1
123	том что все	1	1
124	именно потому что	2	1
