N	2gram	Propp_Isto_4	Mirosoze
1	и в	26	46
2	в нем	2	22
3	у него	5	22
4	может быть	14	21
5	в этом	7	20
6	не только	15	18
7	и не	9	18
8	никогда не	2	18
9	но и	12	15
10	не может	6	15
11	человека в	1	14
12	как и	7	13
13	а не	6	13
14	не есть	2	13
15	друг друга	1	12
16	прежде всего	1	12
17	потому что	6	12
18	и он	3	11
19	не было	1	11
20	но он	4	11
21	в ней	1	11
22	у нас	2	11
23	но в	5	10
24	та же	1	10
25	в себе	2	10
26	он не	7	10
27	он был	1	9
28	не в	5	9
29	не знает	1	9
30	и есть	2	8
31	отношение к	2	8
32	в своем	2	8
33	на земле	3	8
34	так как	9	8
35	она не	3	8
36	переходит в	3	8
37	как бы	3	8
38	но это	3	8
39	связана с	2	7
40	как в	7	7
41	и к	1	7
42	в этой	2	7
43	хотя бы	2	7
44	что он	10	7
45	вопрос о	4	6
46	что это	2	6
47	в русской	3	6
48	он сам	1	6
49	и здесь	5	6
50	доходит до	1	6
51	во власти	1	6
52	так же	18	6
53	того что	2	6
54	и там	2	6
55	жизни и	1	6
56	то же	8	5
57	есть не	1	5
58	привести к	1	5
59	и вот	2	5
60	что она	3	5
61	бога и	1	5
62	в своей	4	5
63	во всем	3	5
64	и его	10	5
65	к тому	1	5
66	и это	1	5
67	те же	3	5
68	это не	5	5
69	один из	1	5
70	в его	5	5
71	то что	16	5
72	и все	2	5
73	к чему	1	4
74	у них	1	4
75	его на	4	4
76	есть что-то	1	4
77	думать что	1	4
78	в царстве	1	4
79	том что	3	4
80	жизнь и	1	4
81	тому что	1	4
82	не имеет	3	4
83	должны быть	1	4
84	что у	3	4
85	так и	10	4
86	на путь	1	4
87	для этого	1	4
88	в русском	1	4
89	себя в	2	4
90	уже не	5	4
91	что и	9	4
92	они не	1	4
93	т е	18	4
94	что в	14	4
95	все что	4	4
96	же как	13	3
97	это и	5	3
98	к другому	1	3
99	той же	1	3
100	они были	1	3
101	и самого	1	3
102	и на	2	3
103	иное как	3	3
104	в чем	1	3
105	что нет	1	3
106	духа и	1	3
107	он в	4	3
108	как он	6	3
109	и она	1	3
110	и с	5	3
111	на все	1	3
112	его в	9	3
113	ни в	2	3
114	в них	1	3
115	он же	2	3
116	для чего	1	3
117	и тогда	1	3
118	не мог	3	3
119	что было	1	3
120	не для	1	3
121	того как	4	3
122	что иное	3	3
123	он хочет	1	3
124	по своей	2	3
125	людей и	1	3
126	его он	1	3
127	только с	2	3
128	момент в	1	3
129	в образе	3	3
130	если бы	2	3
131	с ним	1	3
132	и перед	1	3
133	о том	4	3
134	и во	2	3
135	нет у	1	3
136	что они	6	3
137	к которой	1	3
138	в том	3	3
139	только в	3	3
140	есть в	2	3
141	тем что	5	3
142	от того	2	3
143	до сих	5	3
144	к которому	1	3
145	связано с	1	3
146	с которым	1	3
147	человек в	1	3
148	для человека	1	3
149	не знал	1	3
150	сих пор	5	3
151	на смену	3	3
152	сказать что	2	3
153	не что	3	3
154	есть и	2	3
155	в своих	1	3
156	он также	2	2
157	не имеют	1	2
158	и за	2	2
159	только это	2	2
160	но она	1	2
161	принадлежит к	1	2
162	не от	1	2
163	во всех	1	2
164	землю и	1	2
165	то он	1	2
166	к богу	1	2
167	себе и	1	2
168	не хотел	1	2
169	в центре	1	2
170	под его	1	2
171	как к	1	2
172	хотя и	2	2
173	говорит что	2	2
174	ледяной холод	1	2
175	увидим что	2	2
176	есть ли	1	2
177	и этим	2	2
178	и тот	2	2
179	и те	1	2
180	но на	1	2
181	дальше и	1	2
182	и если	3	2
183	на его	3	2
184	не к	2	2
185	на этом	2	2
186	образа и	1	2
187	с собой	5	2
188	еще более	1	2
189	этом он	1	2
190	лишь в	2	2
191	то все	1	2
192	стоит на	2	2
193	если я	1	2
194	не всегда	6	2
195	есть явление	1	2
196	в этих	7	2
197	точки зрения	1	2
198	в который	2	2
199	от его	1	2
200	мир и	1	2
201	но эта	4	2
202	сам он	1	2
203	ему как	2	2
204	что есть	2	2
205	а от	1	2
206	идет на	2	2
207	тогда когда	1	2
208	ничего не	5	2
209	к ней	1	2
210	связи с	3	2
211	как будто	1	2
212	в основе	1	2
213	к себе	3	2
214	в последней	1	2
215	после того	2	2
216	по себе	2	2
217	вот почему	1	2
218	и что	5	2
219	духа который	1	2
220	нас в	1	2
221	к нему	6	2
222	не надо	1	2
223	подобно тому	1	2
224	но с	1	2
225	мы видим	6	2
226	тот же	1	2
227	мы увидим	3	2
228	он уже	2	2
229	одни и	1	2
230	так что	2	2
231	со своим	1	2
232	уже в	2	2
233	друг за	1	2
234	и других	3	2
235	не случайно	2	2
236	почему не	1	2
237	есть выражение	1	2
238	е в	3	2
239	как у	1	2
240	уходит в	1	2
241	мы еще	1	2
242	что не	1	2
243	превращается в	7	2
244	человеческой жизни	1	2
245	вместе с	6	2
246	к своему	3	2
247	что за	1	2
248	такого рода	2	2
249	тому как	1	2
250	что же	1	2
251	понял что	1	2
252	или купец	1	2
253	он открывает	2	2
254	но для	2	2
255	в более	1	2
256	его с	2	2
257	бы в	1	2
258	его нельзя	1	2
259	быть и	1	2
260	а в	8	2
261	это все	1	2
262	все к	1	2
263	но этот	2	2
264	обращается в	1	1
265	говорят о	1	1
266	и то	6	1
267	людей на	1	1
268	он может	2	1
269	человека превращает	1	1
270	своей основной	1	1
271	что иван	1	1
272	вдруг начинают	1	1
273	почти всегда	1	1
274	с изображением	1	1
275	должна быть	2	1
276	на соединение	1	1
277	это совершенно	1	1
278	мы не	1	1
279	у тебя	2	1
280	что если	1	1
281	выходит из	1	1
282	не была	1	1
283	в царство	2	1
284	в религии	3	1
285	а еще	1	1
286	на них	1	1
287	к царству	2	1
288	и связь	1	1
289	и соответствует	1	1
290	можно и	1	1
291	процесс этот	1	1
292	все будет	1	1
293	два явления	1	1
294	друг на	1	1
295	только тогда	3	1
296	не все	1	1
297	если в	1	1
298	которые не	1	1
299	или у	1	1
300	себя за	1	1
301	с этим	2	1
302	вопросом о	1	1
303	и как	5	1
304	его к	3	1
305	не хочет	2	1
306	нее он	1	1
307	в целом	2	1
308	все эти	3	1
309	ее как	1	1
310	за человека	1	1
311	право на	2	1
312	ничего и	1	1
313	в плену	4	1
314	в жертву	1	1
315	на то	3	1
316	все те	1	1
317	перестает быть	1	1
318	и социальной	1	1
319	они ведут	1	1
320	он должен	3	1
321	есть та	1	1
322	над которым	1	1
323	что ни	3	1
324	него было	1	1
325	но все	5	1
326	совпадают с	1	1
327	человеку но	1	1
328	в другом	5	1
329	об этом	7	1
330	их и	1	1
331	с целью	2	1
332	было бы	2	1
333	он есть	1	1
334	к миру	1	1
335	и тем	2	1
336	держит в	1	1
337	она и	1	1
338	он из	1	1
339	к которым	5	1
340	берет на	1	1
341	этого не	2	1
342	с тем	2	1
343	на друга	1	1
344	и уже	1	1
345	которой он	2	1
346	с такой	1	1
347	в развитии	1	1
348	процесс может	1	1
349	потому и	1	1
350	на себя	4	1
351	и становится	1	1
352	но я	1	1
353	бы на	1	1
354	но если	1	1
355	от своего	3	1
356	можно найти	2	1
357	уже к	1	1
358	всему миру	1	1
359	в котором	1	1
360	внутренняя связь	1	1
361	человеком и	2	1
362	в другое	1	1
363	в которых	4	1
364	силы ни	1	1
365	он весь	1	1
366	своего рода	1	1
367	должны были	1	1
368	ответить на	1	1
369	и мать	1	1
370	отцом и	1	1
371	и более	3	1
372	их в	7	1
373	даже склонен	1	1
374	между двумя	12	1
375	все три	1	1
376	отец и	2	1
377	нас к	7	1
378	одна сторона	1	1
379	не знающих	1	1
380	общества он	1	1
381	к этим	2	1
382	не по	2	1
383	о природе	3	1
384	на два	1	1
385	человека за	1	1
386	у этого	1	1
387	и весь	1	1
388	или иная	1	1
389	глава v	1	1
390	с этих	1	1
391	на одной	1	1
392	же этот	1	1
393	убить человека	1	1
394	до того	1	1
395	и делает	1	1
396	что на	2	1
397	не потому	1	1
398	в нее	1	1
399	есть показатель	1	1
400	в момент	1	1
401	не могут	2	1
402	по сравнению	3	1
403	все еще	3	1
404	своего отца	3	1
405	или он	3	1
406	не всякая	1	1
407	как не	1	1
408	говорит об	2	1
409	в пределах	1	1
410	приводит к	1	1
411	роль в	1	1
412	им как	1	1
413	как с	1	1
414	легенды о	1	1
415	на нее	1	1
416	вещи и	1	1
417	живет в	2	1
418	в борьбе	1	1
419	мог бы	1	1
420	и каждый	1	1
421	о связи	1	1
422	вступил в	1	1
423	в эпоху	1	1
424	на что	1	1
425	со словами	1	1
426	это обычно	2	1
427	а также	3	1
428	на вопрос	3	1
429	как нет	1	1
430	путь к	1	1
431	царство и	2	1
432	это в	1	1
433	идет к	1	1
434	раньше чем	5	1
435	показывает как	2	1
436	и только	5	1
437	тотчас же	1	1
438	но нельзя	1	1
439	и об	1	1
440	и любит	1	1
441	есть брат	1	1
442	происходит в	2	1
443	ставят в	1	1
444	но так	1	1
445	только одной	1	1
446	речи о	1	1
447	в пути	2	1
448	поэтому она	1	1
449	к отцу	1	1
450	только этот	1	1
451	к какому	1	1
452	формулы не	1	1
453	и у	5	1
454	и они	2	1
455	слишком далеко	1	1
456	не из	1	1
457	не дает	2	1
458	но есть	2	1
459	его и	2	1
460	был бы	1	1
461	очень характерно	1	1
462	и толстой	2	1
463	у нее	2	1
464	смысле этого	2	1
465	почему это	1	1
466	да это	1	1
467	средних веков	1	1
468	возможно что	2	1
469	с другой	4	1
470	у многих	3	1
471	во второй	1	1
472	такое же	4	1
473	а с	1	1
474	духа это	1	1
475	его душа	1	1
476	у других	1	1
477	бы назвать	1	1
478	власти и	1	1
479	лишь через	1	1
480	и поставил	1	1
481	о чем	3	1
482	на эту	1	1
483	действует в	1	1
484	делает то	1	1
485	связь с	12	1
486	независимо от	1	1
487	гор и	2	1
488	в европе	1	1
489	не сразу	3	1
490	могущество и	1	1
491	сравнению с	3	1
492	это приводит	3	1
493	на тот	1	1
494	но сам	1	1
495	он становится	2	1
496	чтобы заставить	1	1
497	это за	1	1
498	а потом	1	1
499	и братья	1	1
500	него есть	1	1
501	многих других	3	1
502	этого слова	2	1
503	с этой	2	1
504	это дух	1	1
505	все это	2	1
506	происходит не	1	1
507	которых он	1	1
508	как отец	1	1
509	формы и	2	1
510	своей жены	1	1
511	но тот	1	1
512	он по	1	1
513	а к	1	1
514	когда он	6	1
515	целый ряд	1	1
516	видим уже	1	1
517	мы должны	5	1
518	за него	1	1
519	ни к	1	1
520	только что	3	1
521	уже нет	3	1
522	центре внимания	1	1
523	нем самом	1	1
524	ты не	1	1
525	в угол	1	1
526	между ними	3	1
527	две стороны	1	1
528	по которой	1	1
529	на своем	1	1
530	этим объясняется	1	1
531	приводит нас	4	1
532	но эти	1	1
533	это так	1	1
534	к этой	3	1
535	видим в	1	1
536	по поводу	1	1
537	есть последнее	1	1
538	к этому	5	1
539	им и	1	1
540	как на	1	1
