N	2gram	Potebnia_M_2	FransuaR
1	и в	24	41
2	то есть	30	24
3	мы уже	1	18
4	во всех	7	17
5	таким образом	11	17
6	в нем	9	16
7	и с	1	16
8	тела и	1	15
9	тела в	1	13
10	и его	2	13
11	но и	9	13
12	в этом	8	12
13	как мы	1	12
14	все эти	2	11
15	все это	2	11
16	в самом	4	10
17	не только	15	10
18	так как	10	10
19	и др	1	10
20	прежде всего	7	10
21	то что	20	10
22	и на	8	9
23	во время	4	9
24	о том	5	9
25	и все	3	9
26	но в	4	8
27	никогда не	4	8
28	и до	1	7
29	в них	5	7
30	как и	7	7
31	том что	8	7
32	в его	2	7
33	вовсе не	9	7
34	у него	2	7
35	в особенности	1	7
36	связаны с	1	7
37	как бы	9	7
38	этот образ	1	7
39	что в	16	7
40	например в	3	6
41	в то	6	6
42	один из	2	6
43	мы видим	2	6
44	вместе с	11	6
45	или в	2	6
46	сказать что	2	6
47	что он	4	6
48	с его	2	5
49	в ее	1	5
50	что это	3	5
51	в себе	10	5
52	то же	12	5
53	той же	3	5
54	рядом с	3	5
55	но он	2	5
56	во всем	2	5
57	тем что	7	5
58	все то	1	5
59	так и	5	5
60	и что	4	5
61	же время	2	5
62	из них	5	5
63	в одном	6	5
64	есть здесь	1	5
65	большинстве случаев	1	5
66	там где	4	5
67	между собою	7	5
68	так же	2	5
69	в той	1	5
70	одним из	1	4
71	того же	14	4
72	самом деле	2	4
73	в ней	3	4
74	как в	10	4
75	и как	6	4
76	и наконец	1	4
77	в другом	2	4
78	не в	13	4
79	того чтобы	2	4
80	все же	5	4
81	у нас	2	4
82	и образ	2	4
83	и вообще	3	4
84	с ним	5	4
85	тот же	5	4
86	с одной	4	4
87	именно на	1	4
88	уже в	5	4
89	в большинстве	1	4
90	в котором	4	4
91	с другой	6	4
92	именно в	1	4
93	одной стороны	3	4
94	большей или	1	4
95	и от	3	4
96	о котором	2	4
97	в большей	1	4
98	а в	8	4
99	не может	12	4
100	все что	3	4
101	они были	1	3
102	существенное значение	1	3
103	в чем	7	3
104	мы будем	1	3
105	в одной	1	3
106	с этим	7	3
107	перед нами	1	3
108	при этом	13	3
109	и сам	1	3
110	связанных с	1	3
111	на все	3	3
112	с другими	5	3
113	органы и	1	3
114	было бы	13	3
115	и их	5	3
116	втором случае	1	3
117	к этим	1	3
118	также что	2	3
119	потому что	49	3
120	только с	1	3
121	есть только	6	3
122	те же	3	3
123	никак не	1	3
124	до сих	4	3
125	к нему	1	3
126	во втором	1	3
127	того что	7	3
128	только в	11	3
129	конечно не	1	3
130	есть в	2	3
131	до того	1	3
132	или меньшей	1	3
133	что не	5	3
134	связано с	2	3
135	не были	1	3
136	в первой	1	3
137	и не	19	3
138	с этой	1	3
139	сих пор	4	3
140	но это	3	3
141	и для	3	3
142	отверстия в	1	3
143	здесь только	1	3
144	между ними	2	3
145	жизни и	1	3
146	они не	4	3
147	если б	5	2
148	с образом	1	2
149	и то	3	2
150	тех же	1	2
151	с точки	1	2
152	должна быть	1	2
153	мы не	11	2
154	не будем	1	2
155	есть нечто	3	2
156	из того	1	2
157	в народных	1	2
158	его так	1	2
159	но конечно	1	2
160	но не	12	2
161	за пределы	2	2
162	что они	5	2
163	в истории	1	2
164	что именно	1	2
165	дает нам	1	2
166	стороны и	1	2
167	хотя и	3	2
168	удовольствия и	4	2
169	он в	1	2
170	и тот	2	2
171	этого образа	1	2
172	как он	4	2
173	так сказать	4	2
174	он не	1	2
175	всех этих	2	2
176	есть именно	1	2
177	на этом	2	2
178	как они	1	2
179	что все	2	2
180	лишь в	1	2
181	это было	2	2
182	заключается в	1	2
183	а за	1	2
184	и само	1	2
185	мы видели	1	2
186	в развитии	1	2
187	одного и	6	2
188	из этих	4	2
189	но если	2	2
190	мы находим	2	2
191	но эта	1	2
192	их в	2	2
193	в таких	1	2
194	тогда когда	10	2
195	находятся в	1	2
196	так что	10	2
197	как она	1	2
198	связи с	6	2
199	это уже	1	2
200	превращается в	2	2
201	к себе	1	2
202	не могут	7	2
203	должен быть	1	2
204	времени и	1	2
205	что дело	1	2
206	образом в	4	2
207	внимание на	2	2
208	и неудовольствия	2	2
209	связанной с	1	2
210	между тем	6	2
211	и во	3	2
212	кажется что	3	2
213	тем более	1	2
214	а именно	1	2
215	но с	1	2
216	со всеми	1	2
217	человека с	1	2
218	переходит в	1	2
219	что если	6	2
220	себе в	3	2
221	никто не	1	2
222	и прежде	1	2
223	каждый из	1	2
224	может быть	23	2
225	человека и	3	2
226	а на	1	2
227	что человек	1	2
228	если мы	3	2
229	которых мы	3	2
230	не на	2	2
231	а не	18	2
232	начиная с	1	2
233	и потому	2	2
234	как это	2	2
235	влияния на	2	2
236	знать что	2	2
237	что мы	11	2
238	в теле	2	2
239	для нас	31	2
240	от него	4	2
241	в эту	3	2
242	бы в	2	2
243	в этих	3	2
244	в том	18	2
245	все они	1	2
246	и у	3	2
247	в народной	1	2
248	другой стороны	2	2
249	состоит из	1	2
250	от всех	1	2
251	есть и	1	2
252	сила и	1	2
253	того времени	1	2
254	объективного содержания	1	2
255	ту же	1	1
256	слово действительно	1	1
257	сам по	4	1
258	на самом	2	1
259	он может	1	1
260	то в	1	1
261	тем же	3	1
262	между двумя	6	1
263	чувств в	1	1
264	с таким	3	1
265	в их	1	1
266	же образ	1	1
267	его не	3	1
268	полагает что	3	1
269	смотреть на	1	1
270	для своего	1	1
271	собою они	1	1
272	не во	2	1
273	что уже	1	1
274	из своих	1	1
275	чтобы не	1	1
276	принадлежит к	1	1
277	они связаны	1	1
278	и другая	1	1
279	то это	3	1
280	и заставляет	1	1
281	от разных	1	1
282	род человеческий	1	1
283	известную нам	1	1
284	столько же	1	1
285	еще не	4	1
286	на них	1	1
287	между собой	1	1
288	мысли и	1	1
289	на их	1	1
290	что его	3	1
291	например руки	1	1
292	тем как	2	1
293	бы не	5	1
294	одним словом	4	1
295	друг к	1	1
296	видели что	1	1
297	в нос	1	1
298	характер они	1	1
299	значение и	2	1
300	по отношению	2	1
301	отношение к	1	1
302	себе и	1	1
303	друга и	1	1
304	значение имеет	1	1
305	один и	1	1
306	убеждены что	2	1
307	с чисто	1	1
308	чем мы	1	1
309	что к	1	1
310	бы при	2	1
311	что нет	2	1
312	что по	1	1
313	это вообще	1	1
314	более или	8	1
315	в действительности	2	1
316	в этот	1	1
317	о самом	1	1
318	здесь сам	1	1
319	случае они	1	1
