N	4gram	Losev_Prob_4	Dialekti
1	ни в каком случае	3	4
2	не имеет ничего общего	2	3
3	имеет ничего общего с	1	3
4	или по крайней мере	2	2
5	т д и т	1	2
6	д и т д	1	2
7	и в то же	1	2
8	если иметь в виду	1	2
9	и т д и	1	2
10	в каком случае не	3	2
11	и тем не менее	3	1
12	дело в том что	1	1
13	только в том чтобы	1	1
14	по крайней мере в	1	1
15	это не имеет ничего	2	1
16	и ни в какой	1	1
17	убеждаемся в том что	1	1
18	в коем случае не	1	1
19	ни в какой мере	4	1
20	не что иное как	2	1
21	в то время как	2	1
22	это значит что мы	1	1
23	отчет в том что	2	1
24	ни в чем не	1	1
25	в этом смысле есть	1	1
26	ни в каком смысле	2	1
27	это не значит что	1	1
28	то это значит что	1	1
29	ни в коем случае	3	1
30	оно во всяком случае	1	1
31	познания добра и зла	1	1
32	есть не что иное	2	1
33	мы убеждаемся в том	1	1
34	в какой мере не	4	1
35	на идею и образ	1	1
36	на самом же деле	2	1
37	и ни в каком	1	1
