N	2gram	Berdyaev_O_1	Myshleni
1	то что	5	26
2	в этом	12	25
3	что он	3	25
4	потому что	9	21
5	в том	5	18
6	не может	4	18
7	того чтобы	4	17
8	не только	11	16
9	и в	19	16
10	того что	3	16
11	так как	2	16
12	что в	4	16
13	том что	2	15
14	для того	3	14
15	в сущности	1	13
16	в процессе	1	13
17	сказать что	2	13
18	вопрос о	10	12
19	и что	1	12
20	и не	13	12
21	отношение к	5	11
22	в его	7	11
23	но не	1	10
24	в силу	1	10
25	было бы	3	10
26	а не	11	10
27	в отношении	1	9
28	может быть	11	9
29	должно быть	2	8
30	как и	6	8
31	если бы	1	8
32	о том	3	8
33	он не	7	8
34	как это	1	8
35	и есть	3	7
36	представляет собой	1	7
37	в нем	10	7
38	но он	7	7
39	по себе	2	7
40	так и	2	7
41	с другом	1	7
42	друг с	1	7
43	и на	2	6
44	но в	2	6
45	в этой	5	6
46	в другом	2	6
47	не в	11	6
48	что все	2	6
49	у него	22	6
50	но и	13	6
51	речи и	1	6
52	должна быть	1	5
53	что они	2	5
54	как в	1	5
55	в своем	2	5
56	в которой	2	5
57	он должен	1	5
58	мысли и	3	5
59	с ним	3	5
60	того как	1	5
61	никогда не	9	5
62	ничего не	2	5
63	этом отношении	1	5
64	можно было	1	5
65	по сравнению	1	5
66	заключается в	1	5
67	хотя бы	3	5
68	для него	5	5
69	тем что	2	5
70	сравнению с	1	5
71	как бы	3	5
72	еще более	1	5
73	и то	2	4
74	в самом	5	4
75	все эти	4	4
76	с их	1	4
77	это не	3	4
78	мысли в	1	4
79	не имеет	2	4
80	могут быть	3	4
81	не есть	2	4
82	еще не	3	4
83	другом месте	1	4
84	так что	2	4
85	не могут	3	4
86	на этот	1	4
87	это есть	1	4
88	бы в	1	4
89	потребность в	2	4
90	самом деле	1	3
91	между двумя	1	3
92	мы не	1	3
93	вместо того	2	3
94	все же	2	3
95	сознания в	1	3
96	и как	1	3
97	то в	1	3
98	он в	2	3
99	показал что	1	3
100	с тем	2	3
101	в этих	3	3
102	и более	1	3
103	до конца	7	3
104	по своей	1	3
105	и его	4	3
106	и с	2	3
107	к нему	3	3
108	а потому	1	3
109	что и	2	3
110	вопрос об	1	3
111	его и	1	3
112	в одном	1	3
113	а в	5	3
114	от того	1	3
115	его мысли	4	3
116	на примере	1	3
117	говорит о	1	3
118	прежде всего	9	3
119	в частности	1	3
120	все основные	1	3
121	чем в	2	3
122	но это	1	3
123	к его	1	3
124	к этой	2	3
125	ее в	2	3
126	к этому	2	3
127	ту же	1	2
128	отношения к	1	2
129	не имеют	1	2
130	есть не	1	2
131	в ней	1	2
132	с каким	1	2
133	что было	1	2
134	в центре	1	2
135	содержание всего	1	2
136	когда он	3	2
137	и к	2	2
138	в этот	2	2
139	поэтому он	1	2
140	самой природе	1	2
141	учение о	2	2
142	только один	1	2
143	что она	1	2
144	к одному	1	2
145	в корне	1	2
146	мысли как	1	2
147	в совершенно	1	2
148	не совпадает	1	2
149	в жизни	1	2
150	в них	1	2
151	в своей	2	2
152	в котором	1	2
153	все это	6	2
154	этими двумя	1	2
155	он еще	1	2
156	главное и	1	2
157	во всем	1	2
158	ничто не	2	2
159	и здесь	1	2
160	для его	1	2
161	указывает на	1	2
162	в виду	1	2
163	в истории	2	2
164	что у	2	2
165	этот период	1	2
166	не с	1	2
167	том как	1	2
168	связанная с	1	2
169	находится в	1	2
170	и из	2	2
171	его в	2	2
172	говорит он	1	2
173	что только	1	2
174	со всеми	1	2
175	в единстве	2	2
176	из них	1	2
177	никто не	3	2
178	вовсе не	1	2
179	само по	1	2
180	как будто	1	2
181	и даже	1	2
182	а с	1	2
183	что для	2	2
184	у нас	1	2
185	может ли	1	2
186	о чем	1	2
187	и потому	2	2
188	и от	3	2
189	чтобы сделать	1	2
190	совершенно не	1	2
191	в свое	1	2
192	жизни и	1	2
193	в своих	3	2
194	во всяком	1	2
195	все что	3	2
196	смысле слова	1	1
197	также и	1	1
198	например в	1	1
199	связана с	1	1
200	сам по	1	1
201	на самом	1	1
202	но тем	1	1
203	к другому	1	1
204	и больше	1	1
205	системы и	1	1
206	и о	2	1
207	для раскрытия	1	1
208	и ее	3	1
209	себе что	1	1
210	собой в	1	1
211	нужна ему	1	1
212	он был	8	1
213	он сам	4	1
214	с его	4	1
215	возможности и	1	1
216	в ее	2	1
217	друг к	1	1
218	и вопрос	1	1
219	с трудом	1	1
220	для всякого	2	1
221	есть просто	1	1
222	как к	2	1
223	и богатый	1	1
224	в себе	3	1
225	за собой	1	1
226	из самых	1	1
227	что это	1	1
228	думать что	1	1
229	на то	1	1
230	чтобы овладеть	1	1
231	от которого	1	1
232	единство в	1	1
233	и почему	1	1
234	и заключается	1	1
235	в каждом	1	1
236	тем же	1	1
237	к другу	1	1
238	и менее	1	1
239	лишь в	7	1
240	и других	1	1
241	должен был	2	1
242	приходит в	1	1
243	и этим	2	1
244	тонет в	1	1
245	всегда и	1	1
246	ключ к	1	1
247	после этого	1	1
248	нисколько не	1	1
249	в царстве	1	1
250	со всей	1	1
251	места в	1	1
252	же это	2	1
253	что говорит	1	1
254	есть один	1	1
255	мысли есть	1	1
256	который всегда	1	1
257	это вопрос	1	1
258	чтобы иметь	1	1
259	с которой	2	1
260	она не	1	1
261	отличается от	1	1
262	его собственного	1	1
263	существует между	1	1
264	он указывает	1	1
265	из него	1	1
266	о природе	3	1
267	в самой	9	1
268	мысли он	1	1
269	к ней	2	1
270	и после	1	1
271	в сознании	1	1
272	перед ним	1	1
273	начиная с	1	1
274	оно дает	1	1
275	раз навсегда	1	1
276	но к	1	1
277	и он	8	1
278	он прежде	2	1
279	не показал	1	1
280	из всего	2	1
281	не делает	1	1
282	не существует	1	1
283	не могу	1	1
284	мысль о	2	1
285	не те	1	1
286	до самого	5	1
287	природе своей	1	1
288	которая была	1	1
289	в отношениях	1	1
290	но может	1	1
291	все почти	1	1
292	к одной	1	1
293	после того	1	1
294	все его	1	1
295	это часто	1	1
296	вопросу о	1	1
297	нет у	1	1
298	в которую	1	1
299	но ничего	1	1
300	которых в	1	1
301	которая представляется	1	1
302	нуждается в	1	1
303	самого конца	2	1
304	во внутренней	1	1
305	все время	1	1
306	в сферу	1	1
307	он что	1	1
308	один из	1	1
309	с ними	1	1
310	не идет	1	1
311	который в	1	1
312	всяком случае	1	1
313	между этими	1	1
314	их не	2	1
315	может с	1	1
316	уже в	2	1
317	как например	1	1
318	что не	4	1
319	а это	1	1
320	только одно	3	1
321	не так	1	1
322	много раз	2	1
323	в конце	1	1
324	двух противоположных	1	1
325	отношении к	1	1
326	и влечет	1	1
327	и никогда	2	1
328	это было	3	1
329	в других	2	1
330	в форме	1	1
331	вращается вокруг	1	1
332	не овладел	1	1
333	связан с	1	1
334	со стороны	1	1
335	человеку и	5	1
336	не потому	1	1
337	и прежде	1	1
338	дана уже	1	1
339	всегда представляет	1	1
340	эксперимент в	1	1
341	не было	9	1
342	попал в	1	1
343	и самый	1	1
344	чем на	3	1
345	разговор с	1	1
346	под влиянием	1	1
347	ним когда	1	1
348	есть одно	1	1
349	связь с	1	1
350	природе и	1	1
351	ко всем	2	1
352	в одной	1	1
353	на периферии	2	1
354	он говорит	1	1
355	смысле этого	1	1
356	что же	2	1
357	и там	2	1
358	да и	1	1
359	распадается на	1	1
360	этого слова	1	1
361	в чистом	1	1
362	ничего кроме	2	1
363	и для	2	1
364	но остается	1	1
365	особого рода	1	1
366	от него	7	1
367	и все	10	1
368	он попал	1	1
369	иначе чем	1	1
370	была бы	1	1
371	ли он	1	1
372	сила и	1	1
373	огромное значение	1	1
374	и состоит	1	1
375	это так	1	1
376	но еще	1	1
377	и это	1	1
