N	3gram	Vygotskiy__6	Formalny
1	с точки зрения	10	13
2	в настоящее время	1	10
3	на самом деле	1	6
4	до сих пор	3	6
5	в свою очередь	1	6
6	не может быть	2	5
7	по отношению к	10	4
8	с одной стороны	1	4
9	в лучшем случае	1	3
10	по аналогии с	1	3
11	смысле этого слова	1	3
12	нет и не	1	2
13	и не может	2	2
14	как и все	1	2
15	в зависимости от	5	2
16	сами по себе	1	2
17	и в этом	1	2
18	в связи с	2	2
19	в этом пункте	1	2
20	и в их	2	2
21	мы не можем	1	2
22	связи с этим	1	2
23	не только не	2	2
24	друг от друга	1	2
25	если бы оно	2	2
26	как мы видели	4	2
27	точки зрения этой	1	1
28	и развитие в	1	1
29	состоит в том	2	1
30	только это не	1	1
31	ничего общего с	1	1
32	не непосредственно а	1	1
33	имеет первостепенное значение	1	1
34	в этом смысле	2	1
35	в том и	1	1
36	таким образом оказывается	1	1
37	гораздо большей степени	1	1
38	же как и	1	1
39	но не для	1	1
40	как раз и	1	1
41	не может не	1	1
42	в самом конце	1	1
43	начало нового направления	1	1
44	что как бы	1	1
45	и во всех	1	1
46	устанавливает связь между	1	1
47	в том что	19	1
48	в этом отношении	3	1
49	вместо того чтобы	2	1
50	том числе и	1	1
51	в гораздо большей	1	1
52	до последнего времени	1	1
53	влияния на развитие	1	1
54	с этой точки	1	1
55	к нашему примеру	1	1
56	вместе с тем	2	1
57	раз и навсегда	1	1
58	может быть уже	1	1
59	в этом первом	1	1
60	и на всю	1	1
61	в данном случае	1	1
62	в целом все	1	1
63	до конца и	1	1
64	зависимости от того	1	1
65	в отличие от	1	1
66	по сравнению с	14	1
67	может и должен	1	1
68	и как бы	1	1
69	в последнее время	2	1
70	но вместе с	1	1
71	а не как	1	1
72	эта точка зрения	1	1
73	возвращаясь к нашему	1	1
74	с другой стороны	2	1
75	так же как	6	1
76	точки зрения своей	1	1
77	в широком смысле	1	1
78	этой точки зрения	1	1
79	и должен быть	1	1
80	но не с	1	1
81	от того что	6	1
82	совершается в пределах	1	1
83	в процессе развития	1	1
84	в нашем примере	2	1
85	независимых друг от	1	1
86	в самом начале	4	1
87	зависимости от этого	1	1
88	и тем самым	5	1
89	с самого начала	7	1
90	но отнюдь не	1	1
91	не по принципу	1	1
92	таким образом не	1	1
93	не с точки	1	1
94	один из важнейших	1	1
95	как мы знаем	1	1
96	заключается в том	5	1
97	самих по себе	1	1
98	что оно не	1	1
99	как одна из	1	1
100	в том числе	1	1
101	к тому что	7	1
102	тех или иных	1	1
103	его жизнь и	1	1
104	тому что он	4	1
105	тем не менее	1	1
106	этом смысле можно	1	1
107	в процессе их	1	1
108	что и в	1	1
109	и входит в	1	1
110	в отдельности и	1	1
111	в пределах одного	1	1
